Rk,Pos,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,Pos,90s,CrdY,CrdR,2CrdY,Fls,Off,Crs,Int,TklW,PKcon,OG,Recov,Won,Lost,Won%
2808,"MF,DF",21.8,51,28,18,24,9,28,51,54.9,23,32,8,24,15,66,22,2,2808,"MF,DF",21.8,4,0,0,21,1,8,15,28,1,0,112,7,19,26.9
2809,"MF,DF",23.7,38,27,11,20,7,12,30,40.0,18,39,13,26,47,85,41,0,2809,"MF,DF",23.7,13,2,2,33,0,9,47,27,1,0,165,10,14,41.7
2811,DF,7.8,20,12,17,2,1,13,21,61.9,8,6,4,2,2,22,20,0,2811,DF,7.8,3,0,0,14,2,17,2,12,0,1,24,10,5,66.7
2813,MF,31.0,61,33,21,29,11,34,69,49.3,35,40,5,35,28,89,19,1,2813,MF,31.0,2,0,0,41,3,20,28,33,0,0,174,46,45,50.5
2815,DF,10.2,16,13,9,7,0,7,12,58.3,5,10,2,8,1,17,17,0,2815,DF,10.2,3,0,0,5,1,30,1,13,0,1,26,7,12,36.8
2819,DF,28.5,54,31,29,16,9,29,41,70.7,12,29,5,24,20,74,75,2,2819,DF,28.5,2,0,0,21,0,77,20,31,0,0,109,19,32,37.3
2820,DF,20.7,30,20,15,10,5,16,34,47.1,18,29,4,25,5,35,19,0,2820,DF,20.7,5,0,0,26,2,76,5,20,0,0,99,9,13,40.9
2824,MF,4.5,3,3,2,1,0,1,5,20.0,4,5,2,3,5,8,16,1,2824,MF,4.5,0,0,0,3,0,5,5,3,0,0,12,3,3,50.0
2825,"DF,MF",13.7,31,20,17,11,3,17,34,50.0,17,14,3,11,16,47,34,0,2825,"DF,MF",13.7,2,0,0,13,2,42,16,20,0,0,64,7,13,35.0
2826,DF,11.5,24,16,13,7,4,11,19,57.9,8,5,1,4,13,37,21,0,2826,DF,11.5,1,0,0,15,0,21,13,16,0,0,41,9,10,47.4
2830,MF,0.3,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,2830,MF,0.3,0,0,0,0,0,1,0,1,0,0,1,1,1,50.0
2831,DF,18.2,19,9,13,4,2,10,22,45.5,12,32,21,11,15,34,88,1,2831,DF,18.2,5,0,0,24,0,5,15,9,1,0,66,39,16,70.9
2833,DF,11.4,11,6,9,2,0,7,14,50.0,7,12,3,9,12,23,47,1,2833,DF,11.4,1,0,0,8,0,1,12,6,0,0,36,17,12,58.6
2835,MF,21.4,23,15,6,13,4,12,24,50.0,12,12,1,11,9,32,15,0,2835,MF,21.4,1,0,0,15,0,89,9,15,0,0,87,6,11,35.3
2836,DF,1.0,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,2836,DF,1.0,0,0,0,0,0,0,3,1,0,0,6,2,5,28.6
2837,DF,13.6,33,21,26,7,0,19,39,48.7,20,21,14,7,21,54,66,1,2837,DF,13.6,5,0,0,13,1,0,21,21,0,1,53,29,21,58.0
2838,DF,19.1,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2,2838,DF,19.1,2,0,0,7,1,30,20,30,0,0,104,27,16,62.8
2840,DF,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,2840,DF,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,
2842,DF,14.0,21,14,8,13,0,10,22,45.5,12,13,5,8,4,25,29,1,2842,DF,14.0,3,0,0,15,0,74,4,14,0,0,53,11,21,34.4
2843,DF,1.7,5,4,3,1,1,1,4,25.0,3,2,0,2,1,6,3,0,2843,DF,1.7,1,0,0,4,0,12,1,4,0,0,4,0,2,0.0
2844,DF,31.5,23,17,14,9,0,10,16,62.5,6,38,28,10,29,52,160,0,2844,DF,31.5,3,0,0,24,0,0,29,17,1,0,95,58,43,57.4
2845,DF,28.0,32,25,20,10,2,19,26,73.1,7,28,19,9,32,64,97,3,2845,DF,28.0,11,1,0,43,0,3,32,25,1,0,156,83,81,50.6
2846,MF,29.5,49,27,18,29,2,23,42,54.8,19,33,9,24,37,86,54,0,2846,MF,29.5,5,0,0,36,0,7,37,27,0,0,169,44,28,61.1
2847,MF,9.6,15,6,5,8,2,5,15,33.3,10,5,1,4,6,21,11,0,2847,MF,9.6,4,0,0,19,2,6,6,6,0,0,37,7,17,29.2
2849,MF,34.3,49,17,18,21,10,17,58,29.3,41,23,1,22,15,64,5,0,2849,MF,34.3,2,0,0,30,3,77,15,17,0,0,158,3,9,25.0
2852,MF,12.7,23,12,8,12,3,11,26,42.3,15,13,2,11,7,30,16,0,2852,MF,12.7,3,0,0,24,2,6,7,12,0,0,60,13,16,44.8
