Player Name,Rating,League,Season
"287Giovanni GonzálezMallorca, 30, D(CR)",6.5,La Liga,2022-2023
"288Rubén AlcarazCadiz, 33, DMC",6.5,La Liga,2022-2023
"289Gastón ÁlvarezGetafe, 24, D(CL)",6.5,La Liga,2022-2023
"290Darwin MachísReal Valladolid, 32, AM(LR)",6.5,La Liga,2022-2023
"291Fran BeltránCelta Vigo, 26, DMC",6.49,La Liga,2022-2023
"292Andoni GorosabelReal Sociedad, 28, D(R),M(R)",6.49,La Liga,2022-2023
"293Leandro CabreraEspanyol, 33, D(CL)",6.48,La Liga,2022-2023
"294Víctor RuizReal Betis, 36, D(C)",6.48,La Liga,2022-2023
"295Óscar RodríguezCelta Vigo, 26, AM(CLR),FW",6.48,La Liga,2022-2023
"296Ferran TorresBarcelona, 24, AM(LR),FW",6.48,La Liga,2022-2023
"297Álex PozoAlmeria, 25, D(R),M(R)",6.48,La Liga,2022-2023
"298José Luis MoralesVillarreal, 37, D(R),M(CLR),FW",6.48,La Liga,2022-2023
"299Jørgen Strand LarsenCelta Vigo, 25, FW",6.48,La Liga,2022-2023
"300Unai SimónAthletic Club, 27, GK",6.48,La Liga,2022-2023
"301Mauro ArambarriGetafe, 29, M(C)",6.48,La Liga,2022-2023
"302Stefan MitrovicGetafe, 34, D(C)",6.48,La Liga,2022-2023
"303Edu ExpósitoEspanyol, 28, M(C)",6.47,La Liga,2022-2023
"304Toni VillaGirona, 30, AM(CLR)",6.47,La Liga,2022-2023
"305Dani GarcíaAthletic Club, 34, DMC",6.47,La Liga,2022-2023
"306Rubén SánchezEspanyol, 24, M(R)",6.47,La Liga,2022-2023
"307Mohamed-Ali ChoReal Sociedad, 21, AM(R),FW",6.47,La Liga,2022-2023
"308Andrii LuninReal Madrid, 26, GK",6.46,La Liga,2022-2023
"309Hugo GuillamónValencia, 25, D(C),DMC",6.46,La Liga,2022-2023
"310Lucas OlazaReal Valladolid, 30, D(L),M(L)",6.46,La Liga,2022-2023
"311Luis HernándezCadiz, 35, D(CR)",6.46,La Liga,2022-2023
"312Álvaro AguadoReal Valladolid, 28, M(C)",6.46,La Liga,2022-2023
"313Unai GarcíaOsasuna, 33, D(C)",6.46,La Liga,2022-2023
"314Óscar MinguezaCelta Vigo, 25, D(CR),M(LR)",6.46,La Liga,2022-2023
"315Jesús NavasSevilla, 39, D(R),M(R)",6.46,La Liga,2022-2023
"316Paul AkouokouReal Betis, 27, DMC",6.45,La Liga,2022-2023
"317Nacho VidalOsasuna, 30, D(R)",6.45,La Liga,2022-2023
"318Yangel HerreraGirona, 27, M(C)",6.45,La Liga,2022-2023
"319Javi HernándezGirona, 26, D(CL)",6.45,La Liga,2022-2023
"320Fernando CaleroEspanyol, 29, D(C),DMC",6.45,La Liga,2022-2023
"321Luca KoleoshoEspanyol, 20, AM(LR)",6.45,La Liga,2022-2023
"322Karim RekikSevilla, 30, D(CL)",6.44,La Liga,2022-2023
"323Raúl de TomásRayo Vallecano, 30, FW",6.44,La Liga,2022-2023
"324Haris SeferovicCelta Vigo, 32, AM(LR),FW",6.44,La Liga,2022-2023
"325FaliCadiz, 31, D(C),DMC",6.44,La Liga,2022-2023
"326Stole DimitrievskiRayo Vallecano, 31, GK",6.44,La Liga,2022-2023
"327Lisandro MagallánElche, 31, D(C)",6.44,La Liga,2022-2023
"328Kiko FemeníaVillarreal, 34, D(LR),M(R)",6.44,La Liga,2022-2023
"329Jon MoncayolaOsasuna, 26, D(R),M(CR)",6.44,La Liga,2022-2023
"330Rubén GarcíaOsasuna, 31, AM(CLR),FW",6.44,La Liga,2022-2023
"331Dani CarvajalReal Madrid, 33, D(R)",6.44,La Liga,2022-2023
"332Iván BalliuRayo Vallecano, 33, D(LR),M(R)",6.44,La Liga,2022-2023
"333Jesús CoronaSevilla, 32, D(R),M(CLR),FW",6.44,La Liga,2022-2023
"334Ronaël Pierre-GabrielEspanyol, 26, D(CLR),M(R)",6.43,La Liga,2022-2023
"335Gabriel PaulistaValencia, 34, D(CR)",6.43,La Liga,2022-2023
"336Denis SuárezEspanyol, 31, M(CLR)",6.43,La Liga,2022-2023
"337FelipeAtletico, 35, D(C)",6.43,La Liga,2022-2023
"338Johan MojicaElche, 32, D(L),M(L)",6.43,La Liga,2022-2023
"339Jorge PascualVillarreal, 21, Forward",6.43,La Liga,2022-2023
"340Munir El HaddadiGetafe, 29, AM(CLR),FW",6.43,La Liga,2022-2023
"341JosanElche, 35, D(R),M(R)",6.43,La Liga,2022-2023
"342Sergi GómezEspanyol, 32, D(CR)",6.43,La Liga,2022-2023
"343Miguel RodríguezCelta Vigo, 21, AM(R)",6.43,La Liga,2022-2023
"344Alberto MorenoVillarreal, 32, D(L),M(L)",6.43,La Liga,2022-2023
"345Papu GómezSevilla, 37, M(CLR),FW",6.42,La Liga,2022-2023
"346Francis CoquelinVillarreal, 33, M(CLR)",6.42,La Liga,2022-2023
"347Edinson CavaniValencia, 38, AM(LR),FW",6.42,La Liga,2022-2023
"348Pere MillaElche, 32, AM(CLR),FW",6.42,La Liga,2022-2023
"349Sergio AkiemeAlmeria, 27, D(L),M(L)",6.42,La Liga,2022-2023
"350Yassine BounouSevilla, 33, GK",6.42,La Liga,2022-2023
"351Matheus CunhaAtletico, 25, AM(CL),FW",6.42,La Liga,2022-2023
"352Yunus MusahValencia, 22, M(CR)",6.42,La Liga,2022-2023
"353Mikel OyarzabalReal Sociedad, 27, AM(CLR),FW",6.42,La Liga,2022-2023
"354Iván VillarCelta Vigo, 27, GK",6.42,La Liga,2022-2023
"355Álvaro FernándezEspanyol, 26, GK",6.42,La Liga,2022-2023
"356John DonaldElche, 24, D(C),DMC",6.41,La Liga,2022-2023
"357Aritz ElustondoReal Sociedad, 30, D(CR)",6.41,La Liga,2022-2023
"358Juanmi LatasaGetafe, 23, FW",6.4,La Liga,2022-2023
"359Pedro BigasElche, 34, D(CL)",6.4,La Liga,2022-2023
"360Randy NtekaElche, 27, AM(C),FW",6.4,La Liga,2022-2023
"361Ander GuevaraReal Sociedad, 27, DMC",6.4,La Liga,2022-2023
"362Adrià PedrosaEspanyol, 26, D(L),M(L)",6.4,La Liga,2022-2023
"363Óscar GilEspanyol, 26, D(R)",6.4,La Liga,2022-2023
"364César de la HozAlmeria, 32, DMC",6.4,La Liga,2022-2023
"365Roque MesaReal Valladolid, 35, DMC",6.4,La Liga,2022-2023
"366FidelElche, 35, M(CLR)",6.4,La Liga,2022-2023
"367Dimitri FoulquierValencia, 31, D(CLR),M(R)",6.39,La Liga,2022-2023
"368Rafa MirSevilla, 27, AM(R),FW",6.39,La Liga,2022-2023
"369Iddrisu BabaMallorca, 29, DMC",6.39,La Liga,2022-2023
"370Matija NastasicMallorca, 31, D(C)",6.39,La Liga,2022-2023
"371Manu VallejoGirona, 28, FW",6.39,La Liga,2022-2023
"372Bernardo EspinosaGirona, 35, D(C)",6.39,La Liga,2022-2023
"373Dennis HadzikadunicMallorca, 26, D(C)",6.38,La Liga,2022-2023
"374Renato TapiaCelta Vigo, 29, D(C),DMC",6.38,La Liga,2022-2023
"375Manuel PozoReal Valladolid, 23, Forward",6.38,La Liga,2022-2023
"376Tino KadewereMallorca, 29, AM(CLR),FW",6.38,La Liga,2022-2023
"377Joseba ZaldúaCadiz, 32, D(R)",6.38,La Liga,2022-2023
"378Tanguy NianzouSevilla, 22, D(C)",6.38,La Liga,2022-2023
"379Pablo IbáñezOsasuna, 26, DMC",6.37,La Liga,2022-2023
"380Helibelton PalaciosElche, 31, D(CR)",6.37,La Liga,2022-2023
"381Ander HerreraAthletic Club, 35, M(C)",6.37,La Liga,2022-2023
"382Jon OlasagastiReal Sociedad, 24, M(C)",6.37,La Liga,2022-2023
"383Victor ChustCadiz, 24, D(C)",6.36,La Liga,2022-2023
"384Nico MelamedEspanyol, 23, AM(CL)",6.36,La Liga,2022-2023
"385Fernando MedranoCelta Vigo, 24, Defender",6.36,La Liga,2022-2023
"386Juan CruzOsasuna, 32, D(CL)",6.36,La Liga,2022-2023
"387José Ángel CarmonaElche, 23, D(CR),M(R)",6.36,La Liga,2022-2023
"388Sergio AsenjoReal Valladolid, 35, GK",6.36,La Liga,2022-2023
"389José Carlos LazoEspanyol, 29, Forward",6.35,La Liga,2022-2023
"390Gonzalo MontielSevilla, 28, D(CR),M(R)",6.35,La Liga,2022-2023
"391Hugo SoteloCelta Vigo, 21, M(C)",6.35,La Liga,2022-2023
"392Unai LópezRayo Vallecano, 29, M(CR)",6.35,La Liga,2022-2023
"393Joan JordánSevilla, 30, M(C)",6.35,La Liga,2022-2023
"394Pathé CissRayo Vallecano, 30, DMC",6.35,La Liga,2022-2023
"395JuanpeGirona, 33, D(C)",6.35,La Liga,2022-2023
"396Álvaro NegredoCadiz, 39, FW",6.35,La Liga,2022-2023
"397José Ángel CarmonaSevilla, 23, D(CR),M(R)",6.35,La Liga,2022-2023
"398Álex FernándezCadiz, 32, M(CL),FW",6.35,La Liga,2022-2023
"399Darko BrasanacOsasuna, 33, M(CR)",6.35,La Liga,2022-2023
"400Pol LirolaElche, 27, D(CR),M(LR)",6.35,La Liga,2022-2023
"401RoberReal Betis, 24, AM(CR)",6.35,La Liga,2022-2023
"402ChumiAlmeria, 25, D(CR)",6.34,La Liga,2022-2023
"403Kike SalasSevilla, 22, D(CL)",6.34,La Liga,2022-2023
"404Alberto PereaCadiz, 34, AM(LR)",6.34,La Liga,2022-2023
"405ReinierGirona, 23, AM(C)",6.34,La Liga,2022-2023
"406Raúl GarcíaAthletic Club, 38, M(CLR),FW",6.34,La Liga,2022-2023
"407Adnan JanuzajSevilla, 30, AM(CLR)",6.34,La Liga,2022-2023
"408Cristhian StuaniGirona, 38, AM(CLR),FW",6.33,La Liga,2022-2023
"409Toni LatoValencia, 27, D(L),M(L)",6.33,La Liga,2022-2023
"410Juan CarlosGirona, 37, GK",6.33,La Liga,2022-2023
"411JuanmiReal Betis, 31, AM(CLR),FW",6.33,La Liga,2022-2023
"412Largie RamazaniAlmeria, 23, AM(L),FW",6.32,La Liga,2022-2023
"413Luca de la TorreCelta Vigo, 26, M(CLR)",6.32,La Liga,2022-2023
"414Anthony LozanoCadiz, 31, AM(L),FW",6.32,La Liga,2022-2023
"415Ilaix MoribaValencia, 22, DMC",6.32,La Liga,2022-2023
"416Carlos DomínguezCelta Vigo, 24, D(C)",6.32,La Liga,2022-2023
"417PortuGetafe, 32, M(CLR),FW",6.32,La Liga,2022-2023
"418Momo MbayeCadiz, 26, D(C)",6.32,La Liga,2022-2023
"419José Antonio de la RosaCadiz, 20, Forward",6.32,La Liga,2022-2023
"420Kasper DolbergSevilla, 27, FW",6.32,La Liga,2022-2023
"421Valery FernándezGirona, 25, D(R),M(L)",6.31,La Liga,2022-2023
"422Pablo BarriosAtletico, 21, M(C)",6.31,La Liga,2022-2023
"423JoaquínReal Betis, 43, M(CLR),FW",6.31,La Liga,2022-2023
"424Fede San EmeterioCadiz, 27, DMC",6.31,La Liga,2022-2023
"425Zouhair FeddalReal Valladolid, 35, D(C)",6.31,La Liga,2022-2023
"426Franck KessieBarcelona, 28, M(C)",6.3,La Liga,2022-2023
"427Pablo MarínReal Sociedad, 21, M(C)",6.3,La Liga,2022-2023
"428Juan CruzReal Betis, 24, M(LR)",6.3,La Liga,2022-2023
"429Jesús VallejoReal Madrid, 28, D(CR)",6.3,La Liga,2022-2023
"430Juan CalaCadiz, 35, D(C)",6.3,La Liga,2022-2023
"431Johan MojicaVillarreal, 32, D(L),M(L)",6.29,La Liga,2022-2023
"432Pep ChavarríaRayo Vallecano, 26, D(L)",6.29,La Liga,2022-2023
"433Amath NdiayeMallorca, 28, AM(LR),FW",6.29,La Liga,2022-2023
"434Jesús VázquezValencia, 22, D(L)",6.29,La Liga,2022-2023
"435Adu AresAthletic Club, 23, Forward",6.29,La Liga,2022-2023
"436Lucas PérezCadiz, 36, AM(CR),FW",6.29,La Liga,2022-2023
"437Gonzalo VillarGetafe, 26, M(C)",6.28,La Liga,2022-2023
"438Haissem HassanVillarreal, 23, Forward",6.28,La Liga,2022-2023
"439Sergio LeónReal Valladolid, 36, FW",6.28,La Liga,2022-2023
"440Abdul MuminRayo Vallecano, 26, D(C)",6.28,La Liga,2022-2023
"441Dyego SousaAlmeria, 35, FW",6.28,La Liga,2022-2023
"442Aitor ParedesAthletic Club, 24, D(C)",6.27,La Liga,2022-2023
"443Álvaro RodríguezReal Madrid, 20, Forward",6.27,La Liga,2022-2023
"444Manu TriguerosVillarreal, 33, M(CLR),FW",6.27,La Liga,2022-2023
"445Enzo RocoElche, 32, D(C)",6.27,La Liga,2022-2023
"446Francisco PortilloAlmeria, 34, M(CLR)",6.27,La Liga,2022-2023
"447Eden HazardReal Madrid, 34, M(CLR),FW",6.27,La Liga,2022-2023
"448Lautaro BlancoElche, 25, D(L),M(L)",6.26,La Liga,2022-2023
"449Óscar UreñaGirona, 21, Forward",6.26,La Liga,2022-2023
"450Raúl ParraCadiz, 25, D(CR)",6.26,La Liga,2022-2023
"451Martin HonglaReal Valladolid, 26, D(C),DMC",6.26,La Liga,2022-2023
"452Gonzalo VerdúElche, 36, D(C)",6.26,La Liga,2022-2023
"453Diego MorenoOsasuna, 23, D(R)",6.26,La Liga,2022-2023
"454Álvaro OdriozolaReal Madrid, 29, D(R)",6.25,La Liga,2022-2023
"455Carles AleñáGetafe, 27, AM(CLR)",6.25,La Liga,2022-2023
"456Aleix VidalEspanyol, 35, D(R),M(LR)",6.25,La Liga,2022-2023
"457Carlos FernándezReal Sociedad, 28, AM(C),FW",6.25,La Liga,2022-2023
"458Arnaut DanjumaVillarreal, 28, AM(L),FW",6.24,La Liga,2022-2023
"459Jaime MataGetafe, 36, AM(L),FW",6.24,La Liga,2022-2023
"460Arnau PuigmalAlmeria, 24, AM(R)",6.24,La Liga,2022-2023
"461Aleix GarridoBarcelona, 20, Midfielder",6.24,La Liga,2022-2023
"462Roberto TorresOsasuna, 35, AM(CLR)",6.24,La Liga,2022-2023
"463Keidi BareEspanyol, 27, DMC",6.23,La Liga,2022-2023
"464Joel RocaGirona, 19, Midfielder",6.23,La Liga,2022-2023
"465Kike GarcíaOsasuna, 35, FW",6.23,La Liga,2022-2023
"466Gonçalo PaciênciaCelta Vigo, 30, FW",6.23,La Liga,2022-2023
"467Roger MartíCadiz, 34, FW",6.23,La Liga,2022-2023
"468Pablo TorreBarcelona, 21, AM(C)",6.22,La Liga,2022-2023
"469Cristhian MosqueraValencia, 20, D(C)",6.22,La Liga,2022-2023
"470Braian CufréMallorca, 28, D(L),DMC,M(L)",6.22,La Liga,2022-2023
"471Iván AlejoCadiz, 30, AM(R)",6.22,La Liga,2022-2023
"472Íñigo EguarasAlmeria, 32, DMC",6.22,La Liga,2022-2023
"473Iker MuñozOsasuna, 22, DMC",6.22,La Liga,2022-2023
"474KaikyAlmeria, 21, D(C)",6.22,La Liga,2022-2023
"475Ángel AlgobiaGetafe, 25, M(C)",6.21,La Liga,2022-2023
"476Willian JoséReal Betis, 33, FW",6.21,La Liga,2022-2023
"477Mamadou MbackeVillarreal, 22, D(C)",6.21,La Liga,2022-2023
"478Mikel BalenziagaAthletic Club, 36, D(L)",6.21,La Liga,2022-2023
"479Pierre-Emerick AubameyangBarcelona, 35, M(CLR),FW",6.21,La Liga,2022-2023
"480Marcos AndréValencia, 28, FW",6.21,La Liga,2022-2023
"481Oier ZarragaAthletic Club, 26, DMC,M(R)",6.21,La Liga,2022-2023
"482Ander MartínReal Sociedad, 24, Forward",6.21,La Liga,2022-2023
"483Clément GrenierMallorca, 34, M(CL)",6.21,La Liga,2022-2023
"484Abner ViníciusReal Betis, 24, D(L),M(L)",6.21,La Liga,2022-2023
"485Sergio ReguilónAtletico, 28, D(L),M(L)",6.2,La Liga,2022-2023
"486Alberto MaríValencia, 23, Forward",6.2,La Liga,2022-2023
"487Benjamin LecomteEspanyol, 33, GK",6.2,La Liga,2022-2023
"488Augusto SolariCelta Vigo, 33, AM(CR)",6.2,La Liga,2022-2023
"489Jon MagunazelaiaReal Sociedad, 23, Midfielder",6.2,La Liga,2022-2023
"490José Mari MartínCadiz, 37, DMC",6.2,La Liga,2022-2023
"491Kevin VázquezCelta Vigo, 31, D(R),M(R)",6.2,La Liga,2022-2023
"492Andrés MartínRayo Vallecano, 25, Forward",6.2,La Liga,2022-2023
"493Thomas DelaneySevilla, 33, DMC",6.2,La Liga,2022-2023
"494Franco RussoMallorca, 30, D(C)",6.19,La Liga,2022-2023
"495Nicolás FernándezElche, 25, M(L)",6.19,La Liga,2022-2023
"496Ezequiel PonceElche, 27, AM(L),FW",6.19,La Liga,2022-2023
"497José Carlos LazoAlmeria, 29, Forward",6.19,La Liga,2022-2023
"498Hugo DuroValencia, 25, AM(L),FW",6.19,La Liga,2022-2023
"499Samu SáizGirona, 34, AM(CL)",6.19,La Liga,2022-2023
"500BebéRayo Vallecano, 34, AM(LR),FW",6.19,La Liga,2022-2023
"501Robert NavarroReal Sociedad, 22, AM(LR)",6.18,La Liga,2022-2023
"502Antonio BlancoCadiz, 24, DMC",6.18,La Liga,2022-2023
"503Antonio SánchezMallorca, 27, D(R),M(CR)",6.17,La Liga,2022-2023
"504Jon MorcilloAthletic Club, 26, AM(L)",6.17,La Liga,2022-2023
"505Alexander CallensGirona, 32, D(CL)",6.16,La Liga,2022-2023
"506Sergi GuardiolaReal Valladolid, 33, FW",6.16,La Liga,2022-2023
"507Manu MorlanesVillarreal, 26, DMC",6.16,La Liga,2022-2023
"508Diego GonzálezElche, 30, D(CL)",6.16,La Liga,2022-2023
"509Rodrigo BattagliaMallorca, 33, D(C),M(C)",6.16,La Liga,2022-2023
"510Ander CapaAthletic Club, 33, D(R),M(R)",6.16,La Liga,2022-2023
"511Ricard ArteroGirona, 22, Midfielder",6.16,La Liga,2022-2023
"512Axel WernerElche, 28, GK",6.15,La Liga,2022-2023
"513Asier VillalibreAthletic Club, 27, FW",6.15,La Liga,2022-2023
"514Ángel RodríguezMallorca, 37, FW",6.15,La Liga,2022-2023
"515Toni VillaReal Valladolid, 30, AM(CLR)",6.15,La Liga,2022-2023
"516Lamine YamalBarcelona, 17, AM(R)",6.14,La Liga,2022-2023
"517Abdón PratsMallorca, 32, FW",6.14,La Liga,2022-2023
"518Raúl GutiElche, 28, DMC",6.13,La Liga,2022-2023
"519Ludwig AugustinssonMallorca, 30, D(L),M(L)",6.13,La Liga,2022-2023
"520Omar El HilaliEspanyol, 21, D(R)",6.13,La Liga,2022-2023
"521Filip JørgensenVillarreal, 22, GK",6.12,La Liga,2022-2023
"522Josep GayáMallorca, 24, Defender",6.12,La Liga,2022-2023
"523Roger MartíElche, 34, FW",6.11,La Liga,2022-2023
"524Jaime SeoaneGetafe, 28, M(C)",6.11,La Liga,2022-2023
"525Diego ColladoVillarreal, 24, Forward",6.11,La Liga,2022-2023
"526Curro SánchezAlmeria, 29, Midfielder",6.11,La Liga,2022-2023
"527Radamel FalcaoRayo Vallecano, 39, FW",6.1,La Liga,2022-2023
"528José PozoRayo Vallecano, 28, AM(C)",6.1,La Liga,2022-2023
"529Williot SwedbergCelta Vigo, 21, AM(L)",6.1,La Liga,2022-2023
"530Moi ParraGetafe, 22, Midfielder",6.1,La Liga,2022-2023
"531Mickaël MalsaReal Valladolid, 29, DMC",6.1,La Liga,2022-2023
"532Beñat TurrientesReal Sociedad, 23, DMC",6.09,La Liga,2022-2023
"533David TorresReal Valladolid, 21, D(C)",6.09,La Liga,2022-2023
"534Pablo DuránCelta Vigo, 23, Forward",6.09,La Liga,2022-2023
"535Carlos MartínAtletico, 22, AM(L)",6.09,La Liga,2022-2023
"536Francisco MwepuCadiz, 24, Forward",6.09,La Liga,2022-2023
"537Nabil TouaiziEspanyol, 24, Forward",6.09,La Liga,2022-2023
"538Salvi SánchezRayo Vallecano, 33, AM(R)",6.09,La Liga,2022-2023
"539Lago JuniorMallorca, 34, M(L)",6.08,La Liga,2022-2023
"540KenedyReal Valladolid, 29, D(L),M(LR)",6.08,La Liga,2022-2023
"541Fabrizio AngileriGetafe, 30, D(L),M(L)",6.07,La Liga,2022-2023
"542Shon WeissmanReal Valladolid, 29, FW",6.07,La Liga,2022-2023
"543SimoEspanyol, 20, Defender",6.07,La Liga,2022-2023
"544Houboulang MendesAlmeria, 26, D(CR)",6.06,La Liga,2022-2023
"545Loren MorónReal Betis, 31, FW",6.06,La Liga,2022-2023
"546Mamady DiarraCadiz, 24, Forward",6.06,La Liga,2022-2023
"547Roberto ArroyoReal Valladolid, 21, Forward",6.06,La Liga,2022-2023
"548Dani GómezEspanyol, 26, FW",6.05,La Liga,2022-2023
"549Iñaki PeñaBarcelona, 25, GK",6.05,La Liga,2022-2023
"550Javi LlabrésMallorca, 22, Forward",6.05,La Liga,2022-2023
"551Santiago ArzamendiaCadiz, 26, D(L),M(L)",6.05,La Liga,2022-2023
"552Mariano DíazReal Madrid, 31, FW",6.04,La Liga,2022-2023
"553Ramon TerratsGirona, 24, DMC",6.04,La Liga,2022-2023
"554Fran DelgadoReal Betis, 23, D(R)",6.04,La Liga,2022-2023
"555Jordan AmaviGetafe, 30, D(L),M(L)",6.03,La Liga,2022-2023
"556Matt DohertyAtletico, 33, D(CLR),M(LR)",6.03,La Liga,2022-2023
"557Juanjo NarváezReal Valladolid, 30, Forward",6.03,La Liga,2022-2023
"558Ángel AlarcónBarcelona, 20, Midfielder",6.03,La Liga,2022-2023
"559Randy NtekaRayo Vallecano, 27, AM(C),FW",6.03,La Liga,2022-2023
"560Jon KarrikaburuReal Sociedad, 22, Forward",6.02,La Liga,2022-2023
"561CasemiroReal Madrid, 32, D(C),DMC",6.02,La Liga,2022-2023
"562Maxi GómezValencia, 28, FW",6.02,La Liga,2022-2023
"563Pablo MuñozRayo Vallecano, 21, Midfielder",6.02,La Liga,2022-2023
"564Sergio ArribasReal Madrid, 23, AM(CR)",6.02,La Liga,2022-2023
"565Domingos QuinaElche, 25, M(CLR)",6.01,La Liga,2022-2023
"566Rubén QuintanillaMallorca, 22, Midfielder",6.01,La Liga,2022-2023
"567Unai VencedorAthletic Club, 24, DMC",6.01,La Liga,2022-2023
"568Youba DiarraCadiz, 26, Midfielder",6.01,La Liga,2022-2023
"569Fran PérezValencia, 22, AM(R)",6.01,La Liga,2022-2023
"570Álex RevueltaGetafe, 24, Defender",6.0,La Liga,2022-2023
"571Arnau TenasBarcelona, 23, GK",6.0,La Liga,2022-2023
"572Chadi RiadBarcelona, 21, D(C)",6.0,La Liga,2022-2023
"573Diego MéndezRayo Vallecano, 21, Midfielder",6.0,La Liga,2022-2023
"574Esteban SaveljichRayo Vallecano, 33, D(C)",6.0,La Liga,2022-2023
"575Pedro OrtizSevilla, 24, DMC",6.0,La Liga,2022-2023
"576Mario HernándezRayo Vallecano, 26, D(R)",6.0,La Liga,2022-2023
"577Alberto del MoralVillarreal, 24, Midfielder",5.99,La Liga,2022-2023
"578Marko MilovanovicAlmeria, 21, Forward",5.99,La Liga,2022-2023
"579Awer MabilCadiz, 29, AM(LR),FW",5.99,La Liga,2022-2023
"580Antonio GomisAtletico, 21, Goalkeeper",5.98,La Liga,2022-2023
"581Tunde AkinsolaReal Valladolid, 21, AM(L)",5.98,La Liga,2022-2023
"582Mario SuárezRayo Vallecano, 37, D(C),M(C)",5.97,La Liga,2022-2023
"583Pol LozanoEspanyol, 25, DMC",5.97,La Liga,2022-2023
"584Fer NiñoVillarreal, 24, FW",5.96,La Liga,2022-2023
"585Alejandro AlfaroElche, 22, Midfielder",5.95,La Liga,2022-2023
"586Javier PastoreElche, 35, AM(CLR)",5.94,La Liga,2022-2023
"587Iván RomeroSevilla, 23, Forward",5.92,La Liga,2022-2023
"588Roger MartínezEspanyol, 20, Midfielder",5.91,La Liga,2022-2023
"589Carlos ÁlvarezSevilla, 21, Midfielder",5.89,La Liga,2022-2023
"590Pape CheikhElche, 27, DMC",5.88,La Liga,2022-2023
"591Sekou GassamaReal Valladolid, 29, Forward",5.85,La Liga,2022-2023
"592Diego HormigoSevilla, 21, Defender",5.84,La Liga,2022-2023
"593Tomás AlarcónCadiz, 26, DMC",5.82,La Liga,2022-2023
"594Álvaro GiménezCadiz, 33, FW",5.82,La Liga,2022-2023
"595Joan GarcíaEspanyol, 23, GK",5.73,La Liga,2022-2023
"596Jorge HerrandoOsasuna, 23, D(C)",5.65,La Liga,2022-2023
"597Diego LópezRayo Vallecano, 43, GK",5.27,La Liga,2022-2023
"1Salvatore SiriguFiorentina, 38, GK",7.63,Serie A,2022-2023
"2Victor OsimhenNapoli, 26, FW",7.45,Serie A,2022-2023
"3Khvicha KvaratskheliaNapoli, 24, AM(CLR),FW",7.43,Serie A,2022-2023
"4Francesco BardiBologna, 33, GK",7.36,Serie A,2022-2023
"5Sergej Milinkovic-SavicLazio, 29, AM(C)",7.24,Serie A,2022-2023
"6Paulo DybalaRoma, 31, AM(CR),FW",7.2,Serie A,2022-2023
"7Rafael LeãoAC Milan, 25, AM(CL),FW",7.19,Serie A,2022-2023
"8Lautaro MartínezInter, 27, FW",7.18,Serie A,2022-2023
"9Mattia ZaccagniLazio, 29, AM(CL),FW",7.16,Serie A,2022-2023
"10Domenico BerardiSassuolo, 30, AM(R),FW",7.15,Serie A,2022-2023
"11Armand LaurientéSassuolo, 26, AM(LR),FW",7.11,Serie A,2022-2023
"12Adrien RabiotJuventus, 29, M(CL)",7.11,Serie A,2022-2023
"13Teun KoopmeinersAtalanta, 26, D(C),M(C)",7.11,Serie A,2022-2023
"14Felipe AndersonLazio, 31, M(CLR),FW",7.09,Serie A,2022-2023
"15Lorenzo PellegriniRoma, 28, M(CL)",7.09,Serie A,2022-2023
"16Mário RuiNapoli, 33, D(L),M(L)",7.09,Serie A,2022-2023
"17Lucas Martínez QuartaFiorentina, 28, D(C)",7.08,Serie A,2022-2023
"18Hakan ÇalhanogluInter, 31, M(CLR),FW",7.07,Serie A,2022-2023
"19Min-Jae KimNapoli, 28, D(C)",7.07,Serie A,2022-2023
"20Gerard DeulofeuUdinese, 30, AM(CLR),FW",7.06,Serie A,2022-2023
"21Giovanni Di LorenzoNapoli, 31, D(CLR),M(R)",7.04,Serie A,2022-2023
"22DaniloJuventus, 33, D(CLR),DMC",7.04,Serie A,2022-2023
"23Frank AnguissaNapoli, 29, M(C)",7.03,Serie A,2022-2023
"24Simone PerilliVerona, 30, Goalkeeper",7.0,Serie A,2022-2023
"25Carlos AugustoMonza, 26, D(CL),M(L)",6.99,Serie A,2022-2023
"26Luis AlbertoLazio, 32, AM(CL),FW",6.98,Serie A,2022-2023
"27Stefan PoschBologna, 27, D(CR)",6.96,Serie A,2022-2023
"28Romelu LukakuInter, 31, AM(R),FW",6.96,Serie A,2022-2023
"29Ismaël BennacerAC Milan, 27, M(C)",6.96,Serie A,2022-2023
"30Martin TurkSampdoria, 21, Goalkeeper",6.96,Serie A,2022-2023
"31Nicolò BarellaInter, 28, AM(C)",6.94,Serie A,2022-2023
"32Armando IzzoMonza, 32, D(C)",6.93,Serie A,2022-2023
"33Piotr ZielinskiNapoli, 30, M(CLR)",6.93,Serie A,2022-2023
"34Fabiano ParisiEmpoli, 24, D(LR)",6.93,Serie A,2022-2023
"35Cristiano BiraghiFiorentina, 32, D(CL),M(L)",6.92,Serie A,2022-2023
"36BremerJuventus, 27, D(C)",6.92,Serie A,2022-2023
"37Nicolás DomínguezBologna, 26, M(CLR)",6.91,Serie A,2022-2023
"38Chris SmallingRoma, 35, D(CR)",6.91,Serie A,2022-2023
"39Pierluigi GolliniFiorentina, 29, GK",6.91,Serie A,2022-2023
"40Sandro TonaliAC Milan, 24, DMC",6.91,Serie A,2022-2023
"41Ademola LookmanAtalanta, 27, AM(CLR),FW",6.91,Serie A,2022-2023
