Player Name,Rating,League,Season
"115Ansgar KnauffEintracht Frankfurt, 23, M(CLR)",6.76,Bundesliga,2021-2022
"116Iago BorduchiAugsburg, 27, D(L),M(L)",6.75,Bundesliga,2021-2022
"117Robin KnocheUnion Berlin, 32, D(C)",6.75,Bundesliga,2021-2022
"118Marvin PlattenhardtHertha Berlin, 33, D(L),M(L)",6.75,Bundesliga,2021-2022
"119Nordi MukieleRB Leipzig, 27, D(CR),M(R)",6.75,Bundesliga,2021-2022
"120TutaEintracht Frankfurt, 25, D(C),DMC",6.75,Bundesliga,2021-2022
"121Grischa PrömelUnion Berlin, 30, M(C)",6.75,Bundesliga,2021-2022
"122Yann SommerBorussia M.Gladbach, 36, GK",6.75,Bundesliga,2021-2022
"123André SilvaRB Leipzig, 29, FW",6.74,Bundesliga,2021-2022
"124Niklas DorschAugsburg, 27, M(C)",6.74,Bundesliga,2021-2022
"125Manuel NeuerBayern, 38, GK",6.74,Bundesliga,2021-2022
"126Stefan BellMainz, 33, D(CR)",6.74,Bundesliga,2021-2022
"127Thorgan HazardBorussia Dortmund, 31, M(CLR),FW",6.73,Bundesliga,2021-2022
"128Atakan KarazorStuttgart, 28, D(C),DMC",6.73,Bundesliga,2021-2022
"129Josuha GuilavoguiWolfsburg, 34, D(C),M(C)",6.73,Bundesliga,2021-2022
"130Joakim NilssonArminia Bielefeld, 31, D(C)",6.73,Bundesliga,2021-2022
"131John Anthony BrooksWolfsburg, 32, D(C)",6.73,Bundesliga,2021-2022
"132Stefan OrtegaArminia Bielefeld, 32, GK",6.73,Bundesliga,2021-2022
"133Jordan TorunarighaHertha Berlin, 27, D(CL)",6.72,Bundesliga,2021-2022
"134Giovanni ReynaBorussia Dortmund, 22, AM(CLR)",6.72,Bundesliga,2021-2022
"135Cristian GamboaBochum, 35, D(R),M(R)",6.72,Bundesliga,2021-2022
"136Moussa NiakhatéMainz, 28, D(CL)",6.72,Bundesliga,2021-2022
"137Corentin TolissoBayern, 30, D(R),M(CR)",6.72,Bundesliga,2021-2022
"138Dani OlmoRB Leipzig, 26, AM(CLR),FW",6.71,Bundesliga,2021-2022
"139Mark FlekkenFreiburg, 31, GK",6.71,Bundesliga,2021-2022
"140Manuel AkanjiBorussia Dortmund, 29, D(CLR),DMC",6.71,Bundesliga,2021-2022
"141Xaver SchlagerWolfsburg, 27, M(C)",6.71,Bundesliga,2021-2022
"142PaulinhoLeverkusen, 24, AM(CLR),FW",6.71,Bundesliga,2021-2022
"143Jordan BeyerBorussia M.Gladbach, 24, D(CR)",6.71,Bundesliga,2021-2022
"144Timo BaumgartlUnion Berlin, 28, D(C)",6.71,Bundesliga,2021-2022
"145Philipp KlementStuttgart, 32, M(C)",6.7,Bundesliga,2021-2022
"146Koen CasteelsWolfsburg, 32, GK",6.7,Bundesliga,2021-2022
"147Marvin FriedrichUnion Berlin, 29, D(C)",6.7,Bundesliga,2021-2022
"148Suat SerdarHertha Berlin, 27, M(CLR)",6.7,Bundesliga,2021-2022
"149Jeffrey GouweleeuwAugsburg, 33, D(C)",6.7,Bundesliga,2021-2022
"150Ihlas BebouHoffenheim, 30, M(CLR),FW",6.69,Bundesliga,2021-2022
"151Lukas KlostermannRB Leipzig, 28, D(CLR),M(R)",6.69,Bundesliga,2021-2022
"152Piero HincapiéLeverkusen, 23, D(CL),M(L)",6.69,Bundesliga,2021-2022
"153Benjamin HenrichsRB Leipzig, 27, D(LR),DMC,M(LR)",6.69,Bundesliga,2021-2022
"154Niko GießelmannUnion Berlin, 33, D(CL),M(L)",6.69,Bundesliga,2021-2022
"155Diadié SamassékouHoffenheim, 29, DMC",6.68,Bundesliga,2021-2022
"156Waldemar AntonStuttgart, 28, D(CR),DMC",6.68,Bundesliga,2021-2022
"157Rani KhediraUnion Berlin, 31, D(C),DMC",6.68,Bundesliga,2021-2022
"158Matheus CunhaHertha Berlin, 25, AM(CL),FW",6.68,Bundesliga,2021-2022
"159Gregor KobelBorussia Dortmund, 27, GK",6.68,Bundesliga,2021-2022
"160Djibril SowEintracht Frankfurt, 28, M(C)",6.67,Bundesliga,2021-2022
"161Kevin TrappEintracht Frankfurt, 34, GK",6.67,Bundesliga,2021-2022
"162Marc KempfStuttgart, 30, D(C)",6.67,Bundesliga,2021-2022
"163Konrad LaimerRB Leipzig, 27, D(R),M(CR)",6.67,Bundesliga,2021-2022
"164Charles AránguizLeverkusen, 35, M(C)",6.67,Bundesliga,2021-2022
"165Santiago AscacíbarHertha Berlin, 27, DMC",6.66,Bundesliga,2021-2022
"166Chris RichardsHoffenheim, 24, D(C),DMC",6.66,Bundesliga,2021-2022
"167Lukas NmechaWolfsburg, 26, AM(CR),FW",6.66,Bundesliga,2021-2022
"168Sebastian PolterBochum, 33, AM(R),FW",6.66,Bundesliga,2021-2022
"169Georginio RutterHoffenheim, 22, AM(CR),FW",6.66,Bundesliga,2021-2022
"170Oliver BaumannHoffenheim, 34, GK",6.66,Bundesliga,2021-2022
"171Gerrit HoltmannBochum, 29, D(L),M(LR)",6.65,Bundesliga,2021-2022
"172Jae-Sung LeeMainz, 32, AM(CLR),FW",6.65,Bundesliga,2021-2022
"173Mitchel BakkerLeverkusen, 24, D(L),M(L)",6.65,Bundesliga,2021-2022
"174Lars StindlBorussia M.Gladbach, 36, M(CLR),FW",6.64,Bundesliga,2021-2022
"175Hiroki ItoStuttgart, 25, D(CL)",6.64,Bundesliga,2021-2022
"176Kevin MbabuWolfsburg, 29, D(R),M(R)",6.64,Bundesliga,2021-2022
"177Stevan JoveticHertha Berlin, 35, AM(CL),FW",6.64,Bundesliga,2021-2022
"178Robin ZentnerMainz, 30, GK",6.64,Bundesliga,2021-2022
"179Max ChristiansenGreuther Fuerth, 28, DMC",6.63,Bundesliga,2021-2022
"180Vasilios LampropoulosBochum, 34, D(C)",6.63,Bundesliga,2021-2022
"181Bastian OczipkaUnion Berlin, 36, D(CL),M(L)",6.63,Bundesliga,2021-2022
"182Daichi KamadaEintracht Frankfurt, 28, AM(CLR),FW",6.63,Bundesliga,2021-2022
"183Axel WitselBorussia Dortmund, 36, D(C),M(C)",6.62,Bundesliga,2021-2022
"184Erhan MasovicBochum, 26, D(C),DMC",6.62,Bundesliga,2021-2022
"185Marc KempfHertha Berlin, 30, D(C)",6.61,Bundesliga,2021-2022
"186Christoph BaumgartnerHoffenheim, 25, AM(CLR),FW",6.61,Bundesliga,2021-2022
"187André HahnAugsburg, 34, AM(CLR),FW",6.61,Bundesliga,2021-2022
"188Tiago TomásStuttgart, 22, AM(CLR),FW",6.61,Bundesliga,2021-2022
"189Exequiel PalaciosLeverkusen, 26, M(C)",6.61,Bundesliga,2021-2022
"190Maximilian EggesteinFreiburg, 28, M(CR)",6.6,Bundesliga,2021-2022
"191Dennis GeigerHoffenheim, 26, M(C)",6.6,Bundesliga,2021-2022
"192Amine AdliLeverkusen, 24, AM(CLR),FW",6.6,Bundesliga,2021-2022
"193Maxim LeitschBochum, 26, D(C)",6.6,Bundesliga,2021-2022
"194Frederik RønnowUnion Berlin, 32, GK",6.6,Bundesliga,2021-2022
"195Paulo OtávioWolfsburg, 30, D(L),M(L)",6.6,Bundesliga,2021-2022
"196Eduard LöwenBochum, 28, D(C),M(C)",6.6,Bundesliga,2021-2022
"197Simon ZollerBochum, 33, AM(LR),FW",6.6,Bundesliga,2021-2022
"198Leandro BarreiroMainz, 25, DMC",6.6,Bundesliga,2021-2022
"199Genki HaraguchiUnion Berlin, 33, M(CLR)",6.6,Bundesliga,2021-2022
"200Martin HintereggerEintracht Frankfurt, 32, D(C)",6.6,Bundesliga,2021-2022
"201Josip StanisicBayern, 24, D(CR),M(R)",6.59,Bundesliga,2021-2022
"202Frederik WintherAugsburg, 24, D(C)",6.59,Bundesliga,2021-2022
"203Konstantinos StafylidisBochum, 31, D(CLR),DMC,M(L)",6.59,Bundesliga,2021-2022
"204Sebastiaan BornauwWolfsburg, 25, D(C)",6.59,Bundesliga,2021-2022
"205Dejan LjubicicFC Koln, 27, M(CLR)",6.59,Bundesliga,2021-2022
"206Michaël CuisanceBayern, 25, M(CR)",6.59,Bundesliga,2021-2022
"207Niklas StarkHertha Berlin, 29, D(C),DMC",6.59,Bundesliga,2021-2022
"208Emil ForsbergRB Leipzig, 33, AM(CLR),FW",6.58,Bundesliga,2021-2022
"209Jessic NgankamGreuther Fuerth, 24, FW",6.58,Bundesliga,2021-2022
"210Yannick GerhardtWolfsburg, 30, D(L),M(CL)",6.58,Bundesliga,2021-2022
"211Kevin KamplRB Leipzig, 34, M(CLR)",6.58,Bundesliga,2021-2022
"212Pavel KaderábekHoffenheim, 32, D(R),M(LR)",6.58,Bundesliga,2021-2022
"213Kevin SchadeFreiburg, 23, AM(LR),FW",6.58,Bundesliga,2021-2022
"214Benno SchmitzFC Koln, 30, D(CLR)",6.58,Bundesliga,2021-2022
"215Dominik KohrMainz, 31, D(C),DMC",6.58,Bundesliga,2021-2022
"216Péter GulácsiRB Leipzig, 34, GK",6.58,Bundesliga,2021-2022
"217Fabian BredlowStuttgart, 29, GK",6.58,Bundesliga,2021-2022
"218Makoto HasebeEintracht Frankfurt, 41, D(CR),M(CR)",6.57,Bundesliga,2021-2022
"219Arne MaierAugsburg, 26, M(CR)",6.57,Bundesliga,2021-2022
"220Branimir HrgotaGreuther Fuerth, 32, AM(CLR),FW",6.57,Bundesliga,2021-2022
"221Fabian KlosArminia Bielefeld, 37, FW",6.57,Bundesliga,2021-2022
"222Erik DurmEintracht Frankfurt, 32, D(LR),M(LR)",6.57,Bundesliga,2021-2022
"223Stefan PoschHoffenheim, 27, D(CR)",6.57,Bundesliga,2021-2022
"224Armel Bella-KotchapBochum, 23, D(C)",6.56,Bundesliga,2021-2022
"225Ishak BelfodilHertha Berlin, 33, AM(LR),FW",6.56,Bundesliga,2021-2022
"226Timo HornFC Koln, 31, GK",6.56,Bundesliga,2021-2022
"227Nico ElvediBorussia M.Gladbach, 28, D(CLR)",6.55,Bundesliga,2021-2022
"228Vladimír DaridaHertha Berlin, 34, M(CLR),FW",6.55,Bundesliga,2021-2022
"229Luca KilianFC Koln, 25, D(C)",6.55,Bundesliga,2021-2022
"230Marco MeyerhöferGreuther Fuerth, 29, D(CR),M(LR)",6.55,Bundesliga,2021-2022
"231Odilon KossounouLeverkusen, 24, D(CR)",6.55,Bundesliga,2021-2022
"232Yussuf PoulsenRB Leipzig, 30, AM(CR),FW",6.55,Bundesliga,2021-2022
"233Mu'nas DabburHoffenheim, 32, AM(C),FW",6.54,Bundesliga,2021-2022
"234Jean-Paul BoëtiusMainz, 30, AM(CL),FW",6.54,Bundesliga,2021-2022
"235Hamadi Al GhaddiouiStuttgart, 34, FW",6.54,Bundesliga,2021-2022
"236Andreas LindeGreuther Fuerth, 31, GK",6.54,Bundesliga,2021-2022
"237Rafal GikiewiczAugsburg, 37, GK",6.54,Bundesliga,2021-2022
"238Rafael CzichosFC Koln, 34, D(C)",6.54,Bundesliga,2021-2022
"239Marcus ThuramBorussia M.Gladbach, 27, AM(L),FW",6.54,Bundesliga,2021-2022
"240Alessandro SchöpfArminia Bielefeld, 31, M(CLR)",6.54,Bundesliga,2021-2022
"241Omar RichardsBayern, 27, D(L),M(L)",6.54,Bundesliga,2021-2022
"242Orel MangalaStuttgart, 26, M(C)",6.53,Bundesliga,2021-2022
"243Andrés AndradeArminia Bielefeld, 26, D(CL)",6.53,Bundesliga,2021-2022
"244Roland SallaiFreiburg, 27, M(CLR),FW",6.53,Bundesliga,2021-2022
"245Timothy TillmanGreuther Fuerth, 26, AM(C)",6.53,Bundesliga,2021-2022
"246Sardar AzmounLeverkusen, 30, AM(C),FW",6.53,Bundesliga,2021-2022
"247Masaya OkugawaArminia Bielefeld, 28, AM(CLR),FW",6.52,Bundesliga,2021-2022
"248Tanguy NianzouBayern, 22, D(C)",6.52,Bundesliga,2021-2022
"249Dedryck BoyataHertha Berlin, 34, D(C)",6.52,Bundesliga,2021-2022
"250Julian RyersonUnion Berlin, 27, D(CLR),M(CLR)",6.52,Bundesliga,2021-2022
"251Micky van de VenWolfsburg, 23, D(CL)",6.52,Bundesliga,2021-2022
"252Kingsley EhizibueFC Koln, 29, D(R),M(R)",6.52,Bundesliga,2021-2022
"253Marc RocaBayern, 28, D(C),DMC",6.51,Bundesliga,2021-2022
"254Milos PantovicBochum, 28, AM(CLR)",6.51,Bundesliga,2021-2022
"255Christopher LenzEintracht Frankfurt, 30, D(L),M(L)",6.51,Bundesliga,2021-2022
"256Dan-Axel ZagadouBorussia Dortmund, 25, D(CL)",6.51,Bundesliga,2021-2022
"257Aster VranckxWolfsburg, 22, M(C)",6.51,Bundesliga,2021-2022
"258Wooyeong JeongFreiburg, 25, AM(CR),FW",6.51,Bundesliga,2021-2022
"259Jérôme RoussillonWolfsburg, 32, D(L),M(L)",6.5,Bundesliga,2021-2022
"260Marco RichterHertha Berlin, 27, M(CLR),FW",6.5,Bundesliga,2021-2022
"261Nico SchulzBorussia Dortmund, 31, D(L),M(L)",6.5,Bundesliga,2021-2022
"262Michael EsserBochum, 37, GK",6.49,Bundesliga,2021-2022
"263Pavao PervanWolfsburg, 37, GK",6.49,Bundesliga,2021-2022
"264Marvin FriedrichBorussia M.Gladbach, 29, D(C)",6.49,Bundesliga,2021-2022
"265Ondrej DudaFC Koln, 30, M(C),FW",6.49,Bundesliga,2021-2022
"266Eric Choupo-MotingBayern, 35, M(CLR),FW",6.49,Bundesliga,2021-2022
"267Pascal StenzelStuttgart, 28, D(CR),M(R)",6.49,Bundesliga,2021-2022
"268Lucas TousartHertha Berlin, 27, DMC",6.49,Bundesliga,2021-2022
"269Angelo StillerHoffenheim, 23, DMC",6.48,Bundesliga,2021-2022
"270Dodi LukébakioWolfsburg, 27, AM(CLR),FW",6.48,Bundesliga,2021-2022
"271Danny BlumBochum, 34, AM(LR),FW",6.48,Bundesliga,2021-2022
"272Alfred FinnbogasonAugsburg, 36, FW",6.48,Bundesliga,2021-2022
"273Joe ScallyBorussia M.Gladbach, 22, D(CLR),M(LR)",6.48,Bundesliga,2021-2022
"274Rubén VargasAugsburg, 26, AM(CLR),FW",6.48,Bundesliga,2021-2022
"275Jonathan SchmidFreiburg, 34, D(R),M(CLR)",6.47,Bundesliga,2021-2022
"276Kevin AkpogumaHoffenheim, 29, D(CR),M(R)",6.47,Bundesliga,2021-2022
"277Delano BurgzorgMainz, 26, AM(L),FW",6.47,Bundesliga,2021-2022
"278Anderson LucoquiMainz, 27, D(L),M(L)",6.46,Bundesliga,2021-2022
"279Bouna SarrBayern, 33, D(R),M(CLR)",6.46,Bundesliga,2021-2022
"280Andreas LutheUnion Berlin, 37, GK",6.45,Bundesliga,2021-2022
"281Marius WolfBorussia Dortmund, 29, D(R),M(CLR)",6.45,Bundesliga,2021-2022
"282Takuma AsanoBochum, 30, AM(CLR),FW",6.45,Bundesliga,2021-2022
"283Jacob LaursenArminia Bielefeld, 30, D(L),M(L)",6.45,Bundesliga,2021-2022
"284Manuel PrietlArminia Bielefeld, 33, M(C)",6.45,Bundesliga,2021-2022
"285Jan ThielmannFC Koln, 22, D(R),M(CLR),FW",6.45,Bundesliga,2021-2022
"286Peter PekaríkHertha Berlin, 38, D(LR),M(R)",6.44,Bundesliga,2021-2022
"287Gian-Luca ItterGreuther Fuerth, 26, D(CL),M(L)",6.44,Bundesliga,2021-2022
"288Sebastian VasiliadisArminia Bielefeld, 27, M(C)",6.44,Bundesliga,2021-2022
"289Steffen TiggesBorussia Dortmund, 26, FW",6.43,Bundesliga,2021-2022
"290Jamie LewelingGreuther Fuerth, 23, M(CLR),FW",6.43,Bundesliga,2021-2022
"291Luca NetzBorussia M.Gladbach, 21, D(L),M(L)",6.43,Bundesliga,2021-2022
"292Kristijan JakicEintracht Frankfurt, 27, D(CR),DMC,M(R)",6.43,Bundesliga,2021-2022
"293Elvis RexhbeçajBochum, 27, M(C)",6.43,Bundesliga,2021-2022
"294Jürgen LocadiaBochum, 31, AM(LR),FW",6.43,Bundesliga,2021-2022
"295Florian NiederlechnerAugsburg, 34, AM(CR),FW",6.43,Bundesliga,2021-2022
"296Alexander SchwolowHertha Berlin, 32, GK",6.43,Bundesliga,2021-2022
"297Sebastian RodeEintracht Frankfurt, 34, D(R),M(C)",6.42,Bundesliga,2021-2022
"298Clinton MolaStuttgart, 23, D(CLR)",6.42,Bundesliga,2021-2022
"299Hannes WolfBorussia M.Gladbach, 25, M(CLR)",6.42,Bundesliga,2021-2022
"300Aymen BarkokEintracht Frankfurt, 26, M(CR)",6.42,Bundesliga,2021-2022
"301Nils PetersenFreiburg, 36, FW",6.42,Bundesliga,2021-2022
"302Sebastian GriesbeckGreuther Fuerth, 34, D(C),DMC",6.42,Bundesliga,2021-2022
"303Tyler AdamsRB Leipzig, 26, D(R),M(CR)",6.41,Bundesliga,2021-2022
"304Stefan LainerBorussia M.Gladbach, 32, D(R),M(R)",6.41,Bundesliga,2021-2022
"305Jorge MeréFC Koln, 27, D(C)",6.41,Bundesliga,2021-2022
"306Manuel GuldeFreiburg, 34, D(C)",6.41,Bundesliga,2021-2022
"307Philipp FörsterStuttgart, 30, M(CLR),FW",6.41,Bundesliga,2021-2022
"308Lucas AlarioLeverkusen, 32, FW",6.4,Bundesliga,2021-2022
"309Fabian KunzeArminia Bielefeld, 26, DMC",6.4,Bundesliga,2021-2022
"310Maximilian PhilippWolfsburg, 30, AM(CLR),FW",6.4,Bundesliga,2021-2022
"311Paul SeguinGreuther Fuerth, 29, D(R),DMC",6.4,Bundesliga,2021-2022
"312Florian MüllerStuttgart, 27, GK",6.4,Bundesliga,2021-2022
"313Philipp PentkeHoffenheim, 39, GK",6.4,Bundesliga,2021-2022
"314Mads PedersenAugsburg, 28, D(LR),M(CL)",6.4,Bundesliga,2021-2022
"315Renato SteffenWolfsburg, 33, M(CLR)",6.39,Bundesliga,2021-2022
"316Nick ViergeverGreuther Fuerth, 35, D(CL),DMC",6.39,Bundesliga,2021-2022
"317Robert GumnyAugsburg, 26, D(CLR),M(R)",6.39,Bundesliga,2021-2022
"318Herbert BockhornBochum, 30, D(LR),M(LR)",6.39,Bundesliga,2021-2022
"319Felix PasslackBorussia Dortmund, 26, D(LR),M(CR)",6.39,Bundesliga,2021-2022
"320Marin PongracicBorussia Dortmund, 27, D(C)",6.39,Bundesliga,2021-2022
"321Sascha BurchertGreuther Fuerth, 35, GK",6.38,Bundesliga,2021-2022
"322Dominique HeintzUnion Berlin, 31, D(CL)",6.38,Bundesliga,2021-2022
"323Sebastian AnderssonFC Koln, 33, FW",6.38,Bundesliga,2021-2022
"324Patrick HerrmannBorussia M.Gladbach, 34, M(LR),FW",6.38,Bundesliga,2021-2022
"325Marcel SabitzerBayern, 30, M(CLR),FW",6.38,Bundesliga,2021-2022
"326Justin HoogmaGreuther Fuerth, 26, D(C)",6.38,Bundesliga,2021-2022
"327Jeremy DudziakGreuther Fuerth, 29, D(LR),M(CL)",6.38,Bundesliga,2021-2022
"328Edimilson FernandesArminia Bielefeld, 28, D(CR),M(CR)",6.38,Bundesliga,2021-2022
"329Dodi LukébakioHertha Berlin, 27, AM(CLR),FW",6.37,Bundesliga,2021-2022
"330Roberto MassimoStuttgart, 24, M(CLR)",6.37,Bundesliga,2021-2022
"331Jeff ChabotFC Koln, 27, D(C)",6.37,Bundesliga,2021-2022
"332Ajdin HrusticEintracht Frankfurt, 28, M(CLR)",6.37,Bundesliga,2021-2022
"333Andreas VoglsammerUnion Berlin, 33, AM(CLR),FW",6.37,Bundesliga,2021-2022
"334Tobias StroblAugsburg, 34, D(CR),DMC",6.37,Bundesliga,2021-2022
"335Hans Nunoo SarpeiGreuther Fuerth, 26, D(C),DMC",6.36,Bundesliga,2021-2022
"336Timothy ChandlerEintracht Frankfurt, 34, D(R),M(LR)",6.36,Bundesliga,2021-2022
"337Marcus IngvartsenMainz, 29, AM(CR),FW",6.36,Bundesliga,2021-2022
"338Mike van der HoornArminia Bielefeld, 32, D(C)",6.36,Bundesliga,2021-2022
"339Sebastian RudyHoffenheim, 34, D(R),M(CR)",6.36,Bundesliga,2021-2022
"340Marcel LotkaHertha Berlin, 23, GK",6.36,Bundesliga,2021-2022
"341Jetro WillemsGreuther Fuerth, 30, D(L),DMC,M(L)",6.36,Bundesliga,2021-2022
"342Sven MichelUnion Berlin, 34, AM(CL),FW",6.35,Bundesliga,2021-2022
"343Kevin BehrensUnion Berlin, 34, FW",6.35,Bundesliga,2021-2022
"344Patrick OsterhageBochum, 25, DMC",6.34,Bundesliga,2021-2022
"345András SchäferUnion Berlin, 25, M(C)",6.34,Bundesliga,2021-2022
"346Dominique HeintzFreiburg, 31, D(CL)",6.34,Bundesliga,2021-2022
"347Marcus IngvartsenUnion Berlin, 29, AM(CR),FW",6.34,Bundesliga,2021-2022
"348Márton DárdaiHertha Berlin, 23, D(C),DMC",6.34,Bundesliga,2021-2022
"349Davie SelkeHertha Berlin, 30, FW",6.34,Bundesliga,2021-2022
"350Bryan LasmeArminia Bielefeld, 26, AM(R),FW",6.33,Bundesliga,2021-2022
"351Havard NielsenGreuther Fuerth, 31, AM(CLR),FW",6.33,Bundesliga,2021-2022
"352Marwin HitzBorussia Dortmund, 37, GK",6.33,Bundesliga,2021-2022
"353Jannes HornFC Koln, 28, D(CL),M(L)",6.33,Bundesliga,2021-2022
"354Keven SchlotterbeckFreiburg, 27, D(C)",6.33,Bundesliga,2021-2022
"355Janni SerraArminia Bielefeld, 26, FW",6.33,Bundesliga,2021-2022
"356Jens Petter HaugeEintracht Frankfurt, 25, AM(CLR)",6.33,Bundesliga,2021-2022
"357Kevin VogtHoffenheim, 33, D(CR),M(C)",6.33,Bundesliga,2021-2022
"358Marco JohnHoffenheim, 22, D(L),M(L)",6.33,Bundesliga,2021-2022
"359Gonçalo PaciênciaEintracht Frankfurt, 30, FW",6.31,Bundesliga,2021-2022
"360Danny da CostaEintracht Frankfurt, 31, D(CR),M(R)",6.31,Bundesliga,2021-2022
"361Christoph KramerBorussia M.Gladbach, 33, M(C)",6.31,Bundesliga,2021-2022
"362Tobias RaschlGreuther Fuerth, 24, M(C)",6.3,Bundesliga,2021-2022
"363Kevin StögerMainz, 31, M(CL)",6.3,Bundesliga,2021-2022
"364Cedric IttenGreuther Fuerth, 28, FW",6.3,Bundesliga,2021-2022
"365Janik HabererFreiburg, 30, M(CLR),FW",6.3,Bundesliga,2021-2022
"366Ermedin DemirovicFreiburg, 26, AM(CL),FW",6.3,Bundesliga,2021-2022
"367Wahid FaghirStuttgart, 21, Forward",6.3,Bundesliga,2021-2022
"368Linus GechterHertha Berlin, 20, D(C)",6.3,Bundesliga,2021-2022
"369Malik TillmanBayern, 22, AM(CLR)",6.3,Bundesliga,2021-2022
"370Mijat GacinovicHoffenheim, 30, M(CLR)",6.3,Bundesliga,2021-2022
"371Raphael FrambergerAugsburg, 29, D(R),M(R)",6.29,Bundesliga,2021-2022
"372Daley SinkgravenLeverkusen, 29, D(L),M(CL)",6.29,Bundesliga,2021-2022
"373Louis SchaubFC Koln, 30, AM(CR)",6.29,Bundesliga,2021-2022
"374Fredrik JensenAugsburg, 27, AM(CLR),FW",6.29,Bundesliga,2021-2022
"375Daniel DidaviStuttgart, 34, AM(CR),FW",6.29,Bundesliga,2021-2022
"376Håvard NordtveitHoffenheim, 34, D(CR),DMC",6.29,Bundesliga,2021-2022
"377Andi ZeqiriAugsburg, 25, FW",6.29,Bundesliga,2021-2022
"378Krzysztof PiatekHertha Berlin, 29, FW",6.29,Bundesliga,2021-2022
"379Almamy TouréEintracht Frankfurt, 28, D(CR),M(R)",6.28,Bundesliga,2021-2022
"380Mateo KlimowiczStuttgart, 24, AM(C),FW",6.28,Bundesliga,2021-2022
"381Maximilian BauerGreuther Fuerth, 25, D(C)",6.28,Bundesliga,2021-2022
"382Jacob Bruun LarsenHoffenheim, 26, AM(CLR),FW",6.28,Bundesliga,2021-2022
"383Tanguy CoulibalyStuttgart, 24, M(CLR),FW",6.27,Bundesliga,2021-2022
"384Felix UduokhaiAugsburg, 27, D(C)",6.27,Bundesliga,2021-2022
"385Deyovaisio ZeefuikHertha Berlin, 26, D(LR),M(R)",6.27,Bundesliga,2021-2022
"386Timothy Fosu-MensahLeverkusen, 27, D(CR)",6.27,Bundesliga,2021-2022
"387Gonzalo CastroArminia Bielefeld, 37, D(L),M(CR)",6.27,Bundesliga,2021-2022
"388Niklas TauerMainz, 24, DMC",6.27,Bundesliga,2021-2022
"389Soma NovothnyBochum, 30, Forward",6.27,Bundesliga,2021-2022
"390Kevin-Prince BoatengHertha Berlin, 37, M(CLR),FW",6.26,Bundesliga,2021-2022
"391Christopher Antwi-AdjeiBochum, 31, AM(CLR)",6.26,Bundesliga,2021-2022
"392Jurgen EkkelenkampHertha Berlin, 24, M(CL)",6.26,Bundesliga,2021-2022
"393David NemethMainz, 23, D(C)",6.26,Bundesliga,2021-2022
"394Vincent VermeijFreiburg, 30, FW",6.25,Bundesliga,2021-2022
"395Robert SkovHoffenheim, 28, D(L),M(CLR)",6.25,Bundesliga,2021-2022
"396Kingsley SchindlerFC Koln, 31, D(R),M(R),FW",6.25,Bundesliga,2021-2022
"397Nadiem AmiriLeverkusen, 28, M(CLR)",6.25,Bundesliga,2021-2022
"398Sargis AdamyanHoffenheim, 31, AM(CLR),FW",6.25,Bundesliga,2021-2022
"399Hwang Hee-ChanRB Leipzig, 29, AM(CLR),FW",6.25,Bundesliga,2021-2022
"400Tim LemperleFC Koln, 23, FW",6.24,Bundesliga,2021-2022
"401Erik ThommyStuttgart, 30, M(CLR)",6.24,Bundesliga,2021-2022
"402Nikolas NarteyStuttgart, 24, DMC,M(L)",6.24,Bundesliga,2021-2022
"403Andrey LunevLeverkusen, 33, GK",6.24,Bundesliga,2021-2022
"404Lucas CopadoBayern, 21, Forward",6.24,Bundesliga,2021-2022
"405László BénesBorussia M.Gladbach, 27, M(C)",6.24,Bundesliga,2021-2022
"406Sam LammersEintracht Frankfurt, 27, AM(C),FW",6.24,Bundesliga,2021-2022
"407Tomás OstrákFC Koln, 25, M(C)",6.24,Bundesliga,2021-2022
"408Ádám SzalaiMainz, 37, FW",6.24,Bundesliga,2021-2022
"409Lukas KlünterHertha Berlin, 28, D(CR),M(R)",6.23,Bundesliga,2021-2022
"410Noah KatterbachFC Koln, 23, D(L),M(LR)",6.23,Bundesliga,2021-2022
"411Ricardo PepiAugsburg, 22, FW",6.22,Bundesliga,2021-2022
"412Myziane MaolidaHertha Berlin, 26, AM(LR),FW",6.22,Bundesliga,2021-2022
"413Cimo RöckerHertha Berlin, 31, Defender",6.22,Bundesliga,2021-2022
"414Sven UlreichBayern, 36, GK",6.22,Bundesliga,2021-2022
"415Carlos GruezoAugsburg, 29, DMC",6.22,Bundesliga,2021-2022
"416Hugo NovoaRB Leipzig, 22, Forward",6.21,Bundesliga,2021-2022
"417Noah Sarenren BazeeAugsburg, 28, AM(R)",6.21,Bundesliga,2021-2022
"418Robin HackArminia Bielefeld, 26, AM(CLR),FW",6.21,Bundesliga,2021-2022
"419Enzo MillotStuttgart, 22, M(CR)",6.21,Bundesliga,2021-2022
"420Gabriel VidovicBayern, 21, AM(L)",6.2,Bundesliga,2021-2022
"421George BelloArminia Bielefeld, 23, D(L),M(L)",6.2,Bundesliga,2021-2022
"422Iker BravoLeverkusen, 20, Forward",6.2,Bundesliga,2021-2022
"423Ragnar AcheEintracht Frankfurt, 26, FW",6.2,Bundesliga,2021-2022
"424Levin ÖztunaliUnion Berlin, 28, M(CLR)",6.2,Bundesliga,2021-2022
"425Julian BaumgartlingerLeverkusen, 37, DMC",6.19,Bundesliga,2021-2022
"426Kiliann SildilliaFreiburg, 22, D(CR),M(R)",6.19,Bundesliga,2021-2022
