Player Name,Rating,League,Season
"496Niklas PyyhtiäBologna, 21, Midfielder",6.22,Serie A,2021-2022
"497Pietro PellegriAC Milan, 23, FW",6.22,Serie A,2021-2022
"498Jean-Pierre NsameVenezia, 31, FW",6.22,Serie A,2021-2022
"499Brandon SoppyUdinese, 22, D(R),M(LR)",6.22,Serie A,2021-2022
"500Aleksandar KolarovInter, 39, D(CL),M(L)",6.22,Serie A,2021-2022
"501Filip BenkovicUdinese, 27, D(C)",6.22,Serie A,2021-2022
"502Francesco ForteVenezia, 31, Forward",6.22,Serie A,2021-2022
"503Federico SantanderBologna, 33, FW",6.21,Serie A,2021-2022
"504Suf PodgoreanuSpezia, 23, AM(LR)",6.21,Serie A,2021-2022
"505Jeroen ZoetSpezia, 34, GK",6.21,Serie A,2021-2022
"506Tanner TessmannVenezia, 23, DMC",6.21,Serie A,2021-2022
"507Felix Afena-GyanRoma, 22, FW",6.21,Serie A,2021-2022
"508Vanja Milinkovic-SavicTorino, 27, GK",6.21,Serie A,2021-2022
"509Valerio VerreSampdoria, 31, AM(CL),FW",6.2,Serie A,2021-2022
"510Nicola BagnoliniBologna, 20, Goalkeeper",6.2,Serie A,2021-2022
"511Riccardo CiervoSampdoria, 22, Forward",6.2,Serie A,2021-2022
"512SimySalernitana, 32, FW",6.2,Serie A,2021-2022
"513Martin HonglaVerona, 26, D(C),DMC",6.2,Serie A,2021-2022
"514Michael SvobodaVenezia, 26, D(C)",6.19,Serie A,2021-2022
"515Mattia ZanottiInter, 22, Defender",6.19,Serie A,2021-2022
"516Flavio BianchiGenoa, 25, Forward",6.18,Serie A,2021-2022
"517Simone PafundiUdinese, 18, Midfielder",6.18,Serie A,2021-2022
"518Matija NastasicFiorentina, 31, D(C)",6.18,Serie A,2021-2022
"519Goran PandevGenoa, 41, M(CR),FW",6.17,Serie A,2021-2022
"520Ebenezer AnnanBologna, 22, Defender",6.17,Serie A,2021-2022
"521Matteo CancellieriVerona, 23, AM(CLR),FW",6.17,Serie A,2021-2022
"522Ronaldo VieiraSampdoria, 26, DMC",6.16,Serie A,2021-2022
"523NaniVenezia, 38, M(CLR),FW",6.16,Serie A,2021-2022
"524Alassane SidibeAtalanta, 22, Midfielder",6.16,Serie A,2021-2022
"525Tommaso BaldanziEmpoli, 21, AM(CR)",6.16,Serie A,2021-2022
"526Matteo RuggeriSalernitana, 22, M(L)",6.16,Serie A,2021-2022
"527André AndersonLazio, 25, Midfielder",6.16,Serie A,2021-2022
"528Pawel JaroszynskiSalernitana, 30, D(L),M(L)",6.15,Serie A,2021-2022
"529Nicola MurruSampdoria, 30, D(L),M(L)",6.15,Serie A,2021-2022
"530Gabriele ZappaCagliari, 25, D(CR),M(R)",6.15,Serie A,2021-2022
"531HernaniGenoa, 30, M(CL)",6.15,Serie A,2021-2022
"532Luka RomeroLazio, 20, AM(R)",6.15,Serie A,2021-2022
"533Kaio JorgeJuventus, 23, FW",6.14,Serie A,2021-2022
"534Filippo TerraccianoVerona, 22, D(L),M(R)",6.14,Serie A,2021-2022
"535Panagiotis RetsosVerona, 26, D(CLR)",6.14,Serie A,2021-2022
"536Aurélien NguiambaSpezia, 26, Midfielder",6.13,Serie A,2021-2022
"537Simone ZazaTorino, 33, FW",6.13,Serie A,2021-2022
"538Pietro PellegriTorino, 23, FW",6.12,Serie A,2021-2022
"539Raúl MoroLazio, 22, AM(L)",6.12,Serie A,2021-2022
"540Edoardo BoveRoma, 22, M(CL)",6.12,Serie A,2021-2022
"541Marco BenassiEmpoli, 30, M(CR)",6.12,Serie A,2021-2022
"542Roberto PiccoliAtalanta, 24, FW",6.12,Serie A,2021-2022
"543Alessandro RussoSalernitana, 21, Midfielder",6.12,Serie A,2021-2022
"544Axel TuanzebeNapoli, 27, D(CR)",6.12,Serie A,2021-2022
"545Bryan ReynoldsRoma, 23, D(R),M(R)",6.12,Serie A,2021-2022
"546Francesco CassataGenoa, 27, M(CL)",6.12,Serie A,2021-2022
"547Giorgio CittadiniAtalanta, 22, Defender",6.12,Serie A,2021-2022
"548Julian KristoffersenSalernitana, 27, Forward",6.12,Serie A,2021-2022
"549Borja MayoralRoma, 27, AM(R),FW",6.12,Serie A,2021-2022
"550Wajdi KechridaSalernitana, 29, D(R),M(R)",6.12,Serie A,2021-2022
"551Roberto PiccoliGenoa, 24, FW",6.12,Serie A,2021-2022
"552Diego FalcinelliBologna, 33, FW",6.11,Serie A,2021-2022
"553Abdou HarrouiSassuolo, 27, M(CLR)",6.11,Serie A,2021-2022
"554Leonardo MancusoEmpoli, 32, FW",6.11,Serie A,2021-2022
"555David SchneggVenezia, 26, D(L)",6.11,Serie A,2021-2022
"556Mateusz PraszelikVerona, 24, Midfielder",6.11,Serie A,2021-2022
"557Eddie SalcedoSpezia, 23, AM(C),FW",6.1,Serie A,2021-2022
"558Sam LammersAtalanta, 27, AM(C),FW",6.1,Serie A,2021-2022
"559Nicolas ViolaBologna, 35, M(C)",6.1,Serie A,2021-2022
"560Sydney van HooijdonkBologna, 25, FW",6.1,Serie A,2021-2022
"561Gianluca FrabottaVerona, 25, D(L)",6.1,Serie A,2021-2022
"562Marco BenassiFiorentina, 30, M(CR)",6.09,Serie A,2021-2022
"563Federico PelusoSassuolo, 41, D(CL),M(L)",6.09,Serie A,2021-2022
"564Valerio VerreEmpoli, 31, AM(CL),FW",6.08,Serie A,2021-2022
"565MikaelSalernitana, 25, FW",6.08,Serie A,2021-2022
"566Andrea ContiAC Milan, 30, D(R),M(R)",6.08,Serie A,2021-2022
"567Tommaso De NipotiAtalanta, 21, Forward",6.08,Serie A,2021-2022
"568Brian OddeiSassuolo, 22, Forward",6.08,Serie A,2021-2022
"569Aaron RamseyJuventus, 34, M(CLR)",6.07,Serie A,2021-2022
"570Issa BahVenezia, 22, Forward",6.07,Serie A,2021-2022
"571Luca StangaAC Milan, 23, Defender",6.07,Serie A,2021-2022
"572Martín SatrianoInter, 23, FW",6.07,Serie A,2021-2022
"573Vedat MuriqiLazio, 30, FW",6.06,Serie A,2021-2022
"574Daniele BaselliTorino, 32, M(C)",6.05,Serie A,2021-2022
"575Francesco MagnanelliSassuolo, 40, DMC",6.05,Serie A,2021-2022
"576Stefano SabelliGenoa, 32, D(R),M(R)",6.05,Serie A,2021-2022
"577Leonardo CapezziSalernitana, 29, M(C)",6.05,Serie A,2021-2022
"578Ibrahima MbayeBologna, 30, D(LR),M(LR)",6.04,Serie A,2021-2022
"579Denis VavroLazio, 28, D(C)",6.04,Serie A,2021-2022
"580Petar ZovkoSpezia, 22, Goalkeeper",6.04,Serie A,2021-2022
"581Simone TrimboliSampdoria, 22, Midfielder",6.04,Serie A,2021-2022
"582Bjarki BjarkasonVenezia, 24, Midfielder",6.03,Serie A,2021-2022
"583Gerard YepesSampdoria, 22, Midfielder",6.03,Serie A,2021-2022
"584Valon BehramiGenoa, 39, M(C)",6.03,Serie A,2021-2022
"585Valentin MihailaAtalanta, 25, AM(L)",6.03,Serie A,2021-2022
"586Christian OlivaCagliari, 28, DMC",6.03,Serie A,2021-2022
"587Diego FariasCagliari, 34, AM(CLR),FW",6.02,Serie A,2021-2022
"588Antonio RaimondoBologna, 20, Forward",6.02,Serie A,2021-2022
"589Arnór SigurdssonVenezia, 25, AM(CLR),FW",6.02,Serie A,2021-2022
"590Nicolas GalazziVenezia, 24, Midfielder",6.02,Serie A,2021-2022
"591Fabio DepaoliSampdoria, 27, D(R),M(CLR)",6.02,Serie A,2021-2022
"592Maximilian UllmannVenezia, 28, D(L),M(L)",6.02,Serie A,2021-2022
"593Lys MoussetSalernitana, 29, FW",6.02,Serie A,2021-2022
"594Ernesto TorregrossaSampdoria, 32, FW",6.02,Serie A,2021-2022
"595Aleksander BuksaGenoa, 22, Forward",6.02,Serie A,2021-2022
"596Magnus WarmingTorino, 24, Forward",6.01,Serie A,2021-2022
"597Aleksandr KokorinFiorentina, 33, AM(CLR),FW",6.01,Serie A,2021-2022
"598Felipe CaicedoInter, 36, FW",6.0,Serie A,2021-2022
"599Damir CeterCagliari, 27, Forward",6.0,Serie A,2021-2022
"600Daniel FuzatoRoma, 27, GK",6.0,Serie A,2021-2022
"601Dimitris KeramitsisRoma, 20, Defender",6.0,Serie A,2021-2022
"602Edoardo GoldanigaSassuolo, 31, D(CR)",6.0,Serie A,2021-2022
"603Riccardo PinziUdinese, 21, Midfielder",6.0,Serie A,2021-2022
"604Edoardo VerganiSalernitana, 24, Forward",6.0,Serie A,2021-2022
"605Christos KourfalidisCagliari, 22, Midfielder",6.0,Serie A,2021-2022
"606Matías SouléJuventus, 21, AM(CR)",6.0,Serie A,2021-2022
"607Patrick LealVenezia, 21, Midfielder",5.99,Serie A,2021-2022
"608Sebastien De MaioUdinese, 37, D(C)",5.99,Serie A,2021-2022
"609Riccardo CalafioriGenoa, 22, D(CL)",5.99,Serie A,2021-2022
"610Cristiano RonaldoJuventus, 40, M(L),FW",5.98,Serie A,2021-2022
"611Giovanni SimeoneCagliari, 29, AM(R),FW",5.98,Serie A,2021-2022
"612Luca GaglianoCagliari, 24, Forward",5.98,Serie A,2021-2022
"613Filippo Delli CarriSalernitana, 25, Defender",5.97,Serie A,2021-2022
"614Filippo DistefanoFiorentina, 21, Forward",5.97,Serie A,2021-2022
"615Mario PerroneSalernitana, 22, Defender",5.97,Serie A,2021-2022
"616Samuel MrázSpezia, 27, Forward",5.94,Serie A,2021-2022
"617Emil CeïdeSassuolo, 23, Forward",5.93,Serie A,2021-2022
"618Giovanni CrociataEmpoli, 27, Midfielder",5.93,Serie A,2021-2022
"619Sebastian GiovincoSampdoria, 38, AM(C),FW",5.93,Serie A,2021-2022
"620Andrea FavilliGenoa, 27, FW",5.92,Serie A,2021-2022
"621Samuel Di CarmineVerona, 36, FW",5.92,Serie A,2021-2022
"622Vladyslav SupryagaSampdoria, 25, Forward",5.92,Serie A,2021-2022
"623Luka BogdanSalernitana, 28, Defender",5.92,Serie A,2021-2022
"624Nicola RavagliaSampdoria, 36, GK",5.91,Serie A,2021-2022
"625Marley AkéJuventus, 24, Midfielder",5.9,Serie A,2021-2022
"626Frédéric VeseliSalernitana, 32, D(CLR)",5.88,Serie A,2021-2022
"627Laurens SerpeGenoa, 24, Defender",5.87,Serie A,2021-2022
"628Martin PalumboJuventus, 22, Midfielder",5.86,Serie A,2021-2022
"629Luca VignaliSpezia, 29, D(R)",5.86,Serie A,2021-2022
"630Vincenzo FiorilloSalernitana, 35, GK",5.7,Serie A,2021-2022
"631Ramzi AyaSalernitana, 35, Defender",5.31,Serie A,2021-2022
"632Gianluca PegoloSassuolo, 43, GK",5.0,Serie A,2021-2022
"633Andrei RaduInter, 27, GK",4.9,Serie A,2021-2022
"1Kylian MbappéParis S-G, 26, AM(CLR),FW",8.04,Ligue 1,2021-2022
"2Andy DelortMontpellier, 33, AM(R),FW",7.82,Ligue 1,2021-2022
"3Lionel MessiParis S-G, 37, AM(CR),FW",7.77,Ligue 1,2021-2022
"4NeymarParis S-G, 33, AM(CLR),FW",7.65,Ligue 1,2021-2022
"5TetêLyon, 25, AM(R)",7.48,Ligue 1,2021-2022
"6Gaëtan LabordeMontpellier, 30, AM(CLR),FW",7.47,Ligue 1,2021-2022
"7Benjamin BourigeaudRennes, 31, M(CLR)",7.44,Ligue 1,2021-2022
"8Dimitri PayetMarseille, 37, M(CLR),FW",7.44,Ligue 1,2021-2022
"9Martin TerrierRennes, 27, AM(CL),FW",7.41,Ligue 1,2021-2022
"10Téji SavanierMontpellier, 33, M(C)",7.4,Ligue 1,2021-2022
"11Moustapha MbowReims, 24, D(C)",7.33,Ligue 1,2021-2022
"12Aurélien TchouaméniMonaco, 25, D(C),DMC",7.32,Ligue 1,2021-2022
"13Sofiane BoufalAngers, 31, AM(CLR),FW",7.27,Ligue 1,2021-2022
"14Danilo BarbosaNice, 28, D(C),DMC",7.26,Ligue 1,2021-2022
"15Lucas PaquetáLyon, 27, M(CLR),FW",7.24,Ligue 1,2021-2022
"16Jonathan ClaussLens, 32, D(R),M(LR)",7.22,Ligue 1,2021-2022
"17Marco VerrattiParis S-G, 32, M(C)",7.21,Ligue 1,2021-2022
"18Bruno GuimarãesLyon, 27, DMC",7.21,Ligue 1,2021-2022
"19Moussa DembéléLyon, 28, FW",7.21,Ligue 1,2021-2022
"20Romain FaivreBrest, 26, AM(CLR)",7.2,Ligue 1,2021-2022
"21Ángel Di MaríaParis S-G, 37, M(CLR),FW",7.17,Ligue 1,2021-2022
"22Karl Toko-EkambiLyon, 32, AM(LR),FW",7.15,Ligue 1,2021-2022
"23Gaëtan LabordeRennes, 30, AM(CLR),FW",7.14,Ligue 1,2021-2022
"24Andrei GirottoNantes, 33, D(C),DMC",7.13,Ligue 1,2021-2022
"25Franck HonoratBrest, 28, M(LR),FW",7.13,Ligue 1,2021-2022
"26Andy DelortNice, 33, AM(R),FW",7.09,Ligue 1,2021-2022
"27Marcin BulkaNice, 25, GK",7.08,Ligue 1,2021-2022
"28Youcef AtalNice, 28, D(R),M(R)",7.08,Ligue 1,2021-2022
"29Lovro MajerRennes, 27, AM(CR)",7.06,Ligue 1,2021-2022
"30Ludovic AjorqueStrasbourg, 30, FW",7.05,Ligue 1,2021-2022
"31Wissam Ben YedderMonaco, 34, AM(C),FW",7.04,Ligue 1,2021-2022
"32Kiki KouyatéMetz, 27, D(C)",7.04,Ligue 1,2021-2022
"33Frédéric GuilbertStrasbourg, 30, D(CLR),M(R)",7.04,Ligue 1,2021-2022
"34Romain FaivreLyon, 26, AM(CLR)",7.03,Ligue 1,2021-2022
"35MarceloLyon, 37, D(C)",7.02,Ligue 1,2021-2022
"36Amine GouiriNice, 25, AM(CLR),FW",7.01,Ligue 1,2021-2022
"37Moses SimonNantes, 29, M(CLR),FW",7.01,Ligue 1,2021-2022
"38Randal Kolo MuaniNantes, 26, AM(CLR),FW",7.01,Ligue 1,2021-2022
"39Hamari TraoréRennes, 33, D(R),M(R)",7.0,Ligue 1,2021-2022
"40Kamaldeen SulemanaRennes, 23, AM(L),FW",7.0,Ligue 1,2021-2022
"41Lenny LacroixMetz, 22, Defender",7.0,Ligue 1,2021-2022
"42Benjamin AndréLille, 34, D(R),M(CLR)",6.99,Ligue 1,2021-2022
"43Jimmy CabotAngers, 30, M(LR)",6.99,Ligue 1,2021-2022
"44Florian SotocaLens, 34, M(CR),FW",6.99,Ligue 1,2021-2022
"45Florian TardieuTroyes, 32, DMC",6.98,Ligue 1,2021-2022
"46Marshall MunetsiReims, 28, D(C),M(C)",6.95,Ligue 1,2021-2022
"47Adrien ThomassonStrasbourg, 31, M(CLR)",6.94,Ligue 1,2021-2022
"48Seko FofanaLens, 29, M(C)",6.94,Ligue 1,2021-2022
"49Abdoulaye BakayokoSaint Etienne, 22, Defender",6.94,Ligue 1,2021-2022
"50Simon BanzaLens, 28, FW",6.94,Ligue 1,2021-2022
"51Ludovic BlasNantes, 27, M(CLR),FW",6.94,Ligue 1,2021-2022
"52Cheick DoucouréLens, 25, DMC",6.94,Ligue 1,2021-2022
"53Abdou DialloParis S-G, 28, D(CL)",6.93,Ligue 1,2021-2022
"54Houssem AouarLyon, 26, M(CL)",6.93,Ligue 1,2021-2022
"55Jonas OmlinMontpellier, 31, GK",6.93,Ligue 1,2021-2022
"56Danilo PereiraParis S-G, 33, D(C),DMC",6.93,Ligue 1,2021-2022
"57Achraf HakimiParis S-G, 26, D(LR),M(R)",6.93,Ligue 1,2021-2022
"58Fabien CentonzeMetz, 29, D(R),M(R)",6.92,Ligue 1,2021-2022
"59EmersonLyon, 30, D(L),M(L)",6.91,Ligue 1,2021-2022
"60Boubacar KamaraMarseille, 25, D(CL),DMC",6.91,Ligue 1,2021-2022
"61Sofiane DiopMonaco, 24, AM(CLR)",6.9,Ligue 1,2021-2022
"62Flavien TaitRennes, 32, M(CLR)",6.9,Ligue 1,2021-2022
"63Steve MouniéBrest, 30, FW",6.89,Ligue 1,2021-2022
"64Sergio RicoParis S-G, 31, GK",6.89,Ligue 1,2021-2022
"65Melvin BardNice, 24, D(L),M(L)",6.89,Ligue 1,2021-2022
"66GersonMarseille, 27, M(CLR)",6.89,Ligue 1,2021-2022
"67Nayef AguerdRennes, 28, D(C)",6.88,Ligue 1,2021-2022
"68Dénis BouangaSaint Etienne, 30, M(CLR),FW",6.88,Ligue 1,2021-2022
"69William SalibaMarseille, 23, D(C)",6.87,Ligue 1,2021-2022
"70Mattéo GuendouziMarseille, 25, M(C)",6.87,Ligue 1,2021-2022
"71Jean-Clair TodiboNice, 25, D(C)",6.87,Ligue 1,2021-2022
"72Brendan ChardonnetBrest, 30, D(C)",6.87,Ligue 1,2021-2022
"73Steve MandandaMarseille, 39, GK",6.87,Ligue 1,2021-2022
"74Anthony MandréaAngers, 28, GK",6.87,Ligue 1,2021-2022
"75Idrissa GueyeParis S-G, 35, M(C)",6.86,Ligue 1,2021-2022
"76MarquinhosParis S-G, 30, D(CR),DMC",6.86,Ligue 1,2021-2022
"77Youcef BelaïliBrest, 32, AM(L)",6.86,Ligue 1,2021-2022
"78Christopher WoohLens, 23, D(C)",6.85,Ligue 1,2021-2022
"79Valentin RongierMarseille, 30, D(R),M(C)",6.85,Ligue 1,2021-2022
"80Predrag RajkovicReims, 29, GK",6.85,Ligue 1,2021-2022
"81Renato SanchesLille, 27, M(CR)",6.85,Ligue 1,2021-2022
"82Azor MatusiwaReims, 26, DMC",6.84,Ligue 1,2021-2022
"83Jonathan GraditLens, 32, D(CR)",6.84,Ligue 1,2021-2022
"84Ruben AguilarMonaco, 31, D(R),M(R)",6.84,Ligue 1,2021-2022
"85Ander HerreraParis S-G, 35, M(C)",6.84,Ligue 1,2021-2022
"86Hugo EkitikéReims, 22, FW",6.83,Ligue 1,2021-2022
"87Julien LaporteLorient, 31, D(C)",6.83,Ligue 1,2021-2022
"88Mohamed BayoClermont Foot, 26, FW",6.83,Ligue 1,2021-2022
"89Ghislain KonanReims, 29, D(L),M(L)",6.83,Ligue 1,2021-2022
"90Sven BotmanLille, 25, D(C)",6.83,Ligue 1,2021-2022
"91Baptiste SantamaríaRennes, 29, DMC",6.83,Ligue 1,2021-2022
"92Cengiz ÜnderMarseille, 27, M(CLR)",6.82,Ligue 1,2021-2022
"93Xherdan ShaqiriLyon, 33, M(CLR)",6.82,Ligue 1,2021-2022
"94ReinildoLille, 31, D(CL),M(L)",6.81,Ligue 1,2021-2022
"95Jean OnanaBordeaux, 25, DMC",6.81,Ligue 1,2021-2022
"96Eiji KawashimaStrasbourg, 41, GK",6.81,Ligue 1,2021-2022
"97Aleksandr GolovinMonaco, 28, M(CLR)",6.81,Ligue 1,2021-2022
"98Angelo FulginiAngers, 28, AM(CLR),FW",6.81,Ligue 1,2021-2022
"99Nicolas de PrévilleMetz, 34, AM(CLR),FW",6.8,Ligue 1,2021-2022
"100Rominigue KouaméTroyes, 28, DMC",6.8,Ligue 1,2021-2022
"101Luan PeresMarseille, 30, D(CL)",6.8,Ligue 1,2021-2022
"102Ronaël Pierre-GabrielBrest, 26, D(CLR),M(R)",6.8,Ligue 1,2021-2022
"103Justin KluivertNice, 25, AM(CLR),FW",6.79,Ligue 1,2021-2022
"104Mario LeminaNice, 31, D(C),M(C)",6.79,Ligue 1,2021-2022
"105VandersonMonaco, 23, D(R),M(R)",6.79,Ligue 1,2021-2022
"106Ryad BoudebouzSaint Etienne, 34, M(CLR),FW",6.79,Ligue 1,2021-2022
"107Steven FortèsLens, 32, D(C)",6.79,Ligue 1,2021-2022
"108Kevin VollandMonaco, 32, AM(CLR),FW",6.79,Ligue 1,2021-2022
"109Ibrahima SissokoStrasbourg, 27, D(C),DMC",6.79,Ligue 1,2021-2022
"110Walter BenítezNice, 32, GK",6.79,Ligue 1,2021-2022
"111Romain ThomasAngers, 36, D(C)",6.78,Ligue 1,2021-2022
"112Keylor NavasParis S-G, 38, GK",6.78,Ligue 1,2021-2022
"113Sergio RamosParis S-G, 38, D(CR)",6.78,Ligue 1,2021-2022
"114Laurent AbergelLorient, 32, DMC",6.78,Ligue 1,2021-2022
"115Sanjin PrcicStrasbourg, 31, M(C)",6.77,Ligue 1,2021-2022
"116Mahdi CamaraSaint Etienne, 26, D(CR),M(C)",6.77,Ligue 1,2021-2022
"117Alban LafontNantes, 26, GK",6.77,Ligue 1,2021-2022
"118Kevin DansoLens, 26, D(C)",6.77,Ligue 1,2021-2022
"119Castello LukebaLyon, 22, D(C)",6.77,Ligue 1,2021-2022
"120Fali CandéMetz, 27, D(CL),M(L)",6.77,Ligue 1,2021-2022
"121Benoît BadiashileMonaco, 23, D(C)",6.77,Ligue 1,2021-2022
"122Maxime Le MarchandStrasbourg, 35, D(CL)",6.77,Ligue 1,2021-2022
"123Giulian BianconeTroyes, 24, D(CLR),M(LR)",6.77,Ligue 1,2021-2022
"124Gelson MartinsMonaco, 29, M(LR)",6.77,Ligue 1,2021-2022
"125Nabil BentalebAngers, 30, M(C)",6.76,Ligue 1,2021-2022
"126Presnel KimpembeParis S-G, 29, D(C)",6.76,Ligue 1,2021-2022
"127Quentin MerlinNantes, 22, D(L),M(L)",6.76,Ligue 1,2021-2022
"128Wout FaesReims, 26, D(CL)",6.76,Ligue 1,2021-2022
"129Yunis AbdelhamidReims, 37, D(C)",6.76,Ligue 1,2021-2022
"130Dimitri LiénardStrasbourg, 37, D(L),M(CL)",6.76,Ligue 1,2021-2022
"131RafinhaParis S-G, 32, M(CLR)",6.75,Ligue 1,2021-2022
"132Przemyslaw FrankowskiLens, 29, D(R),M(CLR)",6.75,Ligue 1,2021-2022
"133Matthieu UdolMetz, 28, D(CL),M(L)",6.75,Ligue 1,2021-2022
"134Alexander DjikuStrasbourg, 30, D(CR),DMC",6.74,Ligue 1,2021-2022
"135Wahbi KhazriSaint Etienne, 34, M(CLR),FW",6.74,Ligue 1,2021-2022
"136Enzo Le FéeLorient, 25, M(CLR)",6.74,Ligue 1,2021-2022
"137Anthony LopesLyon, 34, GK",6.74,Ligue 1,2021-2022
"138Jordan AmaviNice, 30, D(L),M(L)",6.74,Ligue 1,2021-2022
"139Caio HenriqueMonaco, 27, D(L),M(CL)",6.74,Ligue 1,2021-2022
"140Leandro ParedesParis S-G, 30, DMC",6.73,Ligue 1,2021-2022
"141Guillermo MaripánMonaco, 30, D(C)",6.73,Ligue 1,2021-2022
"142Saïdou SowSaint Etienne, 22, D(C)",6.73,Ligue 1,2021-2022
"143Armand LaurientéLorient, 26, AM(LR),FW",6.73,Ligue 1,2021-2022
"144Arbër ZeneliReims, 29, AM(LR),FW",6.73,Ligue 1,2021-2022
"145Anthony CaciStrasbourg, 27, D(CLR),M(LR)",6.73,Ligue 1,2021-2022
"146Jonathan DavidLille, 25, AM(C),FW",6.73,Ligue 1,2021-2022
"147Zeki ÇelikLille, 28, D(CR),M(R)",6.73,Ligue 1,2021-2022
"148Maxence CaqueretLyon, 25, M(C)",6.73,Ligue 1,2021-2022
"149Tiago DjalóLille, 24, D(CLR)",6.73,Ligue 1,2021-2022
"150Alexis FlipsReims, 25, M(CLR)",6.73,Ligue 1,2021-2022
"151Amine HaritMarseille, 27, AM(CLR),FW",6.73,Ligue 1,2021-2022
"152Christophe HérelleBrest, 32, D(CR)",6.73,Ligue 1,2021-2022
"153Youssouf FofanaMonaco, 26, DMC",6.72,Ligue 1,2021-2022
"154Jean-Charles CastellettoNantes, 30, D(CR)",6.72,Ligue 1,2021-2022
"155Wylan CyprienNantes, 30, M(C)",6.72,Ligue 1,2021-2022
"156Thomas ManganiAngers, 37, M(C)",6.72,Ligue 1,2021-2022
"157Fodé DoucouréReims, 24, Defender",6.71,Ligue 1,2021-2022
"158DanteNice, 41, D(C)",6.71,Ligue 1,2021-2022
"159Stephy MavididiMontpellier, 26, AM(LR),FW",6.71,Ligue 1,2021-2022
"160Nicolas PalloisNantes, 37, D(C)",6.71,Ligue 1,2021-2022
"161Thomas MonconduitLorient, 34, DMC",6.71,Ligue 1,2021-2022
"162Gerzino NyamsiStrasbourg, 28, D(C)",6.7,Ligue 1,2021-2022
"163Jean-Ricner BellegardeStrasbourg, 26, M(CLR)",6.7,Ligue 1,2021-2022
"164José FonteLille, 41, D(C)",6.7,Ligue 1,2021-2022
"165Axel DisasiMonaco, 26, D(CR)",6.7,Ligue 1,2021-2022
"166Habib DialloStrasbourg, 29, AM(R),FW",6.7,Ligue 1,2021-2022
"167Juan BernatParis S-G, 31, D(L),M(CL)",6.69,Ligue 1,2021-2022
"168Arnaud KalimuendoLens, 23, FW",6.69,Ligue 1,2021-2022
"169Gianluigi DonnarummaParis S-G, 25, GK",6.69,Ligue 1,2021-2022
"170Josuha GuilavoguiBordeaux, 34, D(C),M(C)",6.69,Ligue 1,2021-2022
"171Jonathan BambaLille, 28, AM(CLR),FW",6.69,Ligue 1,2021-2022
"172Kalifa CoulibalyNantes, 33, FW",6.69,Ligue 1,2021-2022
"173Pedro ChirivellaNantes, 27, DMC",6.69,Ligue 1,2021-2022
"174Jérémy DokuRennes, 22, M(LR)",6.68,Ligue 1,2021-2022
"175Julian PollersbeckLyon, 30, GK",6.68,Ligue 1,2021-2022
"176Lucas PerrinStrasbourg, 26, D(C)",6.68,Ligue 1,2021-2022
"177Pablo RosarioNice, 28, D(CR),DMC",6.68,Ligue 1,2021-2022
"178Malo GustoLyon, 21, D(R),M(R)",6.68,Ligue 1,2021-2022
"179Mamadou SakhoMontpellier, 35, D(C)",6.68,Ligue 1,2021-2022
"180Lucien AgouméBrest, 23, DMC",6.67,Ligue 1,2021-2022
"181Vital N'SimbaClermont Foot, 31, D(L)",6.67,Ligue 1,2021-2022
"182Akim ZedadkaClermont Foot, 29, D(R),M(R)",6.67,Ligue 1,2021-2022
"183Nuno MendesParis S-G, 22, D(L),M(L)",6.67,Ligue 1,2021-2022
"184Jason DenayerLyon, 29, D(CR),DMC",6.67,Ligue 1,2021-2022
"185Vincent PajotMetz, 34, M(C)",6.67,Ligue 1,2021-2022
"186Rémy CabellaMontpellier, 34, M(CLR),FW",6.67,Ligue 1,2021-2022
"187Tanguy NdombéléLyon, 28, M(C)",6.67,Ligue 1,2021-2022
"188Facundo MedinaLens, 25, D(CL)",6.67,Ligue 1,2021-2022
"189XekaLille, 30, M(C)",6.66,Ligue 1,2021-2022
"190Yacine AdliBordeaux, 24, M(C)",6.66,Ligue 1,2021-2022
"191Danylo IhnatenkoBordeaux, 27, DMC",6.66,Ligue 1,2021-2022
"192Léo JardimLille, 29, GK",6.66,Ligue 1,2021-2022
"193Jean-Kévin DuverneBrest, 27, D(CLR)",6.66,Ligue 1,2021-2022
"194Habib MaïgaMetz, 29, DMC,M(R)",6.65,Ligue 1,2021-2022
"195Didier Lamkel ZéMetz, 28, M(CL),FW",6.65,Ligue 1,2021-2022
"196Khéphren ThuramNice, 23, DMC,M(L)",6.65,Ligue 1,2021-2022
"197Elbasan RashaniClermont Foot, 31, AM(CLR)",6.65,Ligue 1,2021-2022
"198Kevin GameiroStrasbourg, 37, AM(C),FW",6.65,Ligue 1,2021-2022
"199Haris BelkeblaBrest, 31, DMC",6.64,Ligue 1,2021-2022
"200Alberth ElisBordeaux, 29, AM(LR),FW",6.64,Ligue 1,2021-2022
"201Johan GastienClermont Foot, 37, DMC",6.64,Ligue 1,2021-2022
"202Léo DuboisLyon, 30, D(LR),M(R)",6.63,Ligue 1,2021-2022
"203Renaud RipartTroyes, 31, D(R),M(CLR),FW",6.63,Ligue 1,2021-2022
"204Jason BerthomierClermont Foot, 35, AM(C)",6.63,Ligue 1,2021-2022
"205Dan NdoyeNice, 24, M(LR)",6.63,Ligue 1,2021-2022
"206Marco BizotBrest, 33, GK",6.63,Ligue 1,2021-2022
"207El Bilal TouréReims, 23, FW",6.63,Ligue 1,2021-2022
