Player Name,Rating,League,Season
"257Javi GuerraValencia, 21, M(C)",6.54,La Liga,2023-2024
"258Alex BerenguerAthletic Club, 29, D(LR),M(CLR),FW",6.54,La Liga,2023-2024
"259Marko DmitrovicSevilla, 33, GK",6.54,La Liga,2023-2024
"260Jesús NavasSevilla, 39, D(R),M(R)",6.53,La Liga,2023-2024
"261Pablo MaffeoMallorca, 27, D(LR),M(R)",6.53,La Liga,2023-2024
"262Lucien AgouméSevilla, 23, DMC",6.53,La Liga,2023-2024
"263Martin ValjentMallorca, 29, D(C)",6.53,La Liga,2023-2024
"264Dodi LukébakioSevilla, 27, AM(CLR),FW",6.53,La Liga,2023-2024
"265Sergio RuizGranada, 30, DMC",6.53,La Liga,2023-2024
"266Rafa MarínDeportivo Alaves, 22, D(C)",6.53,La Liga,2023-2024
"267Anthony LozanoAlmeria, 31, AM(L),FW",6.53,La Liga,2023-2024
"268Éder MilitãoReal Madrid, 27, D(CR)",6.53,La Liga,2023-2024
"269Rodrigo RiquelmeAtletico, 24, D(L),M(CL)",6.52,La Liga,2023-2024
"270Enzo LoiodiceLas Palmas, 24, DMC",6.52,La Liga,2023-2024
"271Abdel AbqarDeportivo Alaves, 25, D(C)",6.52,La Liga,2023-2024
"272Sergio AkiemeAlmeria, 27, D(L),M(L)",6.52,La Liga,2023-2024
"273Bruno LangaAlmeria, 27, D(L),M(L)",6.52,La Liga,2023-2024
"274Léo BaptistãoAlmeria, 32, AM(CLR),FW",6.52,La Liga,2023-2024
"275Edgar GonzálezAlmeria, 27, D(C),DMC",6.51,La Liga,2023-2024
"276FaliCadiz, 31, D(C),DMC",6.51,La Liga,2023-2024
"277Sheraldo BeckerReal Sociedad, 30, AM(CLR),FW",6.51,La Liga,2023-2024
"278Unai LópezRayo Vallecano, 29, M(CR)",6.51,La Liga,2023-2024
"279Dion LopyAlmeria, 23, DMC",6.51,La Liga,2023-2024
"280Nacho VidalMallorca, 30, D(R)",6.51,La Liga,2023-2024
"281PortuGirona, 32, M(CLR),FW",6.51,La Liga,2023-2024
"282Raúl AlbiolVillarreal, 39, D(C)",6.5,La Liga,2023-2024
"283Alfonso PedrazaVillarreal, 28, D(L),M(L)",6.5,La Liga,2023-2024
"284Ignasi MiquelGranada, 32, D(C)",6.5,La Liga,2023-2024
"285Iván BalliuRayo Vallecano, 33, D(LR),M(R)",6.5,La Liga,2023-2024
"286Sandro RamírezLas Palmas, 29, AM(LR),FW",6.5,La Liga,2023-2024
"287Héctor BellerínReal Betis, 29, D(R),M(R)",6.5,La Liga,2023-2024
"288Gonzalo VillarGranada, 26, M(C)",6.5,La Liga,2023-2024
"289Victor ChustCadiz, 24, D(C)",6.5,La Liga,2023-2024
"290Saúl CocoLas Palmas, 26, D(C)",6.5,La Liga,2023-2024
"291Aridane HernándezRayo Vallecano, 35, D(C)",6.49,La Liga,2023-2024
"292Mihailo RisticCelta Vigo, 29, D(L),M(L)",6.49,La Liga,2023-2024
"293Gabriel PaulistaValencia, 34, D(CR)",6.49,La Liga,2023-2024
"294Kike GarcíaDeportivo Alaves, 35, FW",6.49,La Liga,2023-2024
"295Damián RodríguezCelta Vigo, 21, M(C)",6.49,La Liga,2023-2024
"296Cristhian StuaniGirona, 38, AM(CLR),FW",6.49,La Liga,2023-2024
"297FernandoSevilla, 37, D(C),DMC",6.49,La Liga,2023-2024
"298Nahuel TenagliaDeportivo Alaves, 28, D(CR)",6.49,La Liga,2023-2024
"299Williot SwedbergCelta Vigo, 21, AM(L)",6.48,La Liga,2023-2024
"300Jorge HerrandoOsasuna, 23, D(C)",6.48,La Liga,2023-2024
"301Nahuel MolinaAtletico, 26, D(R),M(R)",6.48,La Liga,2023-2024
"302Francis CoquelinVillarreal, 33, M(CLR)",6.48,La Liga,2023-2024
"303Enes ÜnalGetafe, 27, FW",6.48,La Liga,2023-2024
"304Pablo BustoReal Betis, 19, Defender",6.48,La Liga,2023-2024
"305Ander GuevaraDeportivo Alaves, 27, DMC",6.47,La Liga,2023-2024
"306Arnau MartínezGirona, 21, D(R),M(R)",6.47,La Liga,2023-2024
"307Damián SuárezGetafe, 36, D(R),M(R)",6.47,La Liga,2023-2024
"308Aimar OrozOsasuna, 23, AM(C)",6.47,La Liga,2023-2024
"309Juanmi LatasaGetafe, 23, FW",6.47,La Liga,2023-2024
"310Munir El HaddadiLas Palmas, 29, AM(CLR),FW",6.47,La Liga,2023-2024
"311Manu MorlanesMallorca, 26, DMC",6.47,La Liga,2023-2024
"312Memphis DepayAtletico, 31, AM(CL),FW",6.46,La Liga,2023-2024
"313Iza CarcelénCadiz, 31, D(R)",6.46,La Liga,2023-2024
"314Beñat TurrientesReal Sociedad, 23, DMC",6.46,La Liga,2023-2024
"315Fran PérezValencia, 22, AM(R)",6.46,La Liga,2023-2024
"316Imanol García de AlbénizAthletic Club, 24, D(L)",6.46,La Liga,2023-2024
"317Johan MojicaOsasuna, 32, D(L),M(L)",6.46,La Liga,2023-2024
"318Kiko FemeníaVillarreal, 34, D(LR),M(R)",6.46,La Liga,2023-2024
"319Kamil JózwiakGranada, 26, AM(CLR)",6.46,La Liga,2023-2024
"320Umar SadiqReal Sociedad, 28, FW",6.45,La Liga,2023-2024
"321Alejandro CatenaOsasuna, 30, D(C)",6.45,La Liga,2023-2024
"322Srdjan BabicAlmeria, 28, D(C)",6.45,La Liga,2023-2024
"323Myrto UzuniGranada, 29, AM(LR),FW",6.45,La Liga,2023-2024
"324Cenk ÖzkacarValencia, 24, D(CL)",6.45,La Liga,2023-2024
"325Álex CentellesAlmeria, 25, D(L)",6.45,La Liga,2023-2024
"326Carlos DomínguezCelta Vigo, 24, D(C)",6.44,La Liga,2023-2024
"327Alberto MorenoVillarreal, 32, D(L),M(L)",6.44,La Liga,2023-2024
"328PejiñoLas Palmas, 28, Midfielder",6.44,La Liga,2023-2024
"329Facundo PellistriGranada, 23, AM(R)",6.44,La Liga,2023-2024
"330Eric BaillyVillarreal, 30, D(CR)",6.44,La Liga,2023-2024
"331Yarek GasiorowskiValencia, 20, D(CL)",6.44,La Liga,2023-2024
"332Lucas PiresCadiz, 23, D(L)",6.44,La Liga,2023-2024
"333Djené DakonamGetafe, 33, D(CR),DMC",6.43,La Liga,2023-2024
"334Óliver TorresSevilla, 30, M(CLR)",6.43,La Liga,2023-2024
"335Toni LatoMallorca, 27, D(L),M(L)",6.43,La Liga,2023-2024
"336César MontesAlmeria, 27, D(C)",6.43,La Liga,2023-2024
"337Largie RamazaniAlmeria, 23, AM(L),FW",6.43,La Liga,2023-2024
"338Andrés GuardadoReal Betis, 38, D(L),M(CL)",6.42,La Liga,2023-2024
"339Óscar RodríguezGetafe, 26, AM(CLR),FW",6.42,La Liga,2023-2024
"340Ricardo VisusReal Betis, 23, D(C)",6.42,La Liga,2023-2024
"341Samu AghehowaDeportivo Alaves, 20, FW",6.42,La Liga,2023-2024
"342Assane DiaoReal Betis, 19, AM(R)",6.42,La Liga,2023-2024
"343Gerard GumbauGranada, 30, DMC",6.42,La Liga,2023-2024
"344Jon MoncayolaOsasuna, 26, D(R),M(CR)",6.42,La Liga,2023-2024
"345Darwin MachísCadiz, 32, AM(LR)",6.41,La Liga,2023-2024
"346Carles PérezCelta Vigo, 27, M(CR),FW",6.41,La Liga,2023-2024
"347Omar AldereteGetafe, 28, D(C)",6.41,La Liga,2023-2024
"348Abner ViníciusReal Betis, 24, D(L),M(L)",6.41,La Liga,2023-2024
"349Roger MartíCadiz, 34, FW",6.41,La Liga,2023-2024
"350Djibril SowSevilla, 28, M(C)",6.41,La Liga,2023-2024
"351Cyle LarinMallorca, 29, AM(LR),FW",6.41,La Liga,2023-2024
"352Chimy ÁvilaOsasuna, 31, AM(LR),FW",6.41,La Liga,2023-2024
"353Jon AramburuReal Sociedad, 22, D(R)",6.41,La Liga,2023-2024
"354Ianis HagiDeportivo Alaves, 26, AM(CLR)",6.41,La Liga,2023-2024
"355Carlos FernándezReal Sociedad, 28, AM(C),FW",6.4,La Liga,2023-2024
"356Étienne CapoueVillarreal, 36, D(C),M(CL)",6.4,La Liga,2023-2024
"357Fran BeltránCelta Vigo, 26, DMC",6.4,La Liga,2023-2024
"358Hugo SoteloCelta Vigo, 21, M(C)",6.4,La Liga,2023-2024
"359Paco SanzAlmeria, 20, Defender",6.4,La Liga,2023-2024
"360Jaime MataGetafe, 36, AM(L),FW",6.4,La Liga,2023-2024
"361Iñaki PeñaBarcelona, 25, GK",6.4,La Liga,2023-2024
"362Arsen ZakharyanReal Sociedad, 21, M(CLR)",6.4,La Liga,2023-2024
"363JuanmiCadiz, 31, AM(CLR),FW",6.4,La Liga,2023-2024
"364Abdón PratsMallorca, 32, FW",6.4,La Liga,2023-2024
"365Fernando MartínezAlmeria, 34, GK",6.4,La Liga,2023-2024
"366Miguel CrespoRayo Vallecano, 28, DMC",6.39,La Liga,2023-2024
"367Oriol RomeuBarcelona, 33, DMC",6.39,La Liga,2023-2024
"368Máximo PerroneLas Palmas, 22, DMC",6.39,La Liga,2023-2024
"369Abde EzzalzouliBarcelona, 23, AM(L)",6.39,La Liga,2023-2024
"370Pepe ReinaVillarreal, 42, GK",6.39,La Liga,2023-2024
"371Antonio SánchezMallorca, 27, D(R),M(CR)",6.39,La Liga,2023-2024
"372Rominigue KouaméCadiz, 28, DMC",6.39,La Liga,2023-2024
"373Jaume CostaMallorca, 36, D(LR),M(L)",6.39,La Liga,2023-2024
"374Jorge MartínGetafe, 24, M(L)",6.38,La Liga,2023-2024
"375Unai GómezAthletic Club, 21, AM(C)",6.38,La Liga,2023-2024
"376Dimitri FoulquierValencia, 31, D(CLR),M(R)",6.38,La Liga,2023-2024
"377Álvaro CarrerasGranada, 21, D(L),M(L)",6.38,La Liga,2023-2024
"378Tasos DouvikasCelta Vigo, 25, AM(R),FW",6.38,La Liga,2023-2024
"379Aiham OusouCadiz, 25, D(C)",6.37,La Liga,2023-2024
"380Javi MuñozLas Palmas, 29, M(C)",6.37,La Liga,2023-2024
"381Kevin VázquezCelta Vigo, 31, D(R),M(R)",6.37,La Liga,2023-2024
"382Marc CardonaLas Palmas, 29, FW",6.37,La Liga,2023-2024
"383Sergi AltimiraReal Betis, 23, DMC",6.37,La Liga,2023-2024
"384Giuliano SimeoneDeportivo Alaves, 22, AM(LR)",6.36,La Liga,2023-2024
"385William CarvalhoReal Betis, 32, M(C)",6.36,La Liga,2023-2024
"386Aïssa MandiVillarreal, 33, D(CLR)",6.35,La Liga,2023-2024
"387Óscar TrejoRayo Vallecano, 36, M(CLR),FW",6.35,La Liga,2023-2024
"388Pep ChavarríaRayo Vallecano, 26, D(L)",6.35,La Liga,2023-2024
"389Iker MuniainAthletic Club, 32, AM(CLR)",6.35,La Liga,2023-2024
"390Stefan MitrovicGetafe, 34, D(C)",6.35,La Liga,2023-2024
"391Álvaro OdriozolaReal Sociedad, 29, D(R)",6.35,La Liga,2023-2024
"392Diadié SamassékouCadiz, 29, DMC",6.35,La Liga,2023-2024
"393Rubén SobrinoCadiz, 32, AM(CLR),FW",6.34,La Liga,2023-2024
"394André FerreiraGranada, 28, GK",6.34,La Liga,2023-2024
"395Iddrisu BabaAlmeria, 29, DMC",6.34,La Liga,2023-2024
"396José ArnáizOsasuna, 29, AM(L),FW",6.34,La Liga,2023-2024
"397Diego MéndezRayo Vallecano, 21, Midfielder",6.34,La Liga,2023-2024
"398Rubén IranzoValencia, 21, Defender",6.34,La Liga,2023-2024
"399Álex FernándezCadiz, 32, M(CL),FW",6.34,La Liga,2023-2024
"400Omar MascarellMallorca, 32, D(C),DMC",6.34,La Liga,2023-2024
"391Álvaro OdriozolaReal Sociedad, 29, D(R)",6.35,La Liga,2023-2024
"392Diadié SamassékouCadiz, 29, DMC",6.35,La Liga,2023-2024
"393Rubén SobrinoCadiz, 32, AM(CLR),FW",6.34,La Liga,2023-2024
"394André FerreiraGranada, 28, GK",6.34,La Liga,2023-2024
"395Iddrisu BabaAlmeria, 29, DMC",6.34,La Liga,2023-2024
"396José ArnáizOsasuna, 29, AM(L),FW",6.34,La Liga,2023-2024
"397Diego MéndezRayo Vallecano, 21, Midfielder",6.34,La Liga,2023-2024
"398Rubén IranzoValencia, 21, Defender",6.34,La Liga,2023-2024
"399Álex FernándezCadiz, 32, M(CL),FW",6.34,La Liga,2023-2024
"400Omar MascarellMallorca, 32, D(C),DMC",6.34,La Liga,2023-2024
"401Carlos NevaGranada, 28, D(L),M(L)",6.34,La Liga,2023-2024
"402Raúl GarcíaOsasuna, 24, FW",6.33,La Liga,2023-2024
"403Raúl de TomásRayo Vallecano, 30, FW",6.33,La Liga,2023-2024
"404Franco CerviCelta Vigo, 30, D(L),M(CLR)",6.33,La Liga,2023-2024
"405Jorge PascualVillarreal, 21, Forward",6.33,La Liga,2023-2024
"406Jesús VázquezValencia, 22, D(L)",6.33,La Liga,2023-2024
"407Javier ManquilloCelta Vigo, 30, D(CLR),M(R)",6.33,La Liga,2023-2024
"408Abde EzzalzouliReal Betis, 23, AM(L)",6.33,La Liga,2023-2024
"409Ricard SánchezGranada, 24, D(R)",6.33,La Liga,2023-2024
"410Peter FedericoValencia, 22, Forward",6.33,La Liga,2023-2024
"401Carlos NevaGranada, 28, D(L),M(L)",6.34,La Liga,2023-2024
"402Raúl GarcíaOsasuna, 24, FW",6.33,La Liga,2023-2024
"403Raúl de TomásRayo Vallecano, 30, FW",6.33,La Liga,2023-2024
"404Franco CerviCelta Vigo, 30, D(L),M(CLR)",6.33,La Liga,2023-2024
"405Jorge PascualVillarreal, 21, Forward",6.33,La Liga,2023-2024
"406Jesús VázquezValencia, 22, D(L)",6.33,La Liga,2023-2024
"407Javier ManquilloCelta Vigo, 30, D(CLR),M(R)",6.33,La Liga,2023-2024
"408Abde EzzalzouliReal Betis, 23, AM(L)",6.33,La Liga,2023-2024
"409Ricard SánchezGranada, 24, D(R)",6.33,La Liga,2023-2024
"410Peter FedericoValencia, 22, Forward",6.33,La Liga,2023-2024
"411Gonzalo EscalanteCadiz, 31, DMC",6.32,La Liga,2023-2024
"412Marc GuiuBarcelona, 19, Forward",6.32,La Liga,2023-2024
"413Sergio CamelloRayo Vallecano, 24, FW",6.32,La Liga,2023-2024
"414Luca de la TorreCelta Vigo, 26, M(CLR)",6.32,La Liga,2023-2024
"415Luis HernándezCadiz, 35, D(CR)",6.32,La Liga,2023-2024
"416Jorge MeréCadiz, 27, D(C)",6.32,La Liga,2023-2024
"417Diego HormigoSevilla, 21, Defender",6.32,La Liga,2023-2024
"418JuanpeGirona, 33, D(C)",6.32,La Liga,2023-2024
"419Asier VillalibreAthletic Club, 27, FW",6.32,La Liga,2023-2024
"420Pablo IbáñezOsasuna, 26, DMC",6.32,La Liga,2023-2024
"421Luka RomeroAlmeria, 20, AM(R)",6.31,La Liga,2023-2024
"422Randy NtekaRayo Vallecano, 27, AM(C),FW",6.31,La Liga,2023-2024
"423Hugo GuillamónValencia, 25, D(C),DMC",6.31,La Liga,2023-2024
"424Dani GarcíaAthletic Club, 34, DMC",6.31,La Liga,2023-2024
"425RodriReal Betis, 24, AM(CLR)",6.31,La Liga,2023-2024
"426Iván AlejoCadiz, 30, AM(R)",6.31,La Liga,2023-2024
"427Selim AmallahValencia, 28, AM(CL),FW",6.3,La Liga,2023-2024
"428José Ángel CarmonaGetafe, 23, D(CR),M(R)",6.3,La Liga,2023-2024
"429Iván VillarCelta Vigo, 27, GK",6.3,La Liga,2023-2024
"430Siebe Van der HeydenMallorca, 26, D(C)",6.3,La Liga,2023-2024
"431Jorge de FrutosRayo Vallecano, 27, AM(LR)",6.3,La Liga,2023-2024
"432Adu AresAthletic Club, 23, Forward",6.3,La Liga,2023-2024
"433Sergio RodelasGranada, 20, Forward",6.3,La Liga,2023-2024
"434Javi GalánAtletico, 30, D(L),M(L)",6.29,La Liga,2023-2024
"435Famara DiédhiouGranada, 32, FW",6.29,La Liga,2023-2024
"436Andrei RatiuRayo Vallecano, 26, D(R),M(R)",6.29,La Liga,2023-2024
"437Alberto RiscoGetafe, 19, Midfielder",6.29,La Liga,2023-2024
"438MarcãoSevilla, 28, D(C)",6.29,La Liga,2023-2024
"439Nacho VidalOsasuna, 30, D(R)",6.29,La Liga,2023-2024
"440Ramon TerratsVillarreal, 24, DMC",6.28,La Liga,2023-2024
"441Jon MagunazelaiaReal Sociedad, 23, Midfielder",6.28,La Liga,2023-2024
"442Juan CruzOsasuna, 32, D(CL)",6.28,La Liga,2023-2024
"443Marc BartraReal Betis, 34, D(CR),DMC",6.28,La Liga,2023-2024
"444Marvin ParkLas Palmas, 24, D(R),M(R)",6.28,La Liga,2023-2024
"445Dani CeballosReal Madrid, 28, M(CL)",6.28,La Liga,2023-2024
"446Yellu SantiagoGetafe, 20, DMC",6.27,La Liga,2023-2024
"447Joseba ZaldúaCadiz, 32, D(R)",6.27,La Liga,2023-2024
"448André SilvaReal Sociedad, 29, FW",6.27,La Liga,2023-2024
"449ChumiAlmeria, 25, D(CR)",6.27,La Liga,2023-2024
"450Theo CorbeanuGranada, 22, AM(LR)",6.26,La Liga,2023-2024
"451José Luis MoralesVillarreal, 37, D(R),M(CLR),FW",6.26,La Liga,2023-2024
"452KaikyAlmeria, 21, D(C)",6.26,La Liga,2023-2024
"453Rafa MirSevilla, 27, AM(R),FW",6.26,La Liga,2023-2024
"454Denis SuárezVillarreal, 31, M(CLR)",6.26,La Liga,2023-2024
"455Fede San EmeterioCadiz, 27, DMC",6.26,La Liga,2023-2024
"456Jon MartínReal Sociedad, 18, Defender",6.26,La Liga,2023-2024
"457Paul AkouokouReal Betis, 27, DMC",6.26,La Liga,2023-2024
"458Rachad FettalAlmeria, 20, Forward",6.26,La Liga,2023-2024
"459Abde RebbachDeportivo Alaves, 26, AM(L)",6.26,La Liga,2023-2024
"460Kamil PiatkowskiGranada, 24, D(C)",6.26,La Liga,2023-2024
"461Ilaix MoribaGetafe, 22, DMC",6.25,La Liga,2023-2024
"462Roman YaremchukValencia, 29, FW",6.25,La Liga,2023-2024
"463PortuGetafe, 32, M(CLR),FW",6.25,La Liga,2023-2024
"464Marc CasadóBarcelona, 21, DMC",6.25,La Liga,2023-2024
"465Mario MartínReal Madrid, 20, M(C)",6.25,La Liga,2023-2024
"466Jon OlasagastiReal Sociedad, 24, M(C)",6.25,La Liga,2023-2024
"467Raúl TorrenteGranada, 23, D(C)",6.25,La Liga,2023-2024
"468Mauro ArambarriGetafe, 29, M(C)",6.24,La Liga,2023-2024
"469Carles AleñáGetafe, 27, AM(CLR)",6.24,La Liga,2023-2024
"470Adrià AltiVillarreal, 23, D(R),M(R)",6.24,La Liga,2023-2024
"471Gonzalo MeleroAlmeria, 31, M(C),FW",6.24,La Liga,2023-2024
"472Thomas LemarAtletico, 29, AM(CLR)",6.23,La Liga,2023-2024
"473Urko GonzálezReal Sociedad, 23, M(C)",6.23,La Liga,2023-2024
"474Kike PérezRayo Vallecano, 28, M(C)",6.23,La Liga,2023-2024
"475Raúl GarcíaAthletic Club, 38, M(CLR),FW",6.23,La Liga,2023-2024
"476BebéRayo Vallecano, 34, AM(LR),FW",6.23,La Liga,2023-2024
"477Faitout MaouassaGranada, 26, D(L),M(LR)",6.23,La Liga,2023-2024
"478Eric GarcíaBarcelona, 24, D(CR),DMC",6.23,La Liga,2023-2024
"479Brian OcampoCadiz, 25, AM(L)",6.22,La Liga,2023-2024
"480Tadeo AllendeCelta Vigo, 25, AM(LR)",6.22,La Liga,2023-2024
"481Álvaro LemosLas Palmas, 31, D(R)",6.22,La Liga,2023-2024
"482Alberto MaríValencia, 23, Forward",6.22,La Liga,2023-2024
"483Joaquín PanichelliDeportivo Alaves, 22, Forward",6.21,La Liga,2023-2024
"484Borja VázquezCadiz, 20, Forward",6.21,La Liga,2023-2024
"485Houboulang MendesAlmeria, 26, D(CR)",6.21,La Liga,2023-2024
"486Sergi GuardiolaCadiz, 33, FW",6.21,La Liga,2023-2024
"487Omenuke MfuluLas Palmas, 30, M(C)",6.21,La Liga,2023-2024
"488Valery FernándezGirona, 25, D(R),M(L)",6.2,La Liga,2023-2024
"489Adnan JanuzajSevilla, 30, AM(CLR)",6.2,La Liga,2023-2024
"490Javi LlabrésMallorca, 22, Forward",6.2,La Liga,2023-2024
"481Álvaro LemosLas Palmas, 31, D(R)",6.22,La Liga,2023-2024
"482Alberto MaríValencia, 23, Forward",6.22,La Liga,2023-2024
"483Joaquín PanichelliDeportivo Alaves, 22, Forward",6.21,La Liga,2023-2024
"484Borja VázquezCadiz, 20, Forward",6.21,La Liga,2023-2024
"485Houboulang MendesAlmeria, 26, D(CR)",6.21,La Liga,2023-2024
"486Sergi GuardiolaCadiz, 33, FW",6.21,La Liga,2023-2024
"487Omenuke MfuluLas Palmas, 30, M(C)",6.21,La Liga,2023-2024
"488Valery FernándezGirona, 25, D(R),M(L)",6.2,La Liga,2023-2024
"489Adnan JanuzajSevilla, 30, AM(CLR)",6.2,La Liga,2023-2024
"490Javi LlabrésMallorca, 22, Forward",6.2,La Liga,2023-2024
"491Maxi GómezCadiz, 28, FW",6.2,La Liga,2023-2024
"492José CallejónGranada, 38, M(LR),FW",6.19,La Liga,2023-2024
"493Carlos RomeroVillarreal, 23, D(L)",6.19,La Liga,2023-2024
"494Amath NdiayeMallorca, 28, AM(LR),FW",6.19,La Liga,2023-2024
"495Peru NolaskoainAthletic Club, 26, Midfielder",6.19,La Liga,2023-2024
"496Ibrahima KébéGirona, 24, Midfielder",6.19,La Liga,2023-2024
"497Marko MilovanovicAlmeria, 21, Forward",6.18,La Liga,2023-2024
"498Unai GarcíaOsasuna, 33, D(C)",6.18,La Liga,2023-2024
"499Borja IglesiasReal Betis, 32, FW",6.18,La Liga,2023-2024
"500Iñaki GonzálezLas Palmas, 20, Midfielder",6.18,La Liga,2023-2024
"491Maxi GómezCadiz, 28, FW",6.2,La Liga,2023-2024
"492José CallejónGranada, 38, M(LR),FW",6.19,La Liga,2023-2024
"493Carlos RomeroVillarreal, 23, D(L)",6.19,La Liga,2023-2024
"494Amath NdiayeMallorca, 28, AM(LR),FW",6.19,La Liga,2023-2024
"495Peru NolaskoainAthletic Club, 26, Midfielder",6.19,La Liga,2023-2024
"496Ibrahima KébéGirona, 24, Midfielder",6.19,La Liga,2023-2024
"497Marko MilovanovicAlmeria, 21, Forward",6.18,La Liga,2023-2024
"498Unai GarcíaOsasuna, 33, D(C)",6.18,La Liga,2023-2024
"499Borja IglesiasReal Betis, 32, FW",6.18,La Liga,2023-2024
"500Iñaki GonzálezLas Palmas, 20, Midfielder",6.18,La Liga,2023-2024
"501Manu TriguerosVillarreal, 33, M(CLR),FW",6.18,La Liga,2023-2024
"502Kike BarjaOsasuna, 27, AM(LR)",6.18,La Liga,2023-2024
"503Pablo TorreGirona, 21, AM(C)",6.17,La Liga,2023-2024
"504Sory KabaLas Palmas, 29, FW",6.17,La Liga,2023-2024
"505Eric CurbeloLas Palmas, 31, Defender",6.17,La Liga,2023-2024
"506Gonzalo GarcíaReal Madrid, 20, Forward",6.17,La Liga,2023-2024
"507Yoel LagoCelta Vigo, 20, Defender",6.17,La Liga,2023-2024
"508Jhon SolísGirona, 20, Midfielder",6.17,La Liga,2023-2024
"509Chimy ÁvilaReal Betis, 31, AM(LR),FW",6.17,La Liga,2023-2024
"510Xeber AlkainDeportivo Alaves, 27, Forward",6.17,La Liga,2023-2024
"511Radamel FalcaoRayo Vallecano, 39, FW",6.16,La Liga,2023-2024
"512Pablo SáenzGranada, 23, Forward",6.16,La Liga,2023-2024
"513Arthur VermeerenAtletico, 20, DMC",6.16,La Liga,2023-2024
"514Carlos DotorCelta Vigo, 23, M(C)",6.16,La Liga,2023-2024
"515Jesús CoronaSevilla, 32, D(R),M(CLR),FW",6.15,La Liga,2023-2024
"516Salvi SánchezRayo Vallecano, 33, AM(R)",6.15,La Liga,2023-2024
"517Óscar MelendoGranada, 27, AM(CLR),FW",6.15,La Liga,2023-2024
"518Joan JordánSevilla, 30, M(C)",6.15,La Liga,2023-2024
"519Hannibal MejbriSevilla, 22, AM(C)",6.15,La Liga,2023-2024
"520Álex PozoAlmeria, 25, D(R),M(R)",6.14,La Liga,2023-2024
"511Radamel FalcaoRayo Vallecano, 39, FW",6.16,La Liga,2023-2024
"512Pablo SáenzGranada, 23, Forward",6.16,La Liga,2023-2024
"513Arthur VermeerenAtletico, 20, DMC",6.16,La Liga,2023-2024
"514Carlos DotorCelta Vigo, 23, M(C)",6.16,La Liga,2023-2024
"515Jesús CoronaSevilla, 32, D(R),M(CLR),FW",6.15,La Liga,2023-2024
"516Salvi SánchezRayo Vallecano, 33, AM(R)",6.15,La Liga,2023-2024
"517Óscar MelendoGranada, 27, AM(CLR),FW",6.15,La Liga,2023-2024
"518Joan JordánSevilla, 30, M(C)",6.15,La Liga,2023-2024
"519Hannibal MejbriSevilla, 22, AM(C)",6.15,La Liga,2023-2024
"520Álex PozoAlmeria, 25, D(R),M(R)",6.14,La Liga,2023-2024
"521Vitor RoqueBarcelona, 19, FW",6.14,La Liga,2023-2024
"522Benito RamírezLas Palmas, 29, Midfielder",6.14,La Liga,2023-2024
"523Cédric BakambuReal Betis, 33, AM(LR),FW",6.14,La Liga,2023-2024
"524Marc MartínezGranada, 34, Goalkeeper",6.14,La Liga,2023-2024
"525Asier OsambelaOsasuna, 20, Midfielder",6.14,La Liga,2023-2024
"526César TárregaValencia, 22, D(C)",6.14,La Liga,2023-2024
"527José CampañaLas Palmas, 31, M(CLR)",6.14,La Liga,2023-2024
"528Álex SolaReal Sociedad, 25, D(R),M(LR)",6.14,La Liga,2023-2024
"529Fabrizio AngileriGetafe, 30, D(L),M(L)",6.13,La Liga,2023-2024
"530Iñigo ArguibideOsasuna, 19, Midfielder",6.13,La Liga,2023-2024
"531Stefan LekovicVillarreal, 21, Defender",6.13,La Liga,2023-2024
"532Antonio PuertasGranada, 32, M(LR)",6.13,La Liga,2023-2024
"533Matías ArezoGranada, 22, Forward",6.12,La Liga,2023-2024
"534Tanguy NianzouSevilla, 22, D(C)",6.12,La Liga,2023-2024
"535Hugo GonzálezValencia, 22, Midfielder",6.12,La Liga,2023-2024
"536Daley SinkgravenLas Palmas, 29, D(L),M(CL)",6.11,La Liga,2023-2024
"537Mariano DíazSevilla, 31, FW",6.11,La Liga,2023-2024
"538Juan CruzReal Betis, 24, M(LR)",6.11,La Liga,2023-2024
"539Cristian HerreraLas Palmas, 33, FW",6.1,La Liga,2023-2024
"540Ansu FatiBarcelona, 22, AM(L),FW",6.1,La Liga,2023-2024
"541Darko BrasanacOsasuna, 33, M(CR)",6.1,La Liga,2023-2024
"542Njegos PetrovicGranada, 25, DMC",6.1,La Liga,2023-2024
"543Álvaro NegredoCadiz, 39, FW",6.1,La Liga,2023-2024
"544Mohamed-Ali ChoReal Sociedad, 21, AM(R),FW",6.09,La Liga,2023-2024
"545Alberto DadieReal Sociedad, 22, Forward",6.09,La Liga,2023-2024
"546Mamadou SyllaDeportivo Alaves, 30, AM(L),FW",6.09,La Liga,2023-2024
"547Fabio GonzálezLas Palmas, 28, Midfielder",6.09,La Liga,2023-2024
"548Toni VillaGirona, 30, AM(CLR)",6.09,La Liga,2023-2024
"549Manu BuenoSevilla, 20, Midfielder",6.09,La Liga,2023-2024
"550Jorge MorenoOsasuna, 23, Defender",6.08,La Liga,2023-2024
"551Victor ParadaDeportivo Alaves, 22, Defender",6.08,La Liga,2023-2024
"552Unai MarreroReal Sociedad, 23, Goalkeeper",6.07,La Liga,2023-2024
"553Domingos DuarteGetafe, 29, D(C)",6.07,La Liga,2023-2024
"554Shon WeissmanGranada, 29, FW",6.06,La Liga,2023-2024
"555Wilson ManafáGranada, 30, D(LR)",6.06,La Liga,2023-2024
