,Player Name,Rating,League,Season,Squad
2098,Robin Gosens,6.34,Serie A,2021-2022,Inter
2099,Fabio Quagliarella,6.34,Serie A,2021-2022,Sampdoria
2100,Álvaro Odriozola,6.34,Serie A,2021-2022,Fiorentina
2101,Gonzalo Escalante,6.34,Serie A,2021-2022,Lazio
2102,Jacopo Sala,6.34,Serie A,2021-2022,Spezia
2103,Alessandro Zanoli,6.34,Serie A,2021-2022,Napoli
2104,Lorenzo Venuti,6.34,Serie A,2021-2022,Fiorentina
2105,Andrea Petagna,6.34,Serie A,2021-2022,Napoli
2106,Matías Vecino,6.33,Serie A,2021-2022,Inter
2107,Michel Aebischer,6.33,Serie A,2021-2022,Bologna
2108,Fabio Depaoli,6.33,Serie A,2021-2022,Verona
2109,Tyronne Ebuehi,6.33,Serie A,2021-2022,Venezia
2110,Yayah Kallon,6.33,Serie A,2021-2022,Genoa
2111,Ebrima Colley,6.33,Serie A,2021-2022,Spezia
2112,Moise Kean,6.33,Serie A,2021-2022,Juventus
2113,Luis Binks,6.33,Serie A,2021-2022,Bologna
2114,Caleb Ekuban,6.33,Serie A,2021-2022,Genoa
2115,Stefano Sturaro,6.33,Serie A,2021-2022,Genoa
2116,Andrea Conti,6.32,Serie A,2021-2022,Sampdoria
2117,Liberato Cacace,6.32,Serie A,2021-2022,Empoli
2118,M Bala Nzola,6.32,Serie A,2021-2022,Spezia
2119,Leo Stulac,6.32,Serie A,2021-2022,Empoli
2120,Mitchell Dijks,6.32,Serie A,2021-2022,Bologna
2121,Bosko Sutalo,6.31,Serie A,2021-2022,Verona
2122,Ebrima Darboe,6.31,Serie A,2021-2022,Roma
2123,Abdoulaye Touré,6.31,Serie A,2021-2022,Genoa
2124,Ivor Pandur,6.31,Serie A,2021-2022,Verona
2125,Jens Stryger Larsen,6.31,Serie A,2021-2022,Udinese
2126,Karol Linetty,6.3,Serie A,2021-2022,Torino
2127,Tiémoué BakayokoA,6.3,Serie A,2021-2022,C Milan
2128,Andreas Skov Olsen,6.3,Serie A,2021-2022,Bologna
2129,Carlo Pinsoglio,6.3,Serie A,2021-2022,Juventus
2130,Mato Jajalo,6.3,Serie A,2021-2022,Udinese
2131,Pasquale Mazzocchi,6.3,Serie A,2021-2022,Venezia
2132,Kevin Strootman,6.29,Serie A,2021-2022,Cagliari
2133,Amadou Diawara,6.29,Serie A,2021-2022,Roma
2134,José Callejón,6.29,Serie A,2021-2022,Fiorentina
2135,Albert Gudmundsson,6.29,Serie A,2021-2022,Genoa
2136,Kristoffer Askildsen,6.29,Serie A,2021-2022,Sampdoria
2137,Keita Baldé,6.29,Serie A,2021-2022,Cagliari
2138,Andrea Masiello,6.29,Serie A,2021-2022,Genoa
2139,Pablo Galdames,6.29,Serie A,2021-2022,Genoa
2140,Radu Dragusin,6.29,Serie A,2021-2022,Salernitana
2141,Ruan Tressoldi,6.28,Serie A,2021-2022,Sassuolo
2142,Diego Perotti,6.28,Serie A,2021-2022,Salernitana
2143,Andrea Schiavone,6.28,Serie A,2021-2022,Salernitana
2144,Faouzi Ghoulam,6.28,Serie A,2021-2022,Napoli
2145,Francesco Di Mariano,6.28,Serie A,2021-2022,Venezia
2146,Marko Rog,6.28,Serie A,2021-2022,Cagliari
2147,Viktor Kovalenko,6.28,Serie A,2021-2022,Spezia
2148,Matheus Henrique,6.28,Serie A,2021-2022,Sassuolo
2149,Filippo Melegoni,6.28,Serie A,2021-2022,Genoa
2150,Gianluca Gaetano,6.28,Serie A,2021-2022,Napoli
2151,Francesco Di Tacchio,6.27,Serie A,2021-2022,Salernitana
2152,Patrick Cutrone,6.27,Serie A,2021-2022,Empoli
2153,Riccardo Calafiori,6.27,Serie A,2021-2022,Roma
2154,Kevin Malcuit,6.27,Serie A,2021-2022,Napoli
2155,Grégoire Defrel,6.27,Serie A,2021-2022,Sassuolo
2156,Andrei Motoc,6.27,Serie A,2021-2022,Salernitana
2157,Toma Basic,6.27,Serie A,2021-2022,Lazio
2158,Aleksa Terzic,6.27,Serie A,2021-2022,Fiorentina
2159,Mert etin,6.27,Serie A,2021-2022,Verona
2160,Demba Seck,6.26,Serie A,2021-2022,Torino
2161,Stefan Radu,6.26,Serie A,2021-2022,Lazio
2162,Riccardo Fiamozzi,6.26,Serie A,2021-2022,Empoli
2163,Jean-Daniel Akpa Akpro,6.26,Serie A,2021-2022,Lazio
2164,Riccardo Marchizza,6.26,Serie A,2021-2022,Empoli
2165,Radu Dragusin,6.26,Serie A,2021-2022,Sampdoria
2166,Marvin Zeegelaar,6.25,Serie A,2021-2022,Udinese
2167,Hilmir Mikaelsson,6.25,Serie A,2021-2022,Venezia
2168,Daan Heymans,6.25,Serie A,2021-2022,Venezia
2169,Nikola Kalinic,6.25,Serie A,2021-2022,Verona
2170,Martín Cáceres,6.25,Serie A,2021-2022,Cagliari
2171,Joel Obi,6.25,Serie A,2021-2022,Salernitana
2172,Dor Peretz,6.25,Serie A,2021-2022,Venezia
2173,Pepe Reina,6.25,Serie A,2021-2022,Lazio
2174,Emanuel Vignato,6.25,Serie A,2021-2022,Bologna
2175,Stefano Okaka,6.25,Serie A,2021-2022,Udinese
2176,Tomás Rincón,6.24,Serie A,2021-2022,Torino
2177,Stefano Sensi,6.24,Serie A,2021-2022,Inter
2178,Dennis Johnsen,6.24,Serie A,2021-2022,Venezia
2179,Daniel Bessa,6.24,Serie A,2021-2022,Verona
2180,Janis Antiste,6.24,Serie A,2021-2022,Spezia
2181,Ben Kone,6.23,Serie A,2021-2022,Torino
2182,Daniel MaldiniA,6.23,Serie A,2021-2022,C Milan
2183,Niklas Pyyhtiä,6.22,Serie A,2021-2022,Bologna
2184,Pietro PellegriA,6.22,Serie A,2021-2022,C Milan
2185,Jean-Pierre Nsame,6.22,Serie A,2021-2022,Venezia
2186,Brandon Soppy,6.22,Serie A,2021-2022,Udinese
2187,Aleksandar Kolarov,6.22,Serie A,2021-2022,Inter
2188,Filip Benkovic,6.22,Serie A,2021-2022,Udinese
2189,Francesco Forte,6.22,Serie A,2021-2022,Venezia
2190,Federico Santander,6.21,Serie A,2021-2022,Bologna
2191,Suf Podgoreanu,6.21,Serie A,2021-2022,Spezia
2192,Jeroen Zoet,6.21,Serie A,2021-2022,Spezia
2193,Tanner Tessmann,6.21,Serie A,2021-2022,Venezia
2194,Felix Afena-GyanRoma,6.21,Serie A,2021-2022,
2195,Vanja Milinkovic-SavicTorino,6.21,Serie A,2021-2022,
2196,Valerio Verre,6.2,Serie A,2021-2022,Sampdoria
2197,Nicola Bagnolini,6.2,Serie A,2021-2022,Bologna
2198,Riccardo Ciervo,6.2,Serie A,2021-2022,Sampdoria
2199,Simy,6.2,Serie A,2021-2022,Salernitana
2200,Martin Hongla,6.2,Serie A,2021-2022,Verona
2201,Michael Svoboda,6.19,Serie A,2021-2022,Venezia
2202,Mattia Zanotti,6.19,Serie A,2021-2022,Inter
2203,Flavio Bianchi,6.18,Serie A,2021-2022,Genoa
2204,Simone Pafundi,6.18,Serie A,2021-2022,Udinese
2205,Matija Nastasic,6.18,Serie A,2021-2022,Fiorentina
2206,Goran Pandev,6.17,Serie A,2021-2022,Genoa
2207,Ebenezer Annan,6.17,Serie A,2021-2022,Bologna
2208,Matteo Cancellieri,6.17,Serie A,2021-2022,Verona
2209,Ronaldo Vieira,6.16,Serie A,2021-2022,Sampdoria
2210,Nani,6.16,Serie A,2021-2022,Venezia
2211,Alassane Sidibe,6.16,Serie A,2021-2022,Atalanta
2212,Tommaso Baldanzi,6.16,Serie A,2021-2022,Empoli
2213,Matteo Ruggeri,6.16,Serie A,2021-2022,Salernitana
2214,André Anderson,6.16,Serie A,2021-2022,Lazio
2215,Pawel Jaroszynski,6.15,Serie A,2021-2022,Salernitana
2216,Nicola Murru,6.15,Serie A,2021-2022,Sampdoria
2217,Gabriele Zappa,6.15,Serie A,2021-2022,Cagliari
2218,Hernani,6.15,Serie A,2021-2022,Genoa
2219,Luka Romero,6.15,Serie A,2021-2022,Lazio
2220,Kaio Jorge,6.14,Serie A,2021-2022,Juventus
2221,Filippo Terracciano,6.14,Serie A,2021-2022,Verona
2222,Panagiotis Retsos,6.14,Serie A,2021-2022,Verona
2223,Aurélien Nguiamba,6.13,Serie A,2021-2022,Spezia
2224,Simone Zaza,6.13,Serie A,2021-2022,Torino
2225,Pietro Pellegri,6.12,Serie A,2021-2022,Torino
2226,Raúl Moro,6.12,Serie A,2021-2022,Lazio
2227,Edoardo Bove,6.12,Serie A,2021-2022,Roma
2228,Marco Benassi,6.12,Serie A,2021-2022,Empoli
2229,Roberto Piccoli,6.12,Serie A,2021-2022,Atalanta
2230,Alessandro Russo,6.12,Serie A,2021-2022,Salernitana
2231,Axel Tuanzebe,6.12,Serie A,2021-2022,Napoli
2232,Bryan Reynolds,6.12,Serie A,2021-2022,Roma
2233,Francesco Cassata,6.12,Serie A,2021-2022,Genoa
2234,Giorgio Cittadini,6.12,Serie A,2021-2022,Atalanta
2235,Julian Kristoffersen,6.12,Serie A,2021-2022,Salernitana
2236,Borja Mayoral,6.12,Serie A,2021-2022,Roma
2237,Wajdi Kechrida,6.12,Serie A,2021-2022,Salernitana
2238,Roberto Piccoli,6.12,Serie A,2021-2022,Genoa
2239,Diego Falcinelli,6.11,Serie A,2021-2022,Bologna
2240,Abdou Harroui,6.11,Serie A,2021-2022,Sassuolo
2241,Leonardo Mancuso,6.11,Serie A,2021-2022,Empoli
2242,David Schnegg,6.11,Serie A,2021-2022,Venezia
2243,Mateusz Praszelik,6.11,Serie A,2021-2022,Verona
2244,Eddie Salcedo,6.1,Serie A,2021-2022,Spezia
2245,Sam Lammers,6.1,Serie A,2021-2022,Atalanta
2246,Nicolas Viola,6.1,Serie A,2021-2022,Bologna
2247,Sydney van Hooijdonk,6.1,Serie A,2021-2022,Bologna
2248,Gianluca Frabotta,6.1,Serie A,2021-2022,Verona
2249,Marco Benassi,6.09,Serie A,2021-2022,Fiorentina
2250,Federico Peluso,6.09,Serie A,2021-2022,Sassuolo
2251,Valerio Verre,6.08,Serie A,2021-2022,Empoli
2252,Mikael,6.08,Serie A,2021-2022,Salernitana
2253,Andrea ContiA,6.08,Serie A,2021-2022,C Milan
2254,Tommaso De Nipoti,6.08,Serie A,2021-2022,Atalanta
2255,Brian Oddei,6.08,Serie A,2021-2022,Sassuolo
2256,Aaron Ramsey,6.07,Serie A,2021-2022,Juventus
2257,Issa Bah,6.07,Serie A,2021-2022,Venezia
2258,Luca StangaA,6.07,Serie A,2021-2022,C Milan
2259,Martín Satriano,6.07,Serie A,2021-2022,Inter
2260,Vedat Muriqi,6.06,Serie A,2021-2022,Lazio
2261,Daniele Baselli,6.05,Serie A,2021-2022,Torino
2262,Francesco Magnanelli,6.05,Serie A,2021-2022,Sassuolo
2263,Stefano Sabelli,6.05,Serie A,2021-2022,Genoa
2264,Leonardo Capezzi,6.05,Serie A,2021-2022,Salernitana
2265,Ibrahima Mbaye,6.04,Serie A,2021-2022,Bologna
2266,Denis Vavro,6.04,Serie A,2021-2022,Lazio
2267,Petar Zovko,6.04,Serie A,2021-2022,Spezia
2268,Simone Trimboli,6.04,Serie A,2021-2022,Sampdoria
2269,Bjarki Bjarkason,6.03,Serie A,2021-2022,Venezia
2270,Gerard Yepes,6.03,Serie A,2021-2022,Sampdoria
2271,Valon Behrami,6.03,Serie A,2021-2022,Genoa
2272,Valentin Mihaila,6.03,Serie A,2021-2022,Atalanta
2273,Christian Oliva,6.03,Serie A,2021-2022,Cagliari
2274,Diego Farias,6.02,Serie A,2021-2022,Cagliari
2275,Antonio Raimondo,6.02,Serie A,2021-2022,Bologna
2276,Arnór Sigurdsson,6.02,Serie A,2021-2022,Venezia
2277,Nicolas Galazzi,6.02,Serie A,2021-2022,Venezia
2278,Fabio Depaoli,6.02,Serie A,2021-2022,Sampdoria
2279,Maximilian Ullmann,6.02,Serie A,2021-2022,Venezia
2280,Lys Mousset,6.02,Serie A,2021-2022,Salernitana
2281,Ernesto Torregrossa,6.02,Serie A,2021-2022,Sampdoria
2282,Aleksander Buksa,6.02,Serie A,2021-2022,Genoa
2283,Magnus Warming,6.01,Serie A,2021-2022,Torino
2284,Aleksandr Kokorin,6.01,Serie A,2021-2022,Fiorentina
2285,Felipe Caicedo,6.0,Serie A,2021-2022,Inter
2286,Damir Ceter,6.0,Serie A,2021-2022,Cagliari
2287,Daniel Fuzato,6.0,Serie A,2021-2022,Roma
2288,Dimitris Keramitsis,6.0,Serie A,2021-2022,Roma
2289,Edoardo Goldaniga,6.0,Serie A,2021-2022,Sassuolo
2290,Riccardo Pinzi,6.0,Serie A,2021-2022,Udinese
2291,Edoardo Vergani,6.0,Serie A,2021-2022,Salernitana
2292,Christos Kourfalidis,6.0,Serie A,2021-2022,Cagliari
2293,Matías Soulé,6.0,Serie A,2021-2022,Juventus
2294,Patrick Leal,5.99,Serie A,2021-2022,Venezia
2295,Sebastien De Maio,5.99,Serie A,2021-2022,Udinese
2296,Riccardo Calafiori,5.99,Serie A,2021-2022,Genoa
2297,Cristiano Ronaldo,5.98,Serie A,2021-2022,Juventus
2298,Giovanni Simeone,5.98,Serie A,2021-2022,Cagliari
2299,Luca Gagliano,5.98,Serie A,2021-2022,Cagliari
2300,Filippo Delli Carri,5.97,Serie A,2021-2022,Salernitana
2301,Filippo Distefano,5.97,Serie A,2021-2022,Fiorentina
2302,Mario Perrone,5.97,Serie A,2021-2022,Salernitana
2303,Samuel Mráz,5.94,Serie A,2021-2022,Spezia
2304,Emil Ceïde,5.93,Serie A,2021-2022,Sassuolo
2305,Giovanni Crociata,5.93,Serie A,2021-2022,Empoli
2306,Sebastian Giovinco,5.93,Serie A,2021-2022,Sampdoria
2307,Andrea Favilli,5.92,Serie A,2021-2022,Genoa
2308,Samuel Di Carmine,5.92,Serie A,2021-2022,Verona
2309,Vladyslav Supryaga,5.92,Serie A,2021-2022,Sampdoria
2310,Luka Bogdan,5.92,Serie A,2021-2022,Salernitana
2311,Nicola Ravaglia,5.91,Serie A,2021-2022,Sampdoria
2312,Marley Aké,5.9,Serie A,2021-2022,Juventus
2313,Frédéric Veseli,5.88,Serie A,2021-2022,Salernitana
2314,Laurens Serpe,5.87,Serie A,2021-2022,Genoa
2315,Martin Palumbo,5.86,Serie A,2021-2022,Juventus
2316,Luca Vignali,5.86,Serie A,2021-2022,Spezia
2317,Vincenzo Fiorillo,5.7,Serie A,2021-2022,Salernitana
2318,Ramzi Aya,5.31,Serie A,2021-2022,Salernitana
2319,Gianluca Pegolo,5.0,Serie A,2021-2022,Sassuolo
2320,Andrei Radu,4.9,Serie A,2021-2022,Inter
2321,Kylian Mbappé,8.04,Ligue 1,2021-2022,Paris S-G
2322,Andy Delort,7.82,Ligue 1,2021-2022,Montpellier
2323,Lionel Messi,7.77,Ligue 1,2021-2022,Paris S-G
2324,Neymar,7.65,Ligue 1,2021-2022,Paris S-G
2325,Tetê,7.48,Ligue 1,2021-2022,Lyon
2326,Gaëtan Laborde,7.47,Ligue 1,2021-2022,Montpellier
2327,Benjamin Bourigeaud,7.44,Ligue 1,2021-2022,Rennes
2328,Dimitri Payet,7.44,Ligue 1,2021-2022,Marseille
2329,Martin Terrier,7.41,Ligue 1,2021-2022,Rennes
2330,Téji Savanier,7.4,Ligue 1,2021-2022,Montpellier
2331,Moustapha Mbow,7.33,Ligue 1,2021-2022,Reims
2332,Aurélien Tchouaméni,7.32,Ligue 1,2021-2022,Monaco
2333,Sofiane Boufal,7.27,Ligue 1,2021-2022,Angers
2334,Danilo Barbosa,7.26,Ligue 1,2021-2022,Nice
2335,Lucas Paquetá,7.24,Ligue 1,2021-2022,Lyon
2336,Jonathan Clauss,7.22,Ligue 1,2021-2022,Lens
2337,Marco Verratti,7.21,Ligue 1,2021-2022,Paris S-G
2338,Bruno Guimarães,7.21,Ligue 1,2021-2022,Lyon
2339,Moussa Dembélé,7.21,Ligue 1,2021-2022,Lyon
2340,Romain Faivre,7.2,Ligue 1,2021-2022,Brest
2341,Ángel Di María,7.17,Ligue 1,2021-2022,Paris S-G
2342,Karl Toko-EkambiLyon,7.15,Ligue 1,2021-2022,
2343,Gaëtan Laborde,7.14,Ligue 1,2021-2022,Rennes
2344,Andrei Girotto,7.13,Ligue 1,2021-2022,Nantes
2345,Franck Honorat,7.13,Ligue 1,2021-2022,Brest
2346,Andy Delort,7.09,Ligue 1,2021-2022,Nice
2347,Marcin Bulka,7.08,Ligue 1,2021-2022,Nice
2348,Youcef Atal,7.08,Ligue 1,2021-2022,Nice
2349,Lovro Majer,7.06,Ligue 1,2021-2022,Rennes
2350,Ludovic Ajorque,7.05,Ligue 1,2021-2022,Strasbourg
2351,Wissam Ben Yedder,7.04,Ligue 1,2021-2022,Monaco
2352,Kiki Kouyaté,7.04,Ligue 1,2021-2022,Metz
2353,Frédéric Guilbert,7.04,Ligue 1,2021-2022,Strasbourg
2354,Romain Faivre,7.03,Ligue 1,2021-2022,Lyon
2355,Marcelo,7.02,Ligue 1,2021-2022,Lyon
2356,Amine Gouiri,7.01,Ligue 1,2021-2022,Nice
2357,Moses Simon,7.01,Ligue 1,2021-2022,Nantes
2358,Randal Kolo Muani,7.01,Ligue 1,2021-2022,Nantes
2359,Hamari Traoré,7.0,Ligue 1,2021-2022,Rennes
2360,Kamaldeen Sulemana,7.0,Ligue 1,2021-2022,Rennes
2361,Lenny Lacroix,7.0,Ligue 1,2021-2022,Metz
2362,Benjamin André,6.99,Ligue 1,2021-2022,Lille
2363,Jimmy Cabot,6.99,Ligue 1,2021-2022,Angers
2364,Florian Sotoca,6.99,Ligue 1,2021-2022,Lens
2365,Florian Tardieu,6.98,Ligue 1,2021-2022,Troyes
2366,Marshall Munetsi,6.95,Ligue 1,2021-2022,Reims
2367,Adrien Thomasson,6.94,Ligue 1,2021-2022,Strasbourg
2368,Seko Fofana,6.94,Ligue 1,2021-2022,Lens
2369,Abdoulaye Bakayoko,6.94,Ligue 1,2021-2022,Saint Etienne
2370,Simon Banza,6.94,Ligue 1,2021-2022,Lens
2371,Ludovic Blas,6.94,Ligue 1,2021-2022,Nantes
2372,Cheick Doucouré,6.94,Ligue 1,2021-2022,Lens
2373,Abdou Diallo,6.93,Ligue 1,2021-2022,Paris S-G
2374,Houssem Aouar,6.93,Ligue 1,2021-2022,Lyon
2375,Jonas Omlin,6.93,Ligue 1,2021-2022,Montpellier
2376,Danilo Pereira,6.93,Ligue 1,2021-2022,Paris S-G
2377,Achraf Hakimi,6.93,Ligue 1,2021-2022,Paris S-G
2378,Fabien Centonze,6.92,Ligue 1,2021-2022,Metz
2379,Emerson,6.91,Ligue 1,2021-2022,Lyon
2380,Boubacar Kamara,6.91,Ligue 1,2021-2022,Marseille
2381,Sofiane Diop,6.9,Ligue 1,2021-2022,Monaco
2382,Flavien Tait,6.9,Ligue 1,2021-2022,Rennes
2383,Steve Mounié,6.89,Ligue 1,2021-2022,Brest
2384,Sergio Rico,6.89,Ligue 1,2021-2022,Paris S-G
2385,Melvin Bard,6.89,Ligue 1,2021-2022,Nice
2386,Gerson,6.89,Ligue 1,2021-2022,Marseille
2387,Nayef Aguerd,6.88,Ligue 1,2021-2022,Rennes
2388,Dénis Bouanga,6.88,Ligue 1,2021-2022,Saint Etienne
2389,William Saliba,6.87,Ligue 1,2021-2022,Marseille
2390,Mattéo Guendouzi,6.87,Ligue 1,2021-2022,Marseille
2391,Jean-Clair Todibo,6.87,Ligue 1,2021-2022,Nice
2392,Brendan Chardonnet,6.87,Ligue 1,2021-2022,Brest
2393,Steve Mandanda,6.87,Ligue 1,2021-2022,Marseille
2394,Anthony Mandréa,6.87,Ligue 1,2021-2022,Angers
2395,Idrissa Gueye,6.86,Ligue 1,2021-2022,Paris S-G
2396,Marquinhos,6.86,Ligue 1,2021-2022,Paris S-G
2397,Youcef Belaïli,6.86,Ligue 1,2021-2022,Brest
2398,Christopher Wooh,6.85,Ligue 1,2021-2022,Lens
2399,Valentin Rongier,6.85,Ligue 1,2021-2022,Marseille
2400,Predrag Rajkovic,6.85,Ligue 1,2021-2022,Reims
2401,Renato Sanches,6.85,Ligue 1,2021-2022,Lille
2402,Azor Matusiwa,6.84,Ligue 1,2021-2022,Reims
2403,Jonathan Gradit,6.84,Ligue 1,2021-2022,Lens
2404,Ruben Aguilar,6.84,Ligue 1,2021-2022,Monaco
2405,Ander Herrera,6.84,Ligue 1,2021-2022,Paris S-G
2406,Hugo Ekitiké,6.83,Ligue 1,2021-2022,Reims
2407,Julien Laporte,6.83,Ligue 1,2021-2022,Lorient
2408,Mohamed Bayo,6.83,Ligue 1,2021-2022,Clermont Foot
2409,Ghislain Konan,6.83,Ligue 1,2021-2022,Reims
2410,Sven Botman,6.83,Ligue 1,2021-2022,Lille
2411,Baptiste Santamaría,6.83,Ligue 1,2021-2022,Rennes
2412,Cengiz nder,6.82,Ligue 1,2021-2022,Marseille
2413,Xherdan Shaqiri,6.82,Ligue 1,2021-2022,Lyon
2414,Reinildo,6.81,Ligue 1,2021-2022,Lille
2415,Jean Onana,6.81,Ligue 1,2021-2022,Bordeaux
2416,Eiji Kawashima,6.81,Ligue 1,2021-2022,Strasbourg
2417,Aleksandr Golovin,6.81,Ligue 1,2021-2022,Monaco
2418,Angelo Fulgini,6.81,Ligue 1,2021-2022,Angers
2419,Nicolas de Préville,6.8,Ligue 1,2021-2022,Metz
2420,Rominigue Kouamé,6.8,Ligue 1,2021-2022,Troyes
2421,Luan Peres,6.8,Ligue 1,2021-2022,Marseille
2422,Ronaël Pierre-GabrielBrest,6.8,Ligue 1,2021-2022,
2423,Justin Kluivert,6.79,Ligue 1,2021-2022,Nice
2424,Mario Lemina,6.79,Ligue 1,2021-2022,Nice
2425,Vanderson,6.79,Ligue 1,2021-2022,Monaco
2426,Ryad Boudebouz,6.79,Ligue 1,2021-2022,Saint Etienne
2427,Steven Fortès,6.79,Ligue 1,2021-2022,Lens
2428,Kevin Volland,6.79,Ligue 1,2021-2022,Monaco
2429,Ibrahima Sissoko,6.79,Ligue 1,2021-2022,Strasbourg
2430,Walter Benítez,6.79,Ligue 1,2021-2022,Nice
2431,Romain Thomas,6.78,Ligue 1,2021-2022,Angers
2432,Keylor Navas,6.78,Ligue 1,2021-2022,Paris S-G
2433,Sergio Ramos,6.78,Ligue 1,2021-2022,Paris S-G
2434,Laurent Abergel,6.78,Ligue 1,2021-2022,Lorient
2435,Sanjin Prcic,6.77,Ligue 1,2021-2022,Strasbourg
2436,Mahdi Camara,6.77,Ligue 1,2021-2022,Saint Etienne
2437,Alban Lafont,6.77,Ligue 1,2021-2022,Nantes
2438,Kevin Danso,6.77,Ligue 1,2021-2022,Lens
2439,Castello Lukeba,6.77,Ligue 1,2021-2022,Lyon
2440,Fali Candé,6.77,Ligue 1,2021-2022,Metz
2441,Benoît Badiashile,6.77,Ligue 1,2021-2022,Monaco
2442,Maxime Le Marchand,6.77,Ligue 1,2021-2022,Strasbourg
2443,Giulian Biancone,6.77,Ligue 1,2021-2022,Troyes
2444,Gelson Martins,6.77,Ligue 1,2021-2022,Monaco
2445,Nabil Bentaleb,6.76,Ligue 1,2021-2022,Angers
2446,Presnel Kimpembe,6.76,Ligue 1,2021-2022,Paris S-G
2447,Quentin Merlin,6.76,Ligue 1,2021-2022,Nantes
2448,Wout Faes,6.76,Ligue 1,2021-2022,Reims
2449,Yunis Abdelhamid,6.76,Ligue 1,2021-2022,Reims
2450,Dimitri Liénard,6.76,Ligue 1,2021-2022,Strasbourg
2451,Rafinha,6.75,Ligue 1,2021-2022,Paris S-G
2452,Przemyslaw Frankowski,6.75,Ligue 1,2021-2022,Lens
2453,Matthieu Udol,6.75,Ligue 1,2021-2022,Metz
2454,Alexander Djiku,6.74,Ligue 1,2021-2022,Strasbourg
2455,Wahbi Khazri,6.74,Ligue 1,2021-2022,Saint Etienne
2456,Enzo Le Fée,6.74,Ligue 1,2021-2022,Lorient
2457,Anthony Lopes,6.74,Ligue 1,2021-2022,Lyon
2458,Jordan Amavi,6.74,Ligue 1,2021-2022,Nice
2459,Caio Henrique,6.74,Ligue 1,2021-2022,Monaco
2460,Leandro Paredes,6.73,Ligue 1,2021-2022,Paris S-G
2461,Guillermo Maripán,6.73,Ligue 1,2021-2022,Monaco
2462,Saïdou Sow,6.73,Ligue 1,2021-2022,Saint Etienne
2463,Armand Laurienté,6.73,Ligue 1,2021-2022,Lorient
2464,Arbër Zeneli,6.73,Ligue 1,2021-2022,Reims
2465,Anthony Caci,6.73,Ligue 1,2021-2022,Strasbourg
2466,Jonathan David,6.73,Ligue 1,2021-2022,Lille
2467,Zeki elik,6.73,Ligue 1,2021-2022,Lille
2468,Maxence Caqueret,6.73,Ligue 1,2021-2022,Lyon
2469,Tiago Djaló,6.73,Ligue 1,2021-2022,Lille
2470,Alexis Flips,6.73,Ligue 1,2021-2022,Reims
2471,Amine Harit,6.73,Ligue 1,2021-2022,Marseille
2472,Christophe Hérelle,6.73,Ligue 1,2021-2022,Brest
2473,Youssouf Fofana,6.72,Ligue 1,2021-2022,Monaco
2474,Jean-Charles Castelletto,6.72,Ligue 1,2021-2022,Nantes
2475,Wylan Cyprien,6.72,Ligue 1,2021-2022,Nantes
2476,Thomas Mangani,6.72,Ligue 1,2021-2022,Angers
2477,Fodé Doucouré,6.71,Ligue 1,2021-2022,Reims
2478,Dante,6.71,Ligue 1,2021-2022,Nice
2479,Stephy Mavididi,6.71,Ligue 1,2021-2022,Montpellier
2480,Nicolas Pallois,6.71,Ligue 1,2021-2022,Nantes
2481,Thomas Monconduit,6.71,Ligue 1,2021-2022,Lorient
2482,Gerzino Nyamsi,6.7,Ligue 1,2021-2022,Strasbourg
2483,Jean-Ricner Bellegarde,6.7,Ligue 1,2021-2022,Strasbourg
2484,José Fonte,6.7,Ligue 1,2021-2022,Lille
2485,Axel Disasi,6.7,Ligue 1,2021-2022,Monaco
2486,Habib Diallo,6.7,Ligue 1,2021-2022,Strasbourg
2487,Juan Bernat,6.69,Ligue 1,2021-2022,Paris S-G
2488,Arnaud Kalimuendo,6.69,Ligue 1,2021-2022,Lens
2489,Gianluigi Donnarumma,6.69,Ligue 1,2021-2022,Paris S-G
2490,Josuha Guilavogui,6.69,Ligue 1,2021-2022,Bordeaux
2491,Jonathan Bamba,6.69,Ligue 1,2021-2022,Lille
2492,Kalifa Coulibaly,6.69,Ligue 1,2021-2022,Nantes
2493,Pedro Chirivella,6.69,Ligue 1,2021-2022,Nantes
2494,Jérémy Doku,6.68,Ligue 1,2021-2022,Rennes
2495,Julian Pollersbeck,6.68,Ligue 1,2021-2022,Lyon
2496,Lucas Perrin,6.68,Ligue 1,2021-2022,Strasbourg
2497,Pablo Rosario,6.68,Ligue 1,2021-2022,Nice
2498,Malo Gusto,6.68,Ligue 1,2021-2022,Lyon
2499,Mamadou Sakho,6.68,Ligue 1,2021-2022,Montpellier
2500,Lucien Agoumé,6.67,Ligue 1,2021-2022,Brest
2501,Vital N Simba,6.67,Ligue 1,2021-2022,Clermont Foot
2502,Akim Zedadka,6.67,Ligue 1,2021-2022,Clermont Foot
2503,Nuno Mendes,6.67,Ligue 1,2021-2022,Paris S-G
2504,Jason Denayer,6.67,Ligue 1,2021-2022,Lyon
2505,Vincent Pajot,6.67,Ligue 1,2021-2022,Metz
2506,Rémy Cabella,6.67,Ligue 1,2021-2022,Montpellier
2507,Tanguy Ndombélé,6.67,Ligue 1,2021-2022,Lyon
2508,Facundo Medina,6.67,Ligue 1,2021-2022,Lens
2509,Xeka,6.66,Ligue 1,2021-2022,Lille
2510,Yacine Adli,6.66,Ligue 1,2021-2022,Bordeaux
2511,Danylo Ihnatenko,6.66,Ligue 1,2021-2022,Bordeaux
2512,Léo Jardim,6.66,Ligue 1,2021-2022,Lille
