,Player Name,Rating,League,Season,Squad
1703,Arthur Vermeeren,6.16,La Liga,2023-2024,Atletico
1704,Carlos Dotor,6.16,La Liga,2023-2024,Celta Vigo
1705,Jesús Corona,6.15,La Liga,2023-2024,Sevilla
1706,Salvi Sánchez,6.15,La Liga,2023-2024,Rayo Vallecano
1707,Óscar Melendo,6.15,La Liga,2023-2024,Granada
1708,Joan Jordán,6.15,La Liga,2023-2024,Sevilla
1709,Hannibal Mejbri,6.15,La Liga,2023-2024,Sevilla
1710,Álex Pozo,6.14,La Liga,2023-2024,Almeria
1711,Vitor Roque,6.14,La Liga,2023-2024,Barcelona
1712,Benito Ramírez,6.14,La Liga,2023-2024,Las Palmas
1713,Cédric Bakambu,6.14,La Liga,2023-2024,Real Betis
1714,Marc Martínez,6.14,La Liga,2023-2024,Granada
1715,Asier Osambela,6.14,La Liga,2023-2024,Osasuna
1716,César Tárrega,6.14,La Liga,2023-2024,Valencia
1717,José Campaña,6.14,La Liga,2023-2024,Las Palmas
1718,Álex Sola,6.14,La Liga,2023-2024,Real Sociedad
1719,Fabrizio Angileri,6.13,La Liga,2023-2024,Getafe
1720,Iñigo Arguibide,6.13,La Liga,2023-2024,Osasuna
1721,Stefan Lekovic,6.13,La Liga,2023-2024,Villarreal
1722,Antonio Puertas,6.13,La Liga,2023-2024,Granada
1723,Matías Arezo,6.12,La Liga,2023-2024,Granada
1724,Tanguy Nianzou,6.12,La Liga,2023-2024,Sevilla
1725,Hugo González,6.12,La Liga,2023-2024,Valencia
1726,Daley Sinkgraven,6.11,La Liga,2023-2024,Las Palmas
1727,Mariano Díaz,6.11,La Liga,2023-2024,Sevilla
1728,Juan Cruz,6.11,La Liga,2023-2024,Real Betis
1729,Cristian Herrera,6.1,La Liga,2023-2024,Las Palmas
1730,Ansu Fati,6.1,La Liga,2023-2024,Barcelona
1731,Darko Brasanac,6.1,La Liga,2023-2024,Osasuna
1732,Njegos Petrovic,6.1,La Liga,2023-2024,Granada
1733,Álvaro Negredo,6.1,La Liga,2023-2024,Cadiz
1734,Mohamed-Ali Cho,6.09,La Liga,2023-2024,Real Sociedad
1735,Alberto Dadie,6.09,La Liga,2023-2024,Real Sociedad
1736,Mamadou Sylla,6.09,La Liga,2023-2024,Deportivo Alaves
1737,Fabio González,6.09,La Liga,2023-2024,Las Palmas
1738,Toni Villa,6.09,La Liga,2023-2024,Girona
1739,Manu Bueno,6.09,La Liga,2023-2024,Sevilla
1740,Jorge Moreno,6.08,La Liga,2023-2024,Osasuna
1741,Victor Parada,6.08,La Liga,2023-2024,Deportivo Alaves
1742,Unai Marrero,6.07,La Liga,2023-2024,Real Sociedad
1743,Domingos Duarte,6.07,La Liga,2023-2024,Getafe
1744,Shon Weissman,6.06,La Liga,2023-2024,Granada
1745,Wilson Manafá,6.06,La Liga,2023-2024,Granada
1746,Lázaro,6.06,La Liga,2023-2024,Almeria
1747,José Mari Martín,6.05,La Liga,2023-2024,Cadiz
1748,Nico Paz,6.05,La Liga,2023-2024,Real Madrid
1749,Ibrahima Koné,6.05,La Liga,2023-2024,Almeria
1750,José Pozo,6.05,La Liga,2023-2024,Rayo Vallecano
1751,Etta Eyong,6.05,La Liga,2023-2024,Cadiz
1752,Jastin García,6.05,La Liga,2023-2024,Girona
1753,Mikel Jauregizar,6.04,La Liga,2023-2024,Athletic Club
1754,Miguel Rodríguez,6.04,La Liga,2023-2024,Celta Vigo
1755,Diego Mariño,6.04,La Liga,2023-2024,Almeria
1756,Federico Gattoni,6.04,La Liga,2023-2024,Sevilla
1757,Ben Brereton,6.04,La Liga,2023-2024,Villarreal
1758,Javier Rueda,6.03,La Liga,2023-2024,Celta Vigo
1759,Max Svensson,6.03,La Liga,2023-2024,Osasuna
1760,Milutin Osmajic,6.03,La Liga,2023-2024,Cadiz
1761,Santiago García,6.03,La Liga,2023-2024,Getafe
1762,Martin Hongla,6.03,La Liga,2023-2024,Granada
1763,Alejo Véliz,6.03,La Liga,2023-2024,Sevilla
1764,Aitor Fernández,6.03,La Liga,2023-2024,Osasuna
1765,Aingeru Olabarrieta,6.02,La Liga,2023-2024,Athletic Club
1766,Salim El Jebari,6.02,La Liga,2023-2024,Atletico
1767,Arnau Puigmal,6.02,La Liga,2023-2024,Almeria
1768,Anthony Lozano,6.01,La Liga,2023-2024,Getafe
1769,Gorka Rivera,6.01,La Liga,2023-2024,Getafe
1770,Mario Domínguez,6.0,La Liga,2023-2024,Valencia
1771,Alberto Perea,6.0,La Liga,2023-2024,Granada
1772,Álvaro Rodríguez,6.0,La Liga,2023-2024,Real Madrid
1773,Bernardo Espinosa,6.0,La Liga,2023-2024,Girona
1774,Eneko Ortiz,6.0,La Liga,2023-2024,Deportivo Alaves
1775,Juan Carlos,6.0,La Liga,2023-2024,Girona
1776,Marciano Sanca,6.0,La Liga,2023-2024,Almeria
1777,Miguel Ángel Brau,6.0,La Liga,2023-2024,Granada
1778,Moussa Diakité,6.0,La Liga,2023-2024,Cadiz
1779,Selvi Clua,6.0,La Liga,2023-2024,Girona
1780,Yassin Tallal,6.0,La Liga,2023-2024,Getafe
1781,Pablo Gozálbez,6.0,La Liga,2023-2024,Valencia
1782,Çaglar Söyüncü,5.99,La Liga,2023-2024,Atletico
1783,Alberto Soro,5.98,La Liga,2023-2024,Granada
1784,Jeremy Jorge,5.98,La Liga,2023-2024,Getafe
1785,Víctor Díaz,5.98,La Liga,2023-2024,Granada
1786,Xabi Huarte,5.97,La Liga,2023-2024,Osasuna
1787,Tomás Mendes,5.96,La Liga,2023-2024,Deportivo Alaves
1788,Unai Ropero,5.96,La Liga,2023-2024,Deportivo Alaves
1789,Miguel de la Fuente,5.96,La Liga,2023-2024,Deportivo Alaves
1790,Raúl Fernández,5.96,La Liga,2023-2024,Granada
1791,Daniel Fuzato,5.94,La Liga,2023-2024,Getafe
1792,Nabil Aberdin,5.93,La Liga,2023-2024,Getafe
1793,Jon Karrikaburu,5.9,La Liga,2023-2024,Deportivo Alaves
1794,Yassine Bounou,5.89,La Liga,2023-2024,Sevilla
1795,Abde Raihani,5.87,La Liga,2023-2024,Atletico
1796,Dani Cárdenas,5.84,La Liga,2023-2024,Rayo Vallecano
1797,Gabri Veiga,5.79,La Liga,2023-2024,Celta Vigo
1798,Jesús Vallejo,5.77,La Liga,2023-2024,Granada
1799,Miki Bosch,5.69,La Liga,2023-2024,Granada
1800,Aarón Escandell,5.66,La Liga,2023-2024,Las Palmas
1801,Simone Perilli,7.54,Serie A,2023-2024,Verona
1802,Lautaro Martínez,7.53,Serie A,2023-2024,Inter
1803,Khvicha Kvaratskhelia,7.5,Serie A,2023-2024,Napoli
1804,Hakan alhanoglu,7.41,Serie A,2023-2024,Inter
1805,Rafael LeãoA,7.31,Serie A,2023-2024,C Milan
1806,Marcus Thuram,7.29,Serie A,2023-2024,Inter
1807,Davide Biraschi,7.23,Serie A,2023-2024,Genoa
1808,Christian PulisicA,7.16,Serie A,2023-2024,C Milan
1809,Mile Svilar,7.16,Serie A,2023-2024,Roma
1810,Alessandro Buongiorno,7.14,Serie A,2023-2024,Torino
1811,Matías Soulé,7.14,Serie A,2023-2024,Frosinone
1812,Federico Dimarco,7.12,Serie A,2023-2024,Inter
1813,Paulo Dybala,7.12,Serie A,2023-2024,Roma
1814,Albert Gudmundsson,7.1,Serie A,2023-2024,Genoa
1815,Adrien Rabiot,7.07,Serie A,2023-2024,Juventus
1816,Raffaele Di Gennaro,7.07,Serie A,2023-2024,Inter
1817,Domenico Berardi,7.07,Serie A,2023-2024,Sassuolo
1818,Nicolás González,7.06,Serie A,2023-2024,Fiorentina
1819,Alessandro Bastoni,7.06,Serie A,2023-2024,Inter
1820,Duván Zapata,7.06,Serie A,2023-2024,Atalanta
1821,Michele Di Gregorio,7.03,Serie A,2023-2024,Monza
1822,Joshua Zirkzee,7.03,Serie A,2023-2024,Bologna
1823,Teun Koopmeiners,7.03,Serie A,2023-2024,Atalanta
1824,Charles De Ketelaere,7.03,Serie A,2023-2024,Atalanta
1825,Ademola Lookman,7.01,Serie A,2023-2024,Atalanta
1826,Mattia Zaccagni,7.01,Serie A,2023-2024,Lazio
1827,Danilo,6.99,Serie A,2023-2024,Juventus
1828,Riccardo Calafiori,6.99,Serie A,2023-2024,Bologna
1829,Bremer,6.99,Serie A,2023-2024,Juventus
1830,Duván Zapata,6.98,Serie A,2023-2024,Torino
1831,Victor Osimhen,6.98,Serie A,2023-2024,Napoli
1832,Federico Chiesa,6.98,Serie A,2023-2024,Juventus
1833,Nicolas Haas,6.97,Serie A,2023-2024,Empoli
1834,Henrikh Mkhitaryan,6.96,Serie A,2023-2024,Inter
1835,Tijjani Noslin,6.96,Serie A,2023-2024,Verona
1836,Federico Ravaglia,6.96,Serie A,2023-2024,Bologna
1837,Elia Caprile,6.95,Serie A,2023-2024,Empoli
1838,Francesco Acerbi,6.95,Serie A,2023-2024,Inter
1839,Lewis Ferguson,6.94,Serie A,2023-2024,Bologna
1840,Gianluca Scamacca,6.94,Serie A,2023-2024,Atalanta
1841,Olivier GiroudA,6.94,Serie A,2023-2024,C Milan
1842,Lorenzo Pellegrini,6.93,Serie A,2023-2024,Roma
1843,derson,6.92,Serie A,2023-2024,Atalanta
1844,Giorgio Scalvini,6.91,Serie A,2023-2024,Atalanta
1845,Theo HernándezA,6.91,Serie A,2023-2024,C Milan
1846,Nadir Zortea,6.91,Serie A,2023-2024,Frosinone
1847,Marten de Roon,6.9,Serie A,2023-2024,Atalanta
1848,Lucas Martínez Quarta,6.89,Serie A,2023-2024,Fiorentina
1849,Benjamin Pavard,6.89,Serie A,2023-2024,Inter
1850,Yann Sommer,6.89,Serie A,2023-2024,Inter
1851,Ruben Loftus-CheekAC Milan,6.88,Serie A,2023-2024,
1852,Matteo Politano,6.88,Serie A,2023-2024,Napoli
1853,Bryan Cristante,6.88,Serie A,2023-2024,Roma
1854,Lazar Samardzic,6.88,Serie A,2023-2024,Udinese
1855,Milan Djuric,6.87,Serie A,2023-2024,Verona
1856,Milan Djuric,6.87,Serie A,2023-2024,Monza
1857,Luis Alberto,6.87,Serie A,2023-2024,Lazio
1858,Alberto Dossena,6.87,Serie A,2023-2024,Cagliari
1859,Cyril Ngonge,6.86,Serie A,2023-2024,Verona
1860,Giacomo Bonaventura,6.86,Serie A,2023-2024,Fiorentina
1861,Felipe Anderson,6.86,Serie A,2023-2024,Lazio
1862,Tijjani ReijndersA,6.85,Serie A,2023-2024,C Milan
1863,Manuel Locatelli,6.85,Serie A,2023-2024,Juventus
1864,Lautaro Giannetti,6.84,Serie A,2023-2024,Udinese
1865,Romelu Lukaku,6.83,Serie A,2023-2024,Roma
1866,Carlo Pinsoglio,6.83,Serie A,2023-2024,Juventus
1867,Michael Kayode,6.83,Serie A,2023-2024,Fiorentina
1868,Mathías Olivera,6.82,Serie A,2023-2024,Napoli
1869,Stefan de Vrij,6.82,Serie A,2023-2024,Inter
1870,Jaka Bijol,6.81,Serie A,2023-2024,Udinese
1871,Morten Frendrup,6.81,Serie A,2023-2024,Genoa
1872,Riccardo Orsolini,6.8,Serie A,2023-2024,Bologna
1873,Berat Djimsiti,6.8,Serie A,2023-2024,Atalanta
1874,Alexis Saelemaekers,6.8,Serie A,2023-2024,Bologna
1875,Nicolò Barella,6.79,Serie A,2023-2024,Inter
1876,Raoul Bellanova,6.78,Serie A,2023-2024,Torino
1877,Dusan Vlahovic,6.78,Serie A,2023-2024,Juventus
1878,Weston McKennie,6.78,Serie A,2023-2024,Juventus
1879,Etrit Berisha,6.78,Serie A,2023-2024,Empoli
1880,Amir Rrahmani,6.78,Serie A,2023-2024,Napoli
1881,Marco Carnesecchi,6.77,Serie A,2023-2024,Atalanta
1882,Aleksey Miranchuk,6.77,Serie A,2023-2024,Atalanta
1883,Pietro Terracciano,6.77,Serie A,2023-2024,Fiorentina
1884,Mike MaignanA,6.77,Serie A,2023-2024,C Milan
1885,Emil Audero,6.77,Serie A,2023-2024,Inter
1886,Remo Freuler,6.77,Serie A,2023-2024,Bologna
1887,Ivan Ilic,6.76,Serie A,2023-2024,Torino
1888,Lameck Banda,6.76,Serie A,2023-2024,Lecce
1889,Matteo GabbiaA,6.76,Serie A,2023-2024,C Milan
1890,Maduka Okoye,6.76,Serie A,2023-2024,Udinese
1891,Mario Pasalic,6.75,Serie A,2023-2024,Atalanta
1892,Mario Gila,6.75,Serie A,2023-2024,Lazio
1893,Stefan Posch,6.75,Serie A,2023-2024,Bologna
1894,Fikayo TomoriA,6.75,Serie A,2023-2024,C Milan
1895,Johan Vásquez,6.75,Serie A,2023-2024,Genoa
1896,Jhon Lucumí,6.75,Serie A,2023-2024,Bologna
1897,Radu Dragusin,6.75,Serie A,2023-2024,Genoa
1898,Armand Laurienté,6.75,Serie A,2023-2024,Sassuolo
1899,Yann Bisseck,6.74,Serie A,2023-2024,Inter
1900,Marco SportielloA,6.74,Serie A,2023-2024,C Milan
1901,Vanja Milinkovic-SavicTorino,6.74,Serie A,2023-2024,
1902,Yacine AdliA,6.74,Serie A,2023-2024,C Milan
1903,Ivan Provedel,6.74,Serie A,2023-2024,Lazio
1904,Luca Mazzitelli,6.74,Serie A,2023-2024,Frosinone
1905,Matteo Ruggeri,6.74,Serie A,2023-2024,Atalanta
1906,Giovanni Di Lorenzo,6.73,Serie A,2023-2024,Napoli
1907,Cristiano Biraghi,6.73,Serie A,2023-2024,Fiorentina
1908,Andrea Colpani,6.73,Serie A,2023-2024,Monza
1909,Ismaël BennacerA,6.72,Serie A,2023-2024,C Milan
1910,Alessio Romagnoli,6.72,Serie A,2023-2024,Lazio
1911,Frank Anguissa,6.72,Serie A,2023-2024,Napoli
1912,Christos Mandas,6.72,Serie A,2023-2024,Lazio
1913,Leandro Paredes,6.72,Serie A,2023-2024,Roma
1914,Josep Martínez,6.71,Serie A,2023-2024,Genoa
1915,Wladimiro Falcone,6.71,Serie A,2023-2024,Lecce
1916,Piotr Zielinski,6.71,Serie A,2023-2024,Napoli
1917,Filippo Terracciano,6.71,Serie A,2023-2024,Verona
1918,Wojciech Szczesny,6.7,Serie A,2023-2024,Juventus
1919,Nicolò Fagioli,6.7,Serie A,2023-2024,Juventus
1920,Nehuén Pérez,6.7,Serie A,2023-2024,Udinese
1921,Angeliño,6.7,Serie A,2023-2024,Roma
1922,Matteo Darmian,6.69,Serie A,2023-2024,Inter
1923,Nicola Leali,6.69,Serie A,2023-2024,Genoa
1924,Carlos Augusto,6.69,Serie A,2023-2024,Inter
1925,Denzel Dumfries,6.69,Serie A,2023-2024,Inter
1926,Alfred Duncan,6.69,Serie A,2023-2024,Fiorentina
1927,Filip Kostic,6.69,Serie A,2023-2024,Juventus
1928,Diego Coppola,6.69,Serie A,2023-2024,Verona
1929,Andrea Carboni,6.68,Serie A,2023-2024,Monza
1930,Simone Romagnoli,6.68,Serie A,2023-2024,Frosinone
1931,Perr Schuurs,6.68,Serie A,2023-2024,Torino
1932,Milan Badelj,6.68,Serie A,2023-2024,Genoa
1933,Alessandro FlorenziA,6.68,Serie A,2023-2024,C Milan
1934,Juan Musso,6.68,Serie A,2023-2024,Atalanta
1935,Antonio Candreva,6.68,Serie A,2023-2024,Salernitana
1936,Daniel Maldini,6.68,Serie A,2023-2024,Monza
1937,Arthur,6.67,Serie A,2023-2024,Fiorentina
1938,Andrea Belotti,6.67,Serie A,2023-2024,Fiorentina
1939,Roberto Gagliardini,6.67,Serie A,2023-2024,Monza
1940,Federico Gatti,6.67,Serie A,2023-2024,Juventus
1941,Fabiano Parisi,6.66,Serie A,2023-2024,Fiorentina
1942,Lukasz Skorupski,6.66,Serie A,2023-2024,Bologna
1943,Matías Viña,6.66,Serie A,2023-2024,Sassuolo
1944,Lorenzo Montipò,6.65,Serie A,2023-2024,Verona
1945,Junior Messias,6.65,Serie A,2023-2024,Genoa
1946,Nikola Milenkovic,6.65,Serie A,2023-2024,Fiorentina
1947,Yerry Mina,6.65,Serie A,2023-2024,Cagliari
1948,Tomás Suslov,6.65,Serie A,2023-2024,Verona
1949,Gaetano Castrovilli,6.65,Serie A,2023-2024,Fiorentina
1950,Mateo Retegui,6.65,Serie A,2023-2024,Genoa
1951,Evan Ndicka,6.65,Serie A,2023-2024,Roma
1952,Giangiacomo Magnani,6.64,Serie A,2023-2024,Verona
1953,Valentin Gendrey,6.64,Serie A,2023-2024,Lecce
1954,Rémi Oudin,6.64,Serie A,2023-2024,Lecce
1955,Juan Cabal,6.64,Serie A,2023-2024,Verona
1956,Abdou Harroui,6.64,Serie A,2023-2024,Frosinone
1957,Walace,6.64,Serie A,2023-2024,Udinese
1958,Andrea Cambiaso,6.64,Serie A,2023-2024,Juventus
1959,Gianluca Gaetano,6.64,Serie A,2023-2024,Cagliari
1960,Ricardo Rodríguez,6.64,Serie A,2023-2024,Torino
1961,Nicolò Rovella,6.64,Serie A,2023-2024,Lazio
1962,Victor Kristiansen,6.64,Serie A,2023-2024,Bologna
1963,Diego Llorente,6.64,Serie A,2023-2024,Roma
1964,Ondrej Duda,6.63,Serie A,2023-2024,Verona
1965,Davide CalabriaA,6.63,Serie A,2023-2024,C Milan
1966,Nicolas Viola,6.63,Serie A,2023-2024,Cagliari
1967,Thomas Kristensen,6.63,Serie A,2023-2024,Udinese
1968,Michael Folorunsho,6.63,Serie A,2023-2024,Verona
1969,Emil Holm,6.63,Serie A,2023-2024,Atalanta
1970,Nikola Vlasic,6.62,Serie A,2023-2024,Torino
1971,Nadir Zortea,6.62,Serie A,2023-2024,Atalanta
1972,Federico Di Francesco,6.62,Serie A,2023-2024,Lecce
1973,Marco PellegrinoA,6.62,Serie A,2023-2024,C Milan
1974,Daichi Kamada,6.62,Serie A,2023-2024,Lazio
1975,Isak Hien,6.62,Serie A,2023-2024,Atalanta
1976,Gianluca Mancini,6.62,Serie A,2023-2024,Roma
1977,Matteo Pessina,6.61,Serie A,2023-2024,Monza
1978,Stanislav Lobotka,6.61,Serie A,2023-2024,Napoli
1979,Andrea Pinamonti,6.61,Serie A,2023-2024,Sassuolo
1980,Chaka TraorèA,6.61,Serie A,2023-2024,C Milan
1981,Pontus Almqvist,6.61,Serie A,2023-2024,Lecce
1982,Patrick Ciurria,6.6,Serie A,2023-2024,Monza
1983,Davide Zappacosta,6.6,Serie A,2023-2024,Atalanta
1984,Fabien Centonze,6.6,Serie A,2023-2024,Verona
1985,Giovanni Bonfanti,6.6,Serie A,2023-2024,Atalanta
1986,Leo stigård,6.6,Serie A,2023-2024,Napoli
1987,Pawel Dawidowicz,6.6,Serie A,2023-2024,Verona
1988,Kristian Thorstvedt,6.6,Serie A,2023-2024,Sassuolo
1989,Leonardo Spinazzola,6.6,Serie A,2023-2024,Roma
1990,Sead Kolasinac,6.59,Serie A,2023-2024,Atalanta
1991,Riccardo Sottil,6.59,Serie A,2023-2024,Fiorentina
1992,Suat Serdar,6.59,Serie A,2023-2024,Verona
1993,Malick ThiawA,6.59,Serie A,2023-2024,C Milan
1994,Nikola Krstovic,6.59,Serie A,2023-2024,Lecce
1995,Florian Thauvin,6.58,Serie A,2023-2024,Udinese
1996,Sebastian Walukiewicz,6.58,Serie A,2023-2024,Empoli
1997,Marin Pongracic,6.58,Serie A,2023-2024,Lecce
1998,Pablo Marí,6.58,Serie A,2023-2024,Monza
1999,Sebastiano Luperto,6.58,Serie A,2023-2024,Empoli
2000,Antonino Gallo,6.58,Serie A,2023-2024,Lecce
2001,Alessandro Vogliacco,6.58,Serie A,2023-2024,Genoa
2002,Jovane Cabral,6.58,Serie A,2023-2024,Salernitana
2003,Juan Jesus,6.58,Serie A,2023-2024,Napoli
2004,Mattia Bani,6.58,Serie A,2023-2024,Genoa
2005,Daniele Rugani,6.58,Serie A,2023-2024,Juventus
2006,Rick Karsdorp,6.57,Serie A,2023-2024,Roma
2007,Stephan El Shaarawy,6.57,Serie A,2023-2024,Roma
2008,Hassane Kamara,6.57,Serie A,2023-2024,Udinese
2009,Luca Ranieri,6.57,Serie A,2023-2024,Fiorentina
2010,Lorenzo Lucca,6.56,Serie A,2023-2024,Udinese
2011,Danilo D Ambrosio,6.56,Serie A,2023-2024,Monza
2012,Valentín Castellanos,6.56,Serie A,2023-2024,Lazio
2013,Samuele Ricci,6.56,Serie A,2023-2024,Torino
2014,Nahitan Nández,6.56,Serie A,2023-2024,Cagliari
2015,Sam Beukema,6.56,Serie A,2023-2024,Bologna
2016,Martín Payero,6.56,Serie A,2023-2024,Udinese
2017,Sandi Lovric,6.56,Serie A,2023-2024,Udinese
2018,Alberto Grassi,6.56,Serie A,2023-2024,Empoli
2019,Andrea Belotti,6.56,Serie A,2023-2024,Roma
2020,Mattia Perin,6.56,Serie A,2023-2024,Juventus
2021,Nicolò Cambiaghi,6.55,Serie A,2023-2024,Empoli
2022,Ardian Ismajli,6.55,Serie A,2023-2024,Empoli
2023,Emanuele Valeri,6.55,Serie A,2023-2024,Frosinone
2024,Simon KjærA,6.55,Serie A,2023-2024,C Milan
2025,Dany Mota,6.55,Serie A,2023-2024,Monza
2026,Martin Hongla,6.55,Serie A,2023-2024,Verona
2027,Alex Sandro,6.55,Serie A,2023-2024,Juventus
2028,Szymon Zurkowski,6.55,Serie A,2023-2024,Empoli
2029,Patric,6.55,Serie A,2023-2024,Lazio
2030,Rade KrunicA,6.55,Serie A,2023-2024,C Milan
2031,Dan Ndoye,6.55,Serie A,2023-2024,Bologna
2032,Ruslan Malinovskyi,6.54,Serie A,2023-2024,Genoa
2033,Giacomo Raspadori,6.54,Serie A,2023-2024,Napoli
2034,Roberto Pereyra,6.54,Serie A,2023-2024,Udinese
2035,Matías Vecino,6.54,Serie A,2023-2024,Lazio
2036,Beto,6.54,Serie A,2023-2024,Udinese
2037,Tommaso Augello,6.54,Serie A,2023-2024,Cagliari
2038,Enzo Barrenechea,6.54,Serie A,2023-2024,Frosinone
2039,Giovanni Fabbian,6.54,Serie A,2023-2024,Bologna
2040,Alexis Sánchez,6.54,Serie A,2023-2024,Inter
2041,Giulio Maggiore,6.53,Serie A,2023-2024,Salernitana
2042,Lucas Beltrán,6.53,Serie A,2023-2024,Fiorentina
2043,Anthony Oyono,6.53,Serie A,2023-2024,Frosinone
2044,Houssem Aouar,6.53,Serie A,2023-2024,Roma
2045,Federico Fazio,6.53,Serie A,2023-2024,Salernitana
2046,Armando Izzo,6.53,Serie A,2023-2024,Monza
2047,Jonathan Ikoné,6.52,Serie A,2023-2024,Fiorentina
2048,Jan-Carlo SimicA,6.52,Serie A,2023-2024,C Milan
2049,Kacper Urbanski,6.52,Serie A,2023-2024,Bologna
2050,Alessandro Dellavalle,6.52,Serie A,2023-2024,Torino
2051,Zanos Savva,6.52,Serie A,2023-2024,Torino
2052,Adrien Tameze,6.52,Serie A,2023-2024,Torino
2053,Manuel Lazzari,6.52,Serie A,2023-2024,Lazio
2054,Ylber Ramadani,6.52,Serie A,2023-2024,Lecce
2055,Kristjan Asllani,6.51,Serie A,2023-2024,Inter
2056,Caleb Okoli,6.51,Serie A,2023-2024,Frosinone
2057,Edoardo Bove,6.51,Serie A,2023-2024,Roma
2058,Christian Kouamé,6.5,Serie A,2023-2024,Fiorentina
2059,Gabriel Strefezza,6.5,Serie A,2023-2024,Lecce
2060,Alex Meret,6.5,Serie A,2023-2024,Napoli
2061,Christian Kabasele,6.5,Serie A,2023-2024,Udinese
2062,Koni De Winter,6.5,Serie A,2023-2024,Genoa
2063,Mattéo Guendouzi,6.5,Serie A,2023-2024,Lazio
2064,Samuel ChukwuezeA,6.5,Serie A,2023-2024,C Milan
2065,Razvan Marin,6.5,Serie A,2023-2024,Empoli
2066,M Baye Niang,6.5,Serie A,2023-2024,Empoli
2067,Bartosz Bereszynski,6.5,Serie A,2023-2024,Empoli
2068,Grigoris Kastanos,6.5,Serie A,2023-2024,Salernitana
2069,Liberato Cacace,6.49,Serie A,2023-2024,Empoli
2070,Antonio Sanabria,6.49,Serie A,2023-2024,Torino
2071,Lorenzo De Silvestri,6.49,Serie A,2023-2024,Bologna
2072,Konstantinos Manolas,6.49,Serie A,2023-2024,Salernitana
2073,Toma Basic,6.48,Serie A,2023-2024,Salernitana
2074,Pierluigi Gollini,6.48,Serie A,2023-2024,Napoli
2075,Adam Marusic,6.48,Serie A,2023-2024,Lazio
2076,Kenan Yildiz,6.48,Serie A,2023-2024,Juventus
2077,Davide Frattesi,6.48,Serie A,2023-2024,Inter
2078,Rui Patrício,6.48,Serie A,2023-2024,Roma
2079,Alessio Zerbin,6.48,Serie A,2023-2024,Monza
2080,Fabio Miretti,6.48,Serie A,2023-2024,Juventus
2081,Patrick Dorgu,6.48,Serie A,2023-2024,Lecce
2082,Martin Erlic,6.47,Serie A,2023-2024,Sassuolo
2083,Isak Hien,6.47,Serie A,2023-2024,Verona
2084,Daniel Boloca,6.47,Serie A,2023-2024,Sassuolo
2085,Samuel Iling-JuniorJuventus,6.47,Serie A,2023-2024,
2086,Djed Spence,6.47,Serie A,2023-2024,Genoa
2087,Dodô,6.47,Serie A,2023-2024,Fiorentina
2088,Zito Luvumbo,6.47,Serie A,2023-2024,Cagliari
2089,Rasmus Kristensen,6.47,Serie A,2023-2024,Roma
2090,Leonardo Pavoletti,6.47,Serie A,2023-2024,Cagliari
2091,Marko Arnautovic,6.46,Serie A,2023-2024,Inter
2092,Ilario Monterisi,6.46,Serie A,2023-2024,Frosinone
2093,Mário Rui,6.46,Serie A,2023-2024,Napoli
2094,Jackson Tchatchoua,6.46,Serie A,2023-2024,Verona
2095,Karol Linetty,6.46,Serie A,2023-2024,Torino
2096,Josip Brekalo,6.46,Serie A,2023-2024,Fiorentina
2097,João Ferreira,6.46,Serie A,2023-2024,Udinese
2098,Alberto Cerri,6.45,Serie A,2023-2024,Empoli
2099,Nemanja Radonjic,6.45,Serie A,2023-2024,Torino
2100,Ciro Immobile,6.45,Serie A,2023-2024,Lazio
2101,Walid Cheddira,6.45,Serie A,2023-2024,Frosinone
2102,Niccolò Pierozzi,6.45,Serie A,2023-2024,Salernitana
2103,Matteo Cancellieri,6.45,Serie A,2023-2024,Empoli
2104,Tommaso PobegaA,6.45,Serie A,2023-2024,C Milan
2105,Davide Faraoni,6.45,Serie A,2023-2024,Verona
2106,Morten Thorsby,6.44,Serie A,2023-2024,Genoa
2107,Koffi Djidji,6.44,Serie A,2023-2024,Torino
2108,Stefano Sabelli,6.44,Serie A,2023-2024,Genoa
2109,Georgios Kyriakopoulos,6.44,Serie A,2023-2024,Monza
2110,Mërgim Vojvoda,6.44,Serie A,2023-2024,Torino
2111,Adam Masina,6.44,Serie A,2023-2024,Torino
2112,Charalampos Lykogiannis,6.44,Serie A,2023-2024,Bologna
2113,Jaime Báez,6.44,Serie A,2023-2024,Frosinone
2114,Youssef Maleh,6.44,Serie A,2023-2024,Empoli
2115,Hans Hateboer,6.44,Serie A,2023-2024,Atalanta
2116,Stefano Turati,6.44,Serie A,2023-2024,Frosinone
2117,Gaetano Oristanio,6.43,Serie A,2023-2024,Cagliari
2118,Juan Cuadrado,6.43,Serie A,2023-2024,Inter
2119,Junior Sambia,6.43,Serie A,2023-2024,Salernitana
2120,Jens Odgaard,6.43,Serie A,2023-2024,Bologna
2121,Caleb Ekuban,6.43,Serie A,2023-2024,Genoa
2122,Nicolò Casale,6.43,Serie A,2023-2024,Lazio
2123,Natan,6.43,Serie A,2023-2024,Napoli
2124,Valentino Lazaro,6.43,Serie A,2023-2024,Torino
2125,Samuele Birindelli,6.43,Serie A,2023-2024,Monza
2126,Reinier,6.43,Serie A,2023-2024,Frosinone
2127,Luka JovicA,6.43,Serie A,2023-2024,C Milan
2128,Jesper Karlsson,6.43,Serie A,2023-2024,Bologna
2129,Michel Aebischer,6.43,Serie A,2023-2024,Bologna
