,Player Name,Rating,League,Season,Squad
441,Adam Armstrong,6.27,Premier League,2022-2023,Southampton
442,Daniel James,6.27,Premier League,2022-2023,Fulham
443,Christian Pulisic,6.27,Premier League,2022-2023,Chelsea
444,Will Hughes,6.27,Premier League,2022-2023,Crystal Palace
445,Kalvin Phillips,6.26,Premier League,2022-2023,Man City
446,Siriki Dembélé,6.26,Premier League,2022-2023,Bournemouth
447,Adam Forshaw,6.26,Premier League,2022-2023,Leeds
448,Anthony Elanga,6.26,Premier League,2022-2023,Man Utd
449,Jan Paul van Hecke,6.26,Premier League,2022-2023,Brighton
450,Carney Chukwuemeka,6.26,Premier League,2022-2023,Chelsea
451,Kieran Tierney,6.25,Premier League,2022-2023,Arsenal
452,Anthony Gordon,6.25,Premier League,2022-2023,Newcastle
453,Boubacar Traoré,6.25,Premier League,2022-2023,Wolves
454,Georginio Rutter,6.25,Premier League,2022-2023,Leeds
455,Keane Lewis-PotterBrentford,6.25,Premier League,2022-2023,
456,Diego Costa,6.24,Premier League,2022-2023,Wolves
457,Sergio Gómez,6.24,Premier League,2022-2023,Man City
458,Ryan Fraser,6.24,Premier League,2022-2023,Newcastle
459,Kevin Mbabu,6.23,Premier League,2022-2023,Fulham
460,Arnaut Danjuma,6.23,Premier League,2022-2023,Tottenham
461,Illia Zabarnyi,6.23,Premier League,2022-2023,Bournemouth
462,Shandon Baptiste,6.22,Premier League,2022-2023,Brentford
463,Marek Rodák,6.22,Premier League,2022-2023,Fulham
464,Sasa Kalajdzic,6.22,Premier League,2022-2023,Wolves
465,Giulian Biancone,6.21,Premier League,2022-2023,Nottingham Forest
466,Ibrahima Diallo,6.21,Premier League,2022-2023,Southampton
467,Tariq Lamptey,6.21,Premier League,2022-2023,Brighton
468,Neal Maupay,6.2,Premier League,2022-2023,Everton
469,Rúben Vinagre,6.2,Premier League,2022-2023,Everton
470,Gustavo Scarpa,6.2,Premier League,2022-2023,Nottingham Forest
471,Dennis Praet,6.19,Premier League,2022-2023,Leicester
472,Javier Manquillo,6.19,Premier League,2022-2023,Newcastle
473,Luka Milivojevic,6.19,Premier League,2022-2023,Crystal Palace
474,Donny van de Beek,6.18,Premier League,2022-2023,Man Utd
475,Facundo Pellistri,6.18,Premier League,2022-2023,Man Utd
476,Emile Smith Rowe,6.18,Premier League,2022-2023,Arsenal
477,Thomas Cannon,6.17,Premier League,2022-2023,Everton
478,Antoine Semenyo,6.17,Premier League,2022-2023,Bournemouth
479,Japhet Tanganga,6.17,Premier League,2022-2023,Tottenham
480,Sasa Lukic,6.17,Premier League,2022-2023,Fulham
481,Pape Sarr,6.17,Premier League,2022-2023,Tottenham
482,Jean-Philippe Mateta,6.17,Premier League,2022-2023,Crystal Palace
483,Joe Gelhardt,6.16,Premier League,2022-2023,Leeds
484,Yasin Ayari,6.16,Premier League,2022-2023,Brighton
485,Jesse Lingard,6.16,Premier League,2022-2023,Nottingham Forest
486,Jack Stephens,6.15,Premier League,2022-2023,Southampton
487,Ellis Simms,6.15,Premier League,2022-2023,Everton
488,Divin Mubama,6.14,Premier League,2022-2023,West Ham
489,Jonjo Shelvey,6.14,Premier League,2022-2023,Nottingham Forest
490,Naby Keïta,6.14,Premier League,2022-2023,Liverpool
491,Manuel Lanzini,6.13,Premier League,2022-2023,West Ham
492,Flynn Downes,6.13,Premier League,2022-2023,West Ham
493,James Tomkins,6.13,Premier League,2022-2023,Crystal Palace
494,James McArthur,6.13,Premier League,2022-2023,Crystal Palace
495,Harvey White,6.13,Premier League,2022-2023,Tottenham
496,Ryan Fredericks,6.13,Premier League,2022-2023,Bournemouth
497,Saman Ghoddos,6.13,Premier League,2022-2023,Brentford
498,Mateusz Klich,6.12,Premier League,2022-2023,Leeds
499,Matt Ritchie,6.12,Premier League,2022-2023,Newcastle
500,Tom Davies,6.12,Premier League,2022-2023,Everton
501,Pierre-Emerick Aubameyang,6.12,Premier League,2022-2023,Chelsea
502,Mislav Orsic,6.12,Premier League,2022-2023,Southampton
503,Omari Hutchinson,6.12,Premier League,2022-2023,Chelsea
504,Sergi Canós,6.11,Premier League,2022-2023,Brentford
505,Salomón Rondón,6.11,Premier League,2022-2023,Everton
506,Calum Chambers,6.11,Premier League,2022-2023,Aston Villa
507,Kobbie Mainoo,6.11,Premier League,2022-2023,Man Utd
508,Jairo Riedewald,6.11,Premier League,2022-2023,Crystal Palace
509,Chem Campbell,6.11,Premier League,2022-2023,Wolves
510,Cafú,6.1,Premier League,2022-2023,Nottingham Forest
511,Diego Carlos,6.1,Premier League,2022-2023,Aston Villa
512,Ben Doak,6.1,Premier League,2022-2023,Liverpool
513,Mads Bech,6.1,Premier League,2022-2023,Brentford
514,Jay Stansfield,6.09,Premier League,2022-2023,Fulham
515,Jhon Durán,6.09,Premier League,2022-2023,Aston Villa
516,Maxwel Cornet,6.09,Premier League,2022-2023,West Ham
517,Lucas Moura,6.09,Premier League,2022-2023,Tottenham
518,Sam Surridge,6.09,Premier League,2022-2023,Nottingham Forest
519,Jack Stacey,6.08,Premier League,2022-2023,Bournemouth
520,Layvin Kurzawa,6.07,Premier League,2022-2023,Fulham
521,André Ayew,6.07,Premier League,2022-2023,Nottingham Forest
522,David Brooks,6.07,Premier League,2022-2023,Bournemouth
523,Jack Hinshelwood,6.07,Premier League,2022-2023,Brighton
524,Mohamed Elneny,6.07,Premier League,2022-2023,Arsenal
525,Cédric Soares,6.07,Premier League,2022-2023,Arsenal
526,Joe Whitworth,6.06,Premier League,2022-2023,Crystal Palace
527,Morgan Sanson,6.06,Premier League,2022-2023,Aston Villa
528,Ben Pearson,6.05,Premier League,2022-2023,Bournemouth
529,Mateo Joseph,6.04,Premier League,2022-2023,Leeds
530,Jamaal Lascelles,6.04,Premier League,2022-2023,Newcastle
531,Bobby Clark,6.04,Premier League,2022-2023,Liverpool
532,Malcolm Ebiowei,6.04,Premier League,2022-2023,Crystal Palace
533,Jonjo Shelvey,6.03,Premier League,2022-2023,Newcastle
534,Junior Stanislas,6.03,Premier League,2022-2023,Bournemouth
535,Halil Dervisoglu,6.03,Premier League,2022-2023,Brentford
536,Lewis Brunt,6.02,Premier League,2022-2023,Leicester
537,Connor Ronan,6.0,Premier League,2022-2023,Wolves
538,Conor Coventry,6.0,Premier League,2022-2023,West Ham
539,David Ozoh,6.0,Premier League,2022-2023,Crystal Palace
540,Emil Krafth,6.0,Premier League,2022-2023,Newcastle
541,Ethan Nwaneri,6.0,Premier League,2022-2023,Arsenal
542,George Abbott,6.0,Premier League,2022-2023,Tottenham
543,Marquinhos,6.0,Premier League,2022-2023,Arsenal
544,Nathan Redmond,6.0,Premier League,2022-2023,Southampton
545,Tyrese Francois,6.0,Premier League,2022-2023,Fulham
546,Naouirou Ahamada,6.0,Premier League,2022-2023,Crystal Palace
547,Djed Spence,6.0,Premier League,2022-2023,Tottenham
548,Joe Hodge,5.99,Premier League,2022-2023,Wolves
549,Emiliano Marcondes,5.99,Premier League,2022-2023,Bournemouth
550,Jamal Lowe,5.99,Premier League,2022-2023,Bournemouth
551,Cameron Archer,5.99,Premier League,2022-2023,Aston Villa
552,Alex McCarthy,5.99,Premier League,2022-2023,Southampton
553,Josh Onomah,5.99,Premier League,2022-2023,Fulham
554,Luke Harris,5.98,Premier League,2022-2023,Fulham
555,Dom Ballard,5.98,Premier League,2022-2023,Southampton
556,Odeluga Offiah,5.98,Premier League,2022-2023,Brighton
557,Dele Alli,5.96,Premier League,2022-2023,Everton
558,Alex Mighten,5.95,Premier League,2022-2023,Nottingham Forest
559,Jamal Lewis,5.95,Premier League,2022-2023,Newcastle
560,Máximo Perrone,5.95,Premier League,2022-2023,Man City
561,Kamari Doyle,5.94,Premier League,2022-2023,Southampton
562,Owen Bevan,5.89,Premier League,2022-2023,Bournemouth
563,Nathaniel Chalobah,5.89,Premier League,2022-2023,Fulham
564,Dexter Lembikisa,5.88,Premier League,2022-2023,Wolves
565,Cameron Peupion,5.85,Premier League,2022-2023,Brighton
566,Andrew Moran,5.83,Premier League,2022-2023,Brighton
567,Shane Duffy,5.79,Premier League,2022-2023,Fulham
568,Yan Valery,5.74,Premier League,2022-2023,Southampton
569,Tjark Ernst,7.7,Bundesliga,2022-2023,Hertha Berlin
570,Jude Bellingham,7.58,Bundesliga,2022-2023,Borussia Dortmund
571,Joshua Kimmich,7.47,Bundesliga,2022-2023,Bayern
572,Niclas Füllkrug,7.38,Bundesliga,2022-2023,Werder Bremen
573,Christopher NkunkuR,7.35,Bundesliga,2022-2023,B Leipzig
574,Jamal Musiala,7.34,Bundesliga,2022-2023,Bayern
575,Dominik SzoboszlaiR,7.32,Bundesliga,2022-2023,B Leipzig
576,Randal Kolo Muani,7.29,Bundesliga,2022-2023,Eintracht Frankfurt
577,Julian Brandt,7.28,Bundesliga,2022-2023,Borussia Dortmund
578,Raphaël Guerreiro,7.27,Bundesliga,2022-2023,Borussia Dortmund
579,Vincenzo Grifo,7.27,Bundesliga,2022-2023,Freiburg
580,Jonas Hofmann,7.25,Bundesliga,2022-2023,Borussia M Gladbach
581,Sébastien Haller,7.21,Bundesliga,2022-2023,Borussia Dortmund
582,Donyell Malen,7.2,Bundesliga,2022-2023,Borussia Dortmund
583,Julien Duranville,7.2,Bundesliga,2022-2023,Borussia Dortmund
584,Kingsley Coman,7.2,Bundesliga,2022-2023,Bayern
585,João Cancelo,7.2,Bundesliga,2022-2023,Bayern
586,Eric Choupo-MotingBayern,7.19,Bundesliga,2022-2023,
587,Benjamin Pavard,7.17,Bundesliga,2022-2023,Bayern
588,Alphonso Davies,7.14,Bundesliga,2022-2023,Bayern
589,Florian Wirtz,7.14,Bundesliga,2022-2023,Leverkusen
590,Yann Sommer,7.13,Bundesliga,2022-2023,Borussia M Gladbach
591,Thomas Müller,7.12,Bundesliga,2022-2023,Bayern
592,Jeff ChabotF,7.12,Bundesliga,2022-2023,C Koln
593,Jeremie Frimpong,7.12,Bundesliga,2022-2023,Leverkusen
594,Michael Gregoritsch,7.11,Bundesliga,2022-2023,Freiburg
595,Serge Gnabry,7.1,Bundesliga,2022-2023,Bayern
596,Marcus Thuram,7.09,Bundesliga,2022-2023,Borussia M Gladbach
597,Leroy Sané,7.09,Bundesliga,2022-2023,Bayern
598,Nico Schlotterbeck,7.09,Bundesliga,2022-2023,Borussia Dortmund
599,Frederik Winther,7.08,Bundesliga,2022-2023,Augsburg
600,Florian KainzF,7.06,Bundesliga,2022-2023,C Koln
601,Moussa Diaby,7.06,Bundesliga,2022-2023,Leverkusen
602,Willi OrbánR,7.04,Bundesliga,2022-2023,B Leipzig
603,Ellyes SkhiriF,7.04,Bundesliga,2022-2023,C Koln
604,Maximilian Arnold,7.02,Bundesliga,2022-2023,Wolfsburg
605,Frederik Rønnow,7.01,Bundesliga,2022-2023,Union Berlin
606,Borna Sosa,7.01,Bundesliga,2022-2023,Stuttgart
607,Philipp Hofmann,7.0,Bundesliga,2022-2023,Bochum
608,Konstantinos Mavropanos,7.0,Bundesliga,2022-2023,Stuttgart
609,Paulo Otávio,7.0,Bundesliga,2022-2023,Wolfsburg
610,Marvin Ducksch,7.0,Bundesliga,2022-2023,Werder Bremen
611,Patrick Wimmer,6.99,Bundesliga,2022-2023,Wolfsburg
612,Jonas HectorF,6.99,Bundesliga,2022-2023,C Koln
613,Danilho Doekhi,6.99,Bundesliga,2022-2023,Union Berlin
614,Mats Hummels,6.98,Bundesliga,2022-2023,Borussia Dortmund
615,Wataru Endo,6.97,Bundesliga,2022-2023,Stuttgart
616,Ørjan NylandR,6.97,Bundesliga,2022-2023,B Leipzig
617,Ludovic Ajorque,6.97,Bundesliga,2022-2023,Mainz
618,Ramy Bensebaini,6.96,Bundesliga,2022-2023,Borussia M Gladbach
619,Matthias Ginter,6.95,Bundesliga,2022-2023,Freiburg
620,Ralf Fährmann,6.94,Bundesliga,2022-2023,Schalke
621,Diant Ramaj,6.94,Bundesliga,2022-2023,Eintracht Frankfurt
622,Mitchell Weiser,6.93,Bundesliga,2022-2023,Werder Bremen
623,Matthijs de Ligt,6.93,Bundesliga,2022-2023,Bayern
624,Dani OlmoR,6.92,Bundesliga,2022-2023,B Leipzig
625,Christoph Baumgartner,6.91,Bundesliga,2022-2023,Hoffenheim
626,Sheraldo Becker,6.91,Bundesliga,2022-2023,Union Berlin
627,Michael Zetterer,6.91,Bundesliga,2022-2023,Werder Bremen
628,Rodrigo Zalazar,6.9,Bundesliga,2022-2023,Schalke
629,Ritsu Doan,6.9,Bundesliga,2022-2023,Freiburg
630,Finn Dahmen,6.9,Bundesliga,2022-2023,Mainz
631,Timo HübersF,6.89,Bundesliga,2022-2023,C Koln
632,Leon Goretzka,6.89,Bundesliga,2022-2023,Bayern
633,Julian Ryerson,6.88,Bundesliga,2022-2023,Union Berlin
634,Emre Can,6.88,Bundesliga,2022-2023,Borussia Dortmund
635,Lucas Tousart,6.87,Bundesliga,2022-2023,Hertha Berlin
636,Andreas Hanche-OlsenMainz,6.87,Bundesliga,2022-2023,
637,Robin Knoche,6.87,Bundesliga,2022-2023,Union Berlin
638,Sasa Kalajdzic,6.87,Bundesliga,2022-2023,Stuttgart
639,Marc Kempf,6.87,Bundesliga,2022-2023,Hertha Berlin
640,Noussair Mazraoui,6.86,Bundesliga,2022-2023,Bayern
641,Konrad LaimerR,6.86,Bundesliga,2022-2023,B Leipzig
642,Felix Nmecha,6.86,Bundesliga,2022-2023,Wolfsburg
643,Karim Adeyemi,6.86,Bundesliga,2022-2023,Borussia Dortmund
644,Sadio Mané,6.86,Bundesliga,2022-2023,Bayern
645,Anton Stach,6.85,Bundesliga,2022-2023,Mainz
646,Dodi Lukébakio,6.85,Bundesliga,2022-2023,Hertha Berlin
647,Robert Andrich,6.85,Bundesliga,2022-2023,Leverkusen
648,Lucas Höler,6.84,Bundesliga,2022-2023,Freiburg
649,Kevin Stöger,6.84,Bundesliga,2022-2023,Bochum
650,Kevin Behrens,6.83,Bundesliga,2022-2023,Union Berlin
651,Jan Olschowsky,6.83,Bundesliga,2022-2023,Borussia M Gladbach
652,Georginio Rutter,6.83,Bundesliga,2022-2023,Hoffenheim
653,Ihlas Bebou,6.83,Bundesliga,2022-2023,Hoffenheim
654,Manuel Neuer,6.82,Bundesliga,2022-2023,Bayern
655,Karim Onisiwo,6.82,Bundesliga,2022-2023,Mainz
656,Soichiro Kozuki,6.82,Bundesliga,2022-2023,Schalke
657,Timo WernerR,6.82,Bundesliga,2022-2023,B Leipzig
658,Exequiel Palacios,6.82,Bundesliga,2022-2023,Leverkusen
659,Marius Wolf,6.81,Bundesliga,2022-2023,Borussia Dortmund
660,Aurélio Buta,6.81,Bundesliga,2022-2023,Eintracht Frankfurt
661,Manu Koné,6.81,Bundesliga,2022-2023,Borussia M Gladbach
662,Philipp Lienhart,6.81,Bundesliga,2022-2023,Freiburg
663,Lukas Kübler,6.81,Bundesliga,2022-2023,Freiburg
664,Lars Stindl,6.81,Bundesliga,2022-2023,Borussia M Gladbach
665,Daichi Kamada,6.8,Bundesliga,2022-2023,Eintracht Frankfurt
666,Rafal Gikiewicz,6.8,Bundesliga,2022-2023,Augsburg
667,Tomás Koubek,6.8,Bundesliga,2022-2023,Augsburg
668,Mark Flekken,6.8,Bundesliga,2022-2023,Freiburg
669,Niklas Süle,6.8,Bundesliga,2022-2023,Borussia Dortmund
670,Julian Ryerson,6.8,Bundesliga,2022-2023,Borussia Dortmund
671,Nicolas Höfler,6.79,Bundesliga,2022-2023,Freiburg
672,Gregor Kobel,6.79,Bundesliga,2022-2023,Borussia Dortmund
673,Florian Niederlechner,6.79,Bundesliga,2022-2023,Augsburg
674,Josip Juranovic,6.79,Bundesliga,2022-2023,Union Berlin
675,Jae-Sung Lee,6.78,Bundesliga,2022-2023,Mainz
676,Koen Casteels,6.78,Bundesliga,2022-2023,Wolfsburg
677,Christopher Trimmel,6.77,Bundesliga,2022-2023,Union Berlin
678,Serhou Guirassy,6.76,Bundesliga,2022-2023,Stuttgart
679,Benjamin HenrichsR,6.76,Bundesliga,2022-2023,B Leipzig
680,Ermedin Demirovic,6.76,Bundesliga,2022-2023,Augsburg
681,Stefan Bell,6.76,Bundesliga,2022-2023,Mainz
682,Abdou DialloR,6.76,Bundesliga,2022-2023,B Leipzig
683,Ko Itakura,6.76,Bundesliga,2022-2023,Borussia M Gladbach
684,Leandro Barreiro,6.75,Bundesliga,2022-2023,Mainz
685,Gabriel Vidovic,6.74,Bundesliga,2022-2023,Bayern
686,Hrvoje Smolcic,6.73,Bundesliga,2022-2023,Eintracht Frankfurt
687,Ridle Baku,6.73,Bundesliga,2022-2023,Wolfsburg
688,Moritz Jenz,6.73,Bundesliga,2022-2023,Schalke
689,Angeliño,6.73,Bundesliga,2022-2023,Hoffenheim
690,Marcin Kaminski,6.73,Bundesliga,2022-2023,Schalke
691,Marius Bülter,6.72,Bundesliga,2022-2023,Schalke
692,Tuta,6.72,Bundesliga,2022-2023,Eintracht Frankfurt
693,Ivan Ordets,6.72,Bundesliga,2022-2023,Bochum
694,Junior Dina Ebimbe,6.71,Bundesliga,2022-2023,Eintracht Frankfurt
695,Dayot Upamecano,6.71,Bundesliga,2022-2023,Bayern
696,Luca Pellegrini,6.71,Bundesliga,2022-2023,Eintracht Frankfurt
697,John Anthony Brooks,6.71,Bundesliga,2022-2023,Hoffenheim
698,Jakub Kaminski,6.7,Bundesliga,2022-2023,Wolfsburg
699,Marco Richter,6.7,Bundesliga,2022-2023,Hertha Berlin
700,Kevin Akpoguma,6.7,Bundesliga,2022-2023,Hoffenheim
701,Oliver Baumann,6.7,Bundesliga,2022-2023,Hoffenheim
702,Jonas Omlin,6.7,Bundesliga,2022-2023,Borussia M Gladbach
703,Anthony Losilla,6.7,Bundesliga,2022-2023,Bochum
704,Xaver SchlagerR,6.69,Bundesliga,2022-2023,B Leipzig
705,Kerem Demirbay,6.69,Bundesliga,2022-2023,Leverkusen
706,Hiroki Ito,6.69,Bundesliga,2022-2023,Stuttgart
707,Anthony Caci,6.69,Bundesliga,2022-2023,Mainz
708,Amine Adli,6.69,Bundesliga,2022-2023,Leverkusen
709,Mërgim Berisha,6.69,Bundesliga,2022-2023,Augsburg
710,Marco Reus,6.69,Bundesliga,2022-2023,Borussia Dortmund
711,Nico Elvedi,6.69,Bundesliga,2022-2023,Borussia M Gladbach
712,Eric MartelF,6.68,Bundesliga,2022-2023,C Koln
713,Davie SelkeF,6.68,Bundesliga,2022-2023,C Koln
714,Ozan Kabak,6.68,Bundesliga,2022-2023,Hoffenheim
715,Maximilian Eggestein,6.68,Bundesliga,2022-2023,Freiburg
716,Philipp Max,6.68,Bundesliga,2022-2023,Eintracht Frankfurt
717,Jonas Wind,6.68,Bundesliga,2022-2023,Wolfsburg
718,Jamie Gittens,6.67,Bundesliga,2022-2023,Borussia Dortmund
719,Evan Ndicka,6.67,Bundesliga,2022-2023,Eintracht Frankfurt
720,Josko GvardiolR,6.67,Bundesliga,2022-2023,B Leipzig
721,Marco Friedl,6.67,Bundesliga,2022-2023,Werder Bremen
722,André Hahn,6.67,Bundesliga,2022-2023,Augsburg
723,Piero Hincapié,6.66,Bundesliga,2022-2023,Leverkusen
724,Jesper Lindstrøm,6.66,Bundesliga,2022-2023,Eintracht Frankfurt
725,Patrik Schick,6.66,Bundesliga,2022-2023,Leverkusen
726,Aarón Martín,6.66,Bundesliga,2022-2023,Mainz
727,Tom,6.66,Bundesliga,2022-2023,
728,Micky van de Ven,6.66,Bundesliga,2022-2023,Wolfsburg
729,Suat Serdar,6.66,Bundesliga,2022-2023,Hertha Berlin
730,Maxence Lacroix,6.66,Bundesliga,2022-2023,Wolfsburg
731,Christopher Lenz,6.66,Bundesliga,2022-2023,Eintracht Frankfurt
732,Rani Khedira,6.66,Bundesliga,2022-2023,Union Berlin
733,Mario Götze,6.65,Bundesliga,2022-2023,Eintracht Frankfurt
734,Robin Zentner,6.65,Bundesliga,2022-2023,Mainz
735,Marcel Sabitzer,6.65,Bundesliga,2022-2023,Bayern
736,Chris Führich,6.65,Bundesliga,2022-2023,Stuttgart
737,Christian Günter,6.65,Bundesliga,2022-2023,Freiburg
738,Andrej Kramaric,6.65,Bundesliga,2022-2023,Hoffenheim
739,Mohamed SimakanR,6.65,Bundesliga,2022-2023,B Leipzig
740,Maximilian Mittelstädt,6.65,Bundesliga,2022-2023,Hertha Berlin
741,Roland Sallai,6.64,Bundesliga,2022-2023,Freiburg
742,Malick Thiaw,6.64,Bundesliga,2022-2023,Schalke
743,Clinton Mola,6.64,Bundesliga,2022-2023,Stuttgart
744,Leonardo Bittencourt,6.64,Bundesliga,2022-2023,Werder Bremen
745,Lucas Hernández,6.63,Bundesliga,2022-2023,Bayern
746,Janik Haberer,6.63,Bundesliga,2022-2023,Union Berlin
747,Edmond Tapsoba,6.63,Bundesliga,2022-2023,Leverkusen
748,David RaumR,6.63,Bundesliga,2022-2023,B Leipzig
749,Maya Yoshida,6.63,Bundesliga,2022-2023,Schalke
750,Mattias Svanberg,6.63,Bundesliga,2022-2023,Wolfsburg
751,André SilvaR,6.63,Bundesliga,2022-2023,B Leipzig
752,Manuel Riemann,6.63,Bundesliga,2022-2023,Bochum
753,Janis BlaswichR,6.63,Bundesliga,2022-2023,B Leipzig
754,Niklas Schmidt,6.62,Bundesliga,2022-2023,Werder Bremen
755,Dominik Kohr,6.62,Bundesliga,2022-2023,Mainz
756,Jeffrey Gouweleeuw,6.62,Bundesliga,2022-2023,Augsburg
757,Yannick Gerhardt,6.62,Bundesliga,2022-2023,Wolfsburg
758,Silas Katompa Mvumpa,6.62,Bundesliga,2022-2023,Stuttgart
759,Jirí Pavlenka,6.62,Bundesliga,2022-2023,Werder Bremen
760,Dennis Geiger,6.61,Bundesliga,2022-2023,Hoffenheim
761,Djibril Sow,6.61,Bundesliga,2022-2023,Eintracht Frankfurt
762,Aïssa Laïdouni,6.61,Bundesliga,2022-2023,Union Berlin
763,Gil Dias,6.6,Bundesliga,2022-2023,Stuttgart
764,Edimilson Fernandes,6.6,Bundesliga,2022-2023,Mainz
765,Atakan Karazor,6.6,Bundesliga,2022-2023,Stuttgart
766,Youssoufa Moukoko,6.6,Bundesliga,2022-2023,Borussia Dortmund
767,Christopher Antwi-AdjeiBochum,6.6,Bundesliga,2022-2023,
768,Sebastiaan Bornauw,6.6,Bundesliga,2022-2023,Wolfsburg
769,Stevan Jovetic,6.6,Bundesliga,2022-2023,Hertha Berlin
770,Philipp Förster,6.6,Bundesliga,2022-2023,Bochum
771,Alassane Pléa,6.59,Bundesliga,2022-2023,Borussia M Gladbach
772,Steffen TiggesF,6.59,Bundesliga,2022-2023,C Koln
773,Sven Ulreich,6.59,Bundesliga,2022-2023,Bayern
774,Niklas Stark,6.59,Bundesliga,2022-2023,Werder Bremen
775,Alexander Meyer,6.58,Bundesliga,2022-2023,Borussia Dortmund
776,Jonathan Tah,6.58,Bundesliga,2022-2023,Leverkusen
777,Diogo Leite,6.58,Bundesliga,2022-2023,Union Berlin
778,Grischa Prömel,6.58,Bundesliga,2022-2023,Hoffenheim
779,Giovanni Reyna,6.58,Bundesliga,2022-2023,Borussia Dortmund
780,Chidera Ejuke,6.58,Bundesliga,2022-2023,Hertha Berlin
781,Amos Pieper,6.58,Bundesliga,2022-2023,Werder Bremen
782,Timo Baumgartl,6.57,Bundesliga,2022-2023,Union Berlin
783,Julian Weigl,6.57,Bundesliga,2022-2023,Borussia M Gladbach
784,Rubén Vargas,6.57,Bundesliga,2022-2023,Augsburg
785,Dion Beljo,6.57,Bundesliga,2022-2023,Augsburg
786,Keven Schlotterbeck,6.57,Bundesliga,2022-2023,Bochum
787,Robert Skov,6.57,Bundesliga,2022-2023,Hoffenheim
788,Almamy Touré,6.57,Bundesliga,2022-2023,Eintracht Frankfurt
789,Waldemar Anton,6.57,Bundesliga,2022-2023,Stuttgart
790,Anthony Jung,6.56,Bundesliga,2022-2023,Werder Bremen
791,Jordan Siebatcheu,6.56,Bundesliga,2022-2023,Union Berlin
792,Jonjoe Kenny,6.55,Bundesliga,2022-2023,Hertha Berlin
793,Dejan LjubicicF,6.55,Bundesliga,2022-2023,C Koln
794,Dan-Axel Zagadou,6.55,Bundesliga,2022-2023,Stuttgart
795,Danilo Soares,6.55,Bundesliga,2022-2023,Bochum
796,Mahmoud Dahoud,6.54,Bundesliga,2022-2023,Borussia Dortmund
797,Erhan Masovic,6.54,Bundesliga,2022-2023,Bochum
798,Felix Uduokhai,6.54,Bundesliga,2022-2023,Augsburg
799,Levin ztunali,6.54,Bundesliga,2022-2023,Union Berlin
800,Felix Passlack,6.54,Bundesliga,2022-2023,Borussia Dortmund
801,Péter GulácsiR,6.54,Bundesliga,2022-2023,B Leipzig
802,Mu nas Dabbur,6.53,Bundesliga,2022-2023,Hoffenheim
803,Lukás Hrádecky,6.53,Bundesliga,2022-2023,Leverkusen
804,Emil ForsbergR,6.53,Bundesliga,2022-2023,B Leipzig
805,Cédric Brunner,6.53,Bundesliga,2022-2023,Schalke
806,Konstantinos Stafylidis,6.52,Bundesliga,2022-2023,Bochum
807,Sebastian Rode,6.52,Bundesliga,2022-2023,Eintracht Frankfurt
808,Tanguy Coulibaly,6.52,Bundesliga,2022-2023,Stuttgart
809,Tobias Sippel,6.52,Bundesliga,2022-2023,Borussia M Gladbach
810,Silvan Widmer,6.52,Bundesliga,2022-2023,Mainz
811,Thomas Meunier,6.51,Bundesliga,2022-2023,Borussia Dortmund
812,Omar Marmoush,6.51,Bundesliga,2022-2023,Wolfsburg
813,Ansgar Knauff,6.51,Bundesliga,2022-2023,Eintracht Frankfurt
814,Christian,6.51,Bundesliga,2022-2023,Bremen
815,Milos Veljkovic,6.51,Bundesliga,2022-2023,Werder Bremen
816,Kristijan Jakic,6.51,Bundesliga,2022-2023,Eintracht Frankfurt
817,Paul Jaeckel,6.5,Bundesliga,2022-2023,Union Berlin
818,Lukas KlostermannR,6.5,Bundesliga,2022-2023,B Leipzig
819,Marcel HalstenbergR,6.5,Bundesliga,2022-2023,B Leipzig
820,Niko elmann,6.5,Bundesliga,2022-2023,Union Berlin
821,Adam Hlozek,6.5,Bundesliga,2022-2023,Leverkusen
822,Odilon Kossounou,6.5,Bundesliga,2022-2023,Leverkusen
823,Lennart Grill,6.5,Bundesliga,2022-2023,Union Berlin
824,Kenneth Schmidt,6.49,Bundesliga,2022-2023,Freiburg
825,Tiago Tomás,6.49,Bundesliga,2022-2023,Stuttgart
826,Arijon Ibrahimovic,6.49,Bundesliga,2022-2023,Bayern
827,Simon Terodde,6.49,Bundesliga,2022-2023,Schalke
828,Salih zcan,6.49,Bundesliga,2022-2023,Borussia Dortmund
829,Christoph Kramer,6.49,Bundesliga,2022-2023,Borussia M Gladbach
830,Linton MainaF,6.49,Bundesliga,2022-2023,C Koln
831,Josuha Guilavogui,6.48,Bundesliga,2022-2023,Wolfsburg
832,Jérôme Roussillon,6.48,Bundesliga,2022-2023,Union Berlin
833,Jens Stage,6.48,Bundesliga,2022-2023,Werder Bremen
834,Lukas Nmecha,6.48,Bundesliga,2022-2023,Wolfsburg
835,Bartol Franjic,6.48,Bundesliga,2022-2023,Wolfsburg
836,Jonathan Burkardt,6.48,Bundesliga,2022-2023,Mainz
837,Arne Engels,6.48,Bundesliga,2022-2023,Augsburg
838,Jan ThielmannF,6.48,Bundesliga,2022-2023,C Koln
839,Joe Scally,6.47,Bundesliga,2022-2023,Borussia M Gladbach
840,Naouirou Ahamada,6.47,Bundesliga,2022-2023,Stuttgart
841,Maxim Leitsch,6.47,Bundesliga,2022-2023,Mainz
842,Tim Skarke,6.47,Bundesliga,2022-2023,Schalke
843,Dominique Heintz,6.47,Bundesliga,2022-2023,Bochum
844,Amadou HaidaraR,6.47,Bundesliga,2022-2023,B Leipzig
